0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Date,Opponent,Result,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/25/2017,Wright St.,W 3 - 0,,,,,,,,,,,,,,,,,
08/25/2017,Stanford,L 0 - 3,2,1,0,1,2,-0.500,,,,,,,,,,,
08/26/2017,Iowa,L 1 - 3,1,1,0,0,2,,,,,1,,,1,,0.5,,
08/31/2017,"Montana @ Orem, Utah",L 0 - 3,2,1,3,1,5,0.400,,,,3,,,,1,3.0,,
09/01/2017,"Kansas @ Orem, Utah",L 1 - 3,,,,,,,,,,,,,,,,,
09/02/2017,@ Utah Valley,L 1 - 3,,,,,,,,,,,,,,,,,
09/07/2017,@ LMU (CA),L 0 - 3,3,1,2,2,8,,,,1,,,,,,2.0,,
09/08/2017,"Pacific @ San Diego, Calif.",L 0 - 3,1,1,0,0,0,,,,,,,,,,,,
09/09/2017,@ San Diego St.,L 2 - 3,3,1,2,0,7,0.286,,,,,,,1,,2.5,,
09/12/2017,@ Pepperdine,L 1 - 3,4,1,9,3,24,0.250,,,,3,,1,1,,10.5,,
09/15/2017,UCLA,L 1 - 3,4,1,4,4,24,,2,,1,8,,,,1,4.0,,
09/16/2017,Montana St.,W 3 - 2,5,1,8,1,19,0.368,,1,2,14,1,,6,1,12.0,,
09/16/2017,San Francisco,W 3 - 0,3,1,3,0,8,0.375,,1,2,9,,,3,,5.5,,
09/19/2017,@ UC Riverside,W 3 - 2,5,1,6,2,19,0.211,1,1,2,10,,,6,,10.0,,
09/23/2017,@ CSUN,L 1 - 3,4,1,10,1,20,0.450,1,1,1,2,,,,1,11.0,,
09/29/2017,Cal Poly,L 1 - 3,4,1,9,3,22,0.273,4,3,,7,,,2,1,13.0,,
09/30/2017,UC Santa Barbara,W 3 - 0,3,1,4,3,15,0.067,2,1,1,5,,,3,1,6.5,,
10/05/2017,@ UC Irvine,L 1 - 3,,,,,,,,,,,,,,,,,
10/07/2017,@ UC Davis,L 1 - 3,,,,,,,,,,,,,,,,,
10/13/2017,Hawaii,L 1 - 3,,,,,,,,,,,,,,,,,
10/17/2017,@ Cal St. Fullerton,W 3 - 0,,,,,,,,,,,,,,,,,
10/20/2017,@ UC Santa Barbara,L 1 - 3,3,1,4,2,9,0.222,,,1,5,1,,3,,5.5,,
10/21/2017,@ Cal Poly,L 0 - 3,3,1,3,2,11,0.091,,1,1,1,,,,,4.0,,
10/27/2017,UC Davis,L 1 - 3,4,1,7,4,17,0.176,1,1,1,4,1,,3,,9.5,,
10/28/2017,UC Irvine,W 3 - 0,3,1,6,1,18,0.278,,1,1,9,,,2,,8.0,,
11/04/2017,@ Hawaii,L 0 - 3,3,1,1,0,11,0.091,,,,2,,,1,,1.5,,
11/10/2017,UC Riverside,W 3 - 2,5,1,13,5,29,0.276,1,1,1,10,,,4,,16.0,,
11/11/2017,Cal St. Fullerton,W 3 - 0,3,1,7,2,18,0.278,,,1,,,,2,,8.0,,
11/18/2017,CSUN,W 3 - 1,4,1,4,2,17,0.118,,1,2,1,,,3,,6.5,,
