0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Date,Opponent,Result,Attend,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/24/2018,@ Wake Forest,W 3 - 0,,3,1,0,0,0,,,,2,4,1,,,,,,
08/25/2018,@ UNC Greensboro,W 3 - 0,,3,1,0,0,0,,,2,1,9,,,,,2.0,,
08/25/2018,"Air Force @ Winston-Salem, N.C.",L 2 - 3,,5,1,0,0,0,,,,2,11,2,,,,,,
08/31/2018,@ Akron,W 3 - 0,,3,1,0,0,0,,1,1,,11,1,,,,1.0,,
09/01/2018,"Stony Brook @ Akron, Ohio",W 3 - 1,,4,1,1,0,1,1.000,3,2,1,7,3,,,,3.0,,
09/01/2018,"Canisius @ Akron, Ohio",W 3 - 0,,3,1,0,0,0,,,,,9,1,,,,,,
09/08/2018,South Carolina,L 2 - 3,,5,1,0,0,0,,1,,1,11,,,,,,,
09/08/2018,Colgate,W 3 - 0,,3,1,0,0,2,,,1,,4,,,,,1.0,,
09/09/2018,Liberty,W 3 - 0,,3,1,0,0,0,,,2,,9,1,,,,2.0,,
09/14/2018,"New Hampshire @ Philadelphia, PA",W 3 - 0,,3,1,0,0,0,,,,,11,1,,,,,,
09/14/2018,@ Temple,W 3 - 0,,3,1,0,0,0,,,,1,10,,,,,,,
09/15/2018,"Princeton @ Philadelphia, PA",L 2 - 3,,5,1,0,1,2,-0.500,1,,1,16,,,,,,,
09/19/2018,Rutgers,W 3 - 0,,3,1,0,0,0,,,2,1,4,,,,,2.0,,
09/22/2018,@ Minnesota,L 0 - 3,,3,1,0,0,0,,,1,,8,,,,,1.0,,
09/26/2018,Purdue,L 1 - 3,,4,1,0,0,0,,1,,1,9,,,1,,0.5,,
09/29/2018,Ohio St.,W 3 - 2,,5,1,0,1,1,-1.000,1,3,,4,1,,,,3.0,,
10/05/2018,@ Penn St.,L 0 - 3,,3,1,0,0,0,,,1,,5,1,,,,1.0,,
10/06/2018,@ Rutgers,W 3 - 0,,3,1,0,0,0,,,,1,4,2,,,,,,
10/12/2018,Michigan St.,L 2 - 3,,2,1,0,0,0,,,,2,2,,,,,,,
10/14/2018,Michigan,L 1 - 3,,,,,,,,,,,,,,,,,,
10/19/2018,@ Purdue,L 1 - 3,,2,1,0,0,0,,,,,4,2,,,,,,
10/21/2018,@ Indiana,W 3 - 0,,,,,,,,,,,,,,,,,,
10/24/2018,@ Illinois,L 0 - 3,,,,,,,,,,,,,,,,,,
10/28/2018,Iowa,W 3 - 0,,,,,,,,,,,,,,,,,,
11/02/2018,Northwestern,W 3 - 1,,,,,,,,,,,,,,,,,,
11/04/2018,Illinois,L 0 - 3,,1,1,0,0,0,,,,,,,,,,,,
11/07/2018,@ Michigan,W 3 - 0,,,,,,,,,,,,,,,,,,
11/10/2018,@ Ohio St.,W 3 - 0,,,,,,,,,,,,,,,,,,
11/16/2018,Minnesota,L 1 - 3,,,,,,,,,,,,,,,,,,
11/17/2018,Wisconsin,L 0 - 3,,,,,,,,,,,,,,,,,,
11/23/2018,@ Iowa,W 3 - 2,,1,1,0,0,0,,,,,,,,,,,,
11/24/2018,@ Nebraska,L 0 - 3,,1,1,0,0,0,,,,,1,,,,,,,
