Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
6,"Brand, Katie",Sr,S,6-1,119,0,119,31.0,31.0,130,34,303,0.317,1341.0,21.0,37.0,325.0,1.0,6.0,75.0,10.0,194.5,10.0,
21,"Fairfield, Devan",So,DS,5-7,118,0,118,31.0,17.0,1,0,1,1.0,16.0,3.0,2.0,187.0,14.0,,,,4.0,,
18,"Vogel, Bryna",Jr,OPP,6-0,118,0,118,31.0,29.0,324,97,798,0.284,47.0,28.0,33.0,318.0,16.0,2.0,79.0,8.0,393.5,1.0,
17,"Sassin, Brooke",Sr,OH,6-0,118,0,118,31.0,30.0,364,133,1004,0.23,35.0,22.0,35.0,267.0,16.0,4.0,46.0,2.0,413.0,1.0,
1,"Kober, Kersten",Sr,L/DS,5-7,113,0,113,30.0,,1,1,3,0.0,73.0,18.0,35.0,428.0,17.0,,,,19.0,,
7,"Zumach, Kylee",So,OH,6-4,102,0,102,31.0,9.0,282,125,847,0.185,7.0,15.0,24.0,96.0,4.0,15.0,33.0,9.0,328.5,,
9,"Reininger, Katie",Sr,MB,6-1,85,0,85,25.0,24.0,186,68,410,0.28800000000000003,10.0,,,20.0,,6.0,83.0,3.0,233.5,,
12,"Flowers, Macy",So,MB,6-3,83,0,83,25.0,21.0,105,36,265,0.26,12.0,11.0,32.0,46.0,1.0,6.0,79.0,12.0,161.5,,
2,"Sandbothe, Elle",Fr,MB,6-0,58,0,58,21.0,9.0,96,50,211,0.218,3.0,,3.0,17.0,,4.0,59.0,8.0,129.5,,
10,"Batchelder, Mattie",Jr,DS,5-8,58,0,58,27.0,3.0,0,0,0,,6.0,5.0,10.0,19.0,,,,,5.0,,
3,"Schultejans, Alyssa",So,OH,6-3,47,0,47,21.0,4.0,110,51,336,0.17600000000000002,2.0,12.0,15.0,24.0,2.0,,11.0,4.0,127.5,,
16,"Gyimes, Zsofia",So,MB,6-3,44,0,44,18.0,6.0,39,12,104,0.26,10.0,6.0,11.0,11.0,,2.0,29.0,8.0,61.5,,
19,"Schick, Maureen",Fr,DS,5-7,15,0,15,9.0,2.0,0,0,0,,,,1.0,11.0,1.0,,,,,,
15,"Hooper, Cheyenne",So,OPP,6-6,5,0,5,4.0,,3,2,8,0.125,,,,1.0,,,,1.0,3.0,,
20,"Weber, Mckenzi",,,5-7,3,0,3,3.0,,0,0,0,,,,1.0,2.0,1.0,,,,,,
5,"Penning, Kylie",Sr,S,5-7,1,0,1,1.0,,0,0,0,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,8,7.0,,0,0,0,,,,2.0,,6.0,,,,,,
-,Totals,-,-,-,-,-,119,,,1641,609,4290,0.24100000000000002,1562.0,141.0,241.0,1772.0,79.0,45.0,494.0,65.0,2074.0,12.0,
-,Opponent Totals,-,-,-,-,-,119,,,1575,652,4276,6.84,1480.0,79.0,227.0,1754.0,141.0,47.0,436.0,68.0,1919.0,15.0,
