Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
6,"Kuilan, Jocelyn",So,RS,6-2,121,0,121,33.0,31.0,372,124,840,0.295,19.0,43.0,81.0,166.0,,1.0,37.0,1.0,434.5,1.0,
12,"Wonders, Marrisa",Fr,S,5-11,121,0,121,33.0,31.0,31,9,88,0.25,869.0,18.0,31.0,328.0,,,9.0,1.0,53.5,10.0,
11,"Steadman, Candace",Sr,MB,5-11,121,0,121,33.0,32.0,209,67,418,0.34,5.0,,,49.0,1.0,7.0,76.0,7.0,254.0,,
20,"Flaherty, Lindsay",Sr,MB,6-1,121,0,121,33.0,33.0,178,53,441,0.28300000000000003,17.0,20.0,25.0,80.0,1.0,6.0,98.0,9.0,253.0,3.0,
17,"Lewis, Jessica",Sr,OH,5-9,120,0,120,33.0,33.0,459,157,1183,0.255,35.0,32.0,58.0,341.0,34.0,9.0,42.0,9.0,521.0,1.0,
1,"Otero, Julymar",Jr,RS,5-11,113,0,113,32.0,2.0,21,7,57,0.24600000000000002,503.0,1.0,3.0,128.0,1.0,,6.0,5.0,25.0,28.0,
8,"Holehouse, Anna",So,L/DS,5-3,108,0,108,30.0,,0,1,14,-0.071,122.0,22.0,25.0,482.0,9.0,,,,22.0,3.0,
7,"Windell, Payton",Jr,OH,5-10,99,0,99,33.0,2.0,137,63,382,0.19399999999999998,4.0,,,43.0,,1.0,29.0,,152.5,2.0,
13,"Biver, Carola",So,OH,5-8,82,0,82,25.0,23.0,201,112,605,0.147,16.0,11.0,28.0,199.0,19.0,4.0,33.0,10.0,232.5,,
4,"Dignan, Meredith",So,L/DS,5-6,69,0,69,30.0,1.0,1,0,5,0.2,15.0,14.0,5.0,65.0,9.0,,,,15.0,2.0,
19,"Ertz, Annie",Fr,OH,6-1,61,0,61,24.0,9.0,107,53,307,0.17600000000000002,9.0,30.0,16.0,100.0,18.0,,19.0,,146.5,1.0,
10,"Bates, Sydney",Fr,L/DS,5-4,22,0,22,12.0,,0,0,0,,1.0,2.0,3.0,,,,,,2.0,,
3,"Sher, Nur",So,S,5-8,13,0,13,9.0,,0,0,0,,23.0,1.0,1.0,11.0,,,,,1.0,5.0,
2,"Pope, Anabella",Fr,OH,5-11,12,0,12,10.0,,6,5,21,0.048,2.0,2.0,3.0,8.0,2.0,,3.0,,9.5,,
5,"Russell, Emily",Fr,MB,6-0,12,0,12,8.0,,11,3,22,0.364,3.0,,,5.0,,1.0,3.0,,13.5,,
14,"Rigterink, Annika",Jr,MB,6-2,11,0,11,8.0,,9,1,18,0.444,1.0,,,2.0,,1.0,2.0,,11.0,,
18,"Chervenak, Catie",Fr,L/DS,5-2,3,0,3,2.0,,0,0,0,,,,,,,,,,,,
15,"Svoboda, Mallory",Fr,S,5-10,2,0,2,1.0,,1,0,1,1.0,6.0,,1.0,4.0,,,,,1.0,,
21,"Young, Jenni",Fr,OH,6-2,2,0,2,1.0,,1,0,6,0.16699999999999998,,,1.0,2.0,,,,,1.0,,
9,"Amelio, Gabby",Fr,S,5-10,1,0,1,1.0,,0,0,0,,2.0,,,1.0,,,,,,,
16,"Holmes, Callan",Fr,OH,6-0,1,0,1,1.0,,3,0,8,0.375,,,,,,,,,3.0,,
-,TEAM,-,-,-,-,-,15,12.0,,0,0,0,,,,,,16.0,,,,,,
-,Totals,-,-,-,-,-,122,,,1747,655,4416,0.247,1652.0,196.0,281.0,2014.0,110.0,30.0,357.0,42.0,2151.5,56.0,
-,Opponent Totals,-,-,-,-,-,122,,,1267,633,4228,4.328,1163.0,110.0,180.0,1691.0,195.0,63.0,414.0,54.0,1647.0,67.0,
