Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
11,"Jenkins, Autumn",Sr,OH,5-10,123,0,123,32.0,31.0,338,130,1156,0.18,17.0,32.0,57.0,382.0,35.0,6.0,39.0,1.0,395.5,,
16,"Swann, Alexa",Sr,MB,6-2,123,0,123,32.0,32.0,277,72,656,0.312,6.0,8.0,21.0,69.0,1.0,32.0,100.0,10.0,367.0,4.0,
1,"Holllingsworth, Taylor",Sr,L/DS,5-5,123,0,123,32.0,,3,0,7,0.429,67.0,24.0,14.0,557.0,33.0,,,,27.0,,
19,"Bellinger, Maria",Fr,OH,6-1,122,0,122,32.0,29.0,338,156,1079,0.16899999999999998,6.0,18.0,28.0,181.0,31.0,5.0,41.0,5.0,381.5,1.0,
15,"Robinson, Daria",Jr,MH,6-0,119,0,119,32.0,31.0,191,99,465,0.198,4.0,3.0,13.0,32.0,1.0,19.0,82.0,9.0,254.0,,
5,"Rasmussen, Kori",Fr,OH,5-9,101,0,101,27.0,3.0,4,3,24,0.042,12.0,10.0,18.0,185.0,16.0,,,1.0,14.0,1.0,
8,"Perkins, Corey",So,OH,5-9,96,0,96,28.0,18.0,70,47,214,0.107,10.0,11.0,19.0,159.0,13.0,1.0,1.0,,82.5,,
14,"Layne, Erin",Sr,S,5-11,86,0,86,28.0,13.0,19,11,90,0.08900000000000001,583.0,16.0,20.0,156.0,,,22.0,1.0,46.0,14.0,
2,"Anderson, Julia",Sr,S,5-8,71,0,71,22.0,15.0,21,1,63,0.317,534.0,15.0,15.0,107.0,,,23.0,,47.5,38.0,
7,"Talley, Lauren",Sr,OH,5-10,71,0,71,26.0,9.0,117,49,426,0.16,5.0,5.0,8.0,63.0,1.0,2.0,17.0,4.0,132.5,1.0,
20,"Pearlman, Bailey",Fr,RS,6-1,58,0,58,21.0,3.0,77,46,258,0.12,,6.0,11.0,29.0,,2.0,30.0,2.0,100.0,,
13,"Tobey, Liz",Fr,OH,6-1,43,0,43,16.0,6.0,10,9,40,0.025,123.0,1.0,10.0,13.0,,,17.0,1.0,19.5,16.0,
12,"Luckett, Raven",So,OH,5-9,23,0,23,12.0,2.0,16,9,61,0.115,,,,5.0,,,8.0,2.0,20.0,2.0,
10,"Hayes, Julia",Fr,MH,6-1,7,0,7,3.0,,3,2,8,0.125,,,,,,1.0,8.0,,8.0,,
3,"Robertson, Brooke",So,OH,6-1,2,0,2,2.0,,3,3,13,0.0,,,,,1.0,,,2.0,3.0,,
6,"Lewis, Gina",Fr,DS,5-8,2,0,2,2.0,,0,1,2,-0.5,,,,,,,,,,,
-,TEAM,-,-,-,-,-,31,21.0,,0,0,0,,,,,,31.0,,,,,,
-,Totals,-,-,-,-,-,123,,,1487,638,4562,0.18600000000000003,1367.0,149.0,234.0,1938.0,163.0,68.0,388.0,38.0,1898.0,77.0,
-,Opponent Totals,-,-,-,-,-,123,,,1602,699,4554,6.397,1512.0,163.0,207.0,2141.0,149.0,48.0,390.0,49.0,2008.0,50.0,
