Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
8,"Scott, Ebony",Sr,OH,5-11,123,0,123,33.0,17.0,276,130,718,0.203,2.0,,,64.0,,3.0,67.0,15.0,312.5,2.0,
16,"Terry, Kam",So,OH,5-11,122,0,122,32.0,26.0,378,157,1187,0.18600000000000003,16.0,18.0,18.0,230.0,23.0,2.0,48.0,12.0,422.0,3.0,
14,"Klein, Michelle",Jr,MB,6-2,117,0,117,31.0,30.0,213,65,547,0.271,4.0,16.0,25.0,60.0,1.0,16.0,93.0,8.0,291.5,,
13,"Jaudon, Maddie",So,DS,5-6,115,0,115,30.0,,2,1,7,0.14300000000000002,92.0,20.0,11.0,489.0,28.0,,,,22.0,,
1,"Curry, Sydel",Jr,S,5-9,113,0,113,31.0,31.0,102,24,264,0.295,1170.0,13.0,33.0,285.0,,1.0,48.0,10.0,140.0,37.0,
12,"Agae, Kayla",Sr,OH,5-9,112,0,112,29.0,16.0,169,78,540,0.16899999999999998,27.0,39.0,28.0,320.0,25.0,,16.0,5.0,216.0,2.0,
2,"Maner, Morgan",Sr,DS,5-7,110,0,110,32.0,15.0,2,2,12,0.0,42.0,10.0,40.0,174.0,24.0,,,,12.0,2.0,
9,"Busa, Sydney",Jr,OH,6-1,108,0,108,30.0,22.0,305,143,881,0.184,31.0,7.0,29.0,293.0,19.0,2.0,41.0,13.0,334.5,,
11,"Karle, Ally",Sr,MB,6-1,93,0,93,26.0,26.0,148,60,388,0.22699999999999998,6.0,,,12.0,2.0,23.0,97.0,8.0,219.5,1.0,
6,"Kelly, Erin",So,DS,5-11,68,0,68,27.0,2.0,0,0,4,0.0,17.0,12.0,15.0,50.0,4.0,,,,12.0,2.0,
15,"Coil, Elizabeth",,MB,6-2,38,0,38,17.0,6.0,23,11,65,0.185,2.0,,,5.0,,3.0,34.0,9.0,43.0,3.0,
4,"Wood, Rox",Fr,S,6-0,19,0,19,8.0,2.0,13,1,32,0.375,136.0,1.0,2.0,35.0,1.0,1.0,5.0,1.0,17.5,5.0,
5,"Pavlick, Alexa",So,MB,5-9,18,0,18,9.0,4.0,8,9,31,-0.032,2.0,,3.0,5.0,,2.0,12.0,,16.0,,
3,"Thomas, Nori",,RS,6-1,15,0,15,11.0,1.0,23,13,51,0.196,,1.0,,4.0,,,8.0,,28.0,,
7,"Taylor, Mackenzie",,OH,5-11,9,0,9,7.0,,10,8,25,0.08,,,,4.0,,,1.0,,10.5,,
-,TEAM,-,-,-,-,-,15,12.0,,0,0,0,,,,,,16.0,,,,,,
-,Totals,-,-,-,-,-,128,,,1672,702,4752,0.204,1547.0,137.0,204.0,2030.0,143.0,53.0,470.0,81.0,2097.0,57.0,
-,Opponent Totals,-,-,-,-,-,128,,,1554,731,4677,5.648,1453.0,143.0,202.0,2096.0,137.0,54.0,323.0,47.0,1912.5,45.0,
