Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
13,"Parker, Alexsa",Fr,S,5-8,117,0,117,31.0,,1,4,8,-0.375,548.0,33.0,35.0,128.0,1.0,,,2.0,34.0,12.0,
20,"Thomas, Sasha-Lee",Jr,MH,6-1,117,0,117,31.0,31.0,316,128,706,0.266,4.0,,,21.0,,12.0,80.0,12.0,368.0,2.0,
4,"Sierra, Ariadnne",Jr,L/DS,5-2,117,0,117,31.0,1.0,1,4,9,-0.33299999999999996,105.0,43.0,45.0,548.0,28.0,,,,44.0,,
1,"Ainsworth, Briana",So,S,5-8,117,0,117,31.0,31.0,20,4,43,0.37200000000000005,827.0,22.0,31.0,244.0,2.0,,1.0,,42.5,22.0,
6,"Battle, Tatyana",So,OH,6-0,116,0,116,31.0,31.0,389,176,1064,0.2,11.0,32.0,39.0,258.0,18.0,11.0,25.0,1.0,444.5,2.0,
3,"Abalos, Jordan",Jr,OH,5-11,115,0,115,31.0,30.0,426,221,1150,0.17800000000000002,20.0,30.0,39.0,334.0,35.0,5.0,33.0,13.0,477.5,,
14,"Tohm, Kassandra",Jr,OH,6-1,110,0,110,30.0,24.0,263,114,610,0.244,4.0,10.0,34.0,56.0,,4.0,72.0,11.0,313.0,3.0,
8,"Neal, Kaylee",Jr,L/DS,5-0,99,0,99,31.0,,0,0,3,0.0,7.0,6.0,6.0,91.0,7.0,,,1.0,6.0,,
5,"Lowe, Brigette",Fr,OH,6-2,96,0,96,30.0,24.0,94,58,295,0.122,2.0,,,31.0,,4.0,38.0,4.0,117.0,,
12,"Hart, Megan",Fr,MB,6-5,94,0,94,29.0,7.0,84,22,190,0.326,2.0,1.0,10.0,31.0,,4.0,78.0,15.0,128.0,2.0,
15,"Combs, Hannah",Fr,MH,6-3,46,0,46,18.0,4.0,40,11,100,0.29,1.0,,2.0,10.0,,3.0,18.0,8.0,52.0,,
24,"May, Lexi",Fr,MH,6-5,20,0,20,10.0,1.0,19,2,48,0.354,,1.0,,3.0,,1.0,13.0,3.0,27.5,,
21,"Banko, Kyra",Fr,OH,5-11,13,0,13,6.0,2.0,15,5,38,0.263,1.0,,2.0,13.0,1.0,,2.0,2.0,16.0,,
10,"Mattie, Megan",Fr,OH,6-0,4,0,4,4.0,,1,2,5,-0.2,,,,,1.0,,1.0,,1.5,,
2,"Acosta, Analyssa",Fr,DS,5-5,4,0,4,4.0,,0,0,1,0.0,1.0,,1.0,1.0,1.0,,,,,,
9,"Bustillos, Briana",Fr,DS,5-6,1,0,1,1.0,,0,0,0,,,,,1.0,,,,,,,
-,TEAM,-,-,-,-,-,10,9.0,,0,0,0,,,,,,6.0,,,,,,
-,Totals,-,-,-,-,-,117,,,1669,751,4270,0.215,1533.0,178.0,244.0,1770.0,100.0,44.0,361.0,72.0,2071.5,43.0,
-,Opponent Totals,-,-,-,-,-,117,,,1203,611,3845,4.635,1088.0,101.0,183.0,1562.0,178.0,52.0,498.0,56.0,1605.0,33.0,
