Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
7,"Masoe, Caitlynn",Sr,S,5-9,90,0,90,27.0,27.0,178,123,590,0.09300000000000001,213.0,36.0,23.0,160.0,33.0,,24.0,4.0,226.0,17.0,
4,"Washington, Alexis",Sr,L,5-4,90,0,90,27.0,,0,5,11,-0.455,25.0,17.0,22.0,316.0,27.0,,,,17.0,1.0,
2,"Quint, Alee",Jr,S,5-5,90,0,90,27.0,27.0,7,8,23,-0.043,473.0,18.0,21.0,109.0,,,1.0,,25.5,16.0,
15,"Ingram, Dominique",Fr,OH,6-0,90,0,90,27.0,25.0,175,85,474,0.19,6.0,1.0,5.0,10.0,4.0,14.0,53.0,9.0,216.5,,
3,"Nathaniel, Gabrielle",Sr,MH,5-9,85,0,85,27.0,26.0,109,104,475,0.011000000000000001,7.0,14.0,29.0,139.0,35.0,3.0,20.0,4.0,136.0,,
5,"Dilworth, Justice",Sr,OH,5-9,79,0,79,25.0,25.0,124,83,424,0.09699999999999999,6.0,18.0,27.0,120.0,23.0,1.0,13.0,1.0,149.5,3.0,
8,"Colbert, Charlinda",So,MH,5-11,74,0,74,27.0,20.0,72,55,221,0.077,1.0,,3.0,7.0,,5.0,33.0,7.0,93.5,,
6,"Monroe, Alaina",So,OH,5-8,70,0,70,25.0,4.0,40,41,194,-0.005,5.0,10.0,30.0,73.0,14.0,2.0,4.0,,54.0,4.0,
10,"Gallon, Ayree",So,OH,5-11,53,0,53,25.0,,20,19,93,0.011000000000000001,3.0,7.0,3.0,9.0,5.0,,5.0,1.0,29.5,1.0,
12,"Jones, Jademone",Sr,OH,5-9,45,0,45,24.0,1.0,34,28,150,0.04,1.0,,5.0,16.0,4.0,1.0,13.0,3.0,41.5,2.0,
9,"Ofodile, Chinenye",So,OH,5-9,40,0,40,25.0,3.0,26,34,135,-0.059000000000000004,1.0,,2.0,12.0,5.0,1.0,14.0,2.0,34.0,,
15,"Harris, Elexius",Jr,OH,5-9,38,0,38,16.0,,2,6,18,-0.222,1.0,,2.0,40.0,15.0,,1.0,,2.5,,
14,"Lipscomb, Autumn",Jr,MB,6-0,19,0,19,15.0,4.0,11,7,38,0.105,3.0,,,2.0,,2.0,5.0,3.0,15.5,1.0,
11,"Hunter, Omara",Jr,DS,5-2,18,0,18,11.0,,0,0,0,,,1.0,4.0,2.0,1.0,,,,1.0,2.0,
-,TEAM,-,-,-,-,-,26,18.0,,0,0,0,,,,,,22.0,,,,,,
-,Totals,-,-,-,-,-,90,,,798,598,2846,0.07,745.0,122.0,176.0,1015.0,188.0,29.0,186.0,34.0,1042.0,47.0,
-,Opponent Totals,-,-,-,-,-,90,,,1112,429,2692,7.106,1016.0,188.0,191.0,1238.0,122.0,53.0,307.0,43.0,1506.5,25.0,
