Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
6,"Schumacher, Brooke",So,DS,5-4,108,0,108,31.0,,3,1,12,0.16699999999999998,51.0,16.0,23.0,354.0,13.0,,,,19.0,6.0,
11,"Hansen, Sedona",Fr,S,5-8,101,0,101,29.0,29.0,47,10,143,0.259,1129.0,11.0,61.0,298.0,1.0,1.0,39.0,15.0,78.5,8.0,
7,"Treiber, Erica",So,MH,6-1,101,0,101,30.0,28.0,261,73,540,0.348,7.0,21.0,38.0,63.0,,10.0,97.0,12.0,340.5,1.0,
9,"Hembry, Raina",Sr,MB,6-3,101,0,101,31.0,29.0,217,88,526,0.245,7.0,1.0,1.0,36.0,1.0,8.0,87.0,10.0,269.5,,
21,"Vallez, Britney",Jr,DS,5-8,96,0,96,29.0,14.0,0,0,2,0.0,11.0,6.0,2.0,116.0,15.0,,,,6.0,,
2,"Andreno, Alyssa",Fr,MH,6-2,92,0,92,30.0,18.0,151,51,377,0.265,1.0,,2.0,30.0,,3.0,66.0,9.0,187.0,,
15,"Holmes, Bri",Sr,OH,5-10,91,0,91,29.0,26.0,269,115,710,0.217,5.0,6.0,13.0,78.0,13.0,4.0,21.0,2.0,289.5,,
17,"Grubbs, Tessa",Fr,MH,6-3,89,0,89,26.0,8.0,320,114,749,0.275,1.0,14.0,44.0,73.0,12.0,9.0,37.0,5.0,361.5,1.0,
16,"Coco, Claudia",Jr,DS,5-4,69,0,69,26.0,5.0,0,1,3,-0.33299999999999996,14.0,5.0,11.0,54.0,7.0,,,,5.0,,
13,"Jimenez, Kanisha",Jr,RS,6-1,67,0,67,24.0,10.0,67,41,228,0.114,17.0,15.0,36.0,112.0,21.0,,20.0,1.0,92.0,,
8,"Villano, Bridgette",Sr,DS,5-8,63,0,63,19.0,,2,3,10,-0.1,47.0,15.0,20.0,203.0,11.0,,,,17.0,2.0,
14,"Turner, Kendra",Jr,OH,6-1,58,0,58,25.0,7.0,124,42,321,0.255,4.0,7.0,12.0,51.0,9.0,3.0,27.0,3.0,147.5,,
22,"Bawcombe, Kelsey",Jr,OH,6-1,50,0,50,19.0,2.0,5,7,29,-0.069,2.0,15.0,26.0,46.0,5.0,,1.0,,20.5,,
18,"Cooler, Mackenzie",Jr,S,6-1,20,0,20,10.0,2.0,9,2,23,0.304,96.0,2.0,4.0,17.0,,,4.0,,13.0,3.0,
1,"Buss, Stephanie",Jr,MB,6-1,19,0,19,11.0,3.0,22,8,53,0.264,,,1.0,4.0,,2.0,10.0,1.0,29.0,,
4,"Phillips, Asha",Fr,DS,5-5,17,0,17,9.0,2.0,0,0,0,,2.0,1.0,2.0,11.0,1.0,,,,1.0,,
3,"Reed, Nora",Sr,MB,6-0,9,0,9,5.0,3.0,8,0,20,0.4,1.0,,,,,,6.0,,11.0,,
12,"Mueller, Courtney",So,S,5-10,4,0,4,3.0,,0,0,2,0.0,12.0,,,1.0,,,,,,,
10,"Jeter, Breana",Fr,OH,6-1,2,0,2,2.0,,3,2,9,0.111,,,,1.0,,,1.0,,3.5,,
-,TEAM,-,-,-,-,-,10,9.0,,0,0,0,,,,,,12.0,,,,,,
-,Totals,-,-,-,-,-,109,,,1508,558,3757,0.253,1407.0,135.0,296.0,1548.0,121.0,40.0,416.0,58.0,1891.0,21.0,
-,Opponent Totals,-,-,-,-,-,109,,,1346,613,3777,5.933,1255.0,121.0,206.0,1430.0,134.0,60.0,412.0,49.0,1733.0,22.0,
