Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
11,"McKibben, Kiara",Sr,S,5-10,121,0,121,30.0,26.0,15,4,33,0.33299999999999996,703.0,15.0,19.0,225.0,,,4.0,1.0,32.0,6.0,
10,"Simpson, Cierra",Sr,L/DS,6-0,121,0,121,30.0,,2,1,17,0.059000000000000004,111.0,15.0,42.0,444.0,23.0,,,,17.0,1.0,
14,"Abu, Naghede",So,MB,6-4,121,0,121,30.0,30.0,205,55,465,0.32299999999999995,,,,13.0,1.0,15.0,138.0,17.0,289.0,,
7,"Smith, Alexa",So,OH,6-1,120,0,120,30.0,30.0,380,151,1075,0.213,15.0,21.0,32.0,313.0,28.0,3.0,51.0,9.0,429.5,,
4,"Pfefferle, Anna",Jr,MB,6-2,117,0,117,30.0,27.0,103,27,289,0.263,8.0,11.0,12.0,64.0,3.0,9.0,94.0,11.0,170.0,2.0,
2,"Shadley, Stephanie",Jr,OH,6-0,116,0,116,30.0,30.0,258,138,901,0.133,12.0,19.0,17.0,276.0,34.0,2.0,38.0,12.0,298.0,,
22,"Hayes, Joslyn",Sr,OH,6-3,108,0,108,27.0,11.0,214,74,572,0.245,8.0,,,48.0,1.0,2.0,93.0,9.0,262.5,1.0,
13,"Simpson, Gabby",Jr,S,6-3,87,0,87,22.0,22.0,215,97,548,0.215,477.0,10.0,29.0,203.0,2.0,3.0,53.0,2.0,254.5,11.0,7.0
3,"Carta-Samuels, Gabby",So,L/DS,5-6,58,0,58,20.0,,1,0,2,0.5,2.0,6.0,6.0,21.0,2.0,,,,7.0,,
8,"Cuff, Katelyn",Sr,MB,6-2,50,0,50,16.0,3.0,82,12,146,0.479,3.0,2.0,7.0,15.0,,,26.0,4.0,97.0,,
5,"Spann, Justine",Fr,OH,5-8,43,0,43,17.0,,57,33,175,0.13699999999999998,5.0,4.0,5.0,54.0,4.0,1.0,10.0,1.0,67.0,,
9,"Zimmerman, Marie",Jr,S,6-0,37,0,37,12.0,1.0,0,1,3,-0.33299999999999996,105.0,2.0,8.0,38.0,,,,,2.0,3.0,
6,"Joachim, Taylor",Fr,OPP,6-4,11,0,11,6.0,,5,1,18,0.222,,,,2.0,,,2.0,1.0,6.0,,
12,"Whipple, Rachel",Fr,L/DS,5-7,8,0,8,5.0,,0,0,0,,,,2.0,5.0,,,,,,,
16,"Klemmer, Lillie",Fr,MB,5-11,7,0,7,4.0,,3,0,5,0.6,,,,,,,7.0,,6.5,,
-,TEAM,-,-,-,-,-,24,12.0,,0,0,0,,,,,,15.0,,,,,,
-,Totals,-,-,-,-,-,121,,,1540,594,4249,0.223,1449.0,105.0,179.0,1721.0,113.0,35.0,516.0,67.0,1938.0,24.0,
-,Opponent Totals,-,-,-,-,-,121,,,1638,690,4381,6.331,1537.0,113.0,196.0,1792.0,105.0,62.0,499.0,63.0,2062.5,26.0,
