Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
9,"Kerr, Maddy",Sr,L,5-7,109,0,109,30.0,,0,0,2,0.0,91.0,3.0,8.0,424.0,26.0,,,,3.0,4.0,
2,"Alftin, Christine",Jr,OH,6-1,109,0,109,30.0,29.0,320,161,973,0.163,22.0,17.0,22.0,233.0,30.0,3.0,24.0,5.0,352.0,,
15,"Gaffney, Jessica",Jr,OH,6-1,104,0,104,30.0,13.0,13,4,55,0.16399999999999998,13.0,15.0,31.0,194.0,22.0,,2.0,,29.0,1.0,
20,"Huizenga, Bailee",Fr,OH,6-1,102,0,102,30.0,30.0,250,116,645,0.20800000000000002,1.0,,,43.0,,4.0,39.0,2.0,273.5,,
11,"Jordan, Jenelle",Sr,MB,6-2,97,0,97,27.0,27.0,217,77,493,0.284,2.0,7.0,12.0,32.0,,34.0,59.0,9.0,287.5,1.0,
10,"Jensen, Alyssa",Sr,S,5-11,96,0,96,26.0,26.0,48,18,125,0.24,983.0,15.0,20.0,219.0,1.0,2.0,24.0,3.0,77.0,19.0,
4,"Haynes, Maddie",Fr,OH,6-4,92,0,92,30.0,13.0,208,115,634,0.147,5.0,,1.0,25.0,,5.0,23.0,3.0,224.5,,
8,"Castillo, Belen",So,MB,6-3,89,0,89,29.0,24.0,161,66,388,0.245,4.0,3.0,6.0,24.0,,13.0,48.0,9.0,201.0,,
3,"Blackwell, Sabrina",Sr,DS,5-7,69,0,69,26.0,,1,0,6,0.16699999999999998,12.0,6.0,19.0,106.0,7.0,,,,7.0,1.0,
22,"Kirtley, Amanda",So,DS,5-8,62,0,62,22.0,,1,0,1,1.0,5.0,8.0,10.0,114.0,14.0,,,,9.0,2.0,
6,"Smith-Gooden, Ashten",So,OH,6-2,42,0,42,16.0,4.0,112,50,278,0.223,,,,13.0,,,9.0,6.0,116.5,,
21,"Albrecht, Mackenzie",So,S,6-1,32,0,32,12.0,4.0,2,4,13,-0.154,215.0,1.0,10.0,66.0,,1.0,4.0,2.0,6.0,8.0,
7,"Petiprin, Caihla",Jr,MB,6-1,30,0,30,14.0,4.0,17,8,62,0.145,,,5.0,5.0,1.0,2.0,15.0,,26.5,,
24,"Annevelink, Carmen",So,OH,6-2,26,0,26,17.0,1.0,27,27,118,0.0,,,,9.0,,1.0,1.0,,28.5,,
16,"Rennie, Savannah",Fr,OH,6-2,22,0,22,12.0,5.0,39,31,97,0.08199999999999999,2.0,1.0,4.0,2.0,,3.0,7.0,2.0,46.5,,
12,"deGuzman, Gaby",Jr,DS,5-5,19,0,19,11.0,,0,1,1,-1.0,2.0,,2.0,13.0,2.0,,,,,,
18,"Dempi, Antzela",Jr,OH,6-2,6,0,6,3.0,,8,8,26,0.0,,,1.0,2.0,,1.0,3.0,,10.5,,
-,TEAM,-,-,-,-,-,23,14.0,,0,0,0,,,,4.0,,20.0,,,,,,
-,Totals,-,-,-,-,-,109,,,1424,686,3917,0.188,1357.0,76.0,155.0,1524.0,123.0,69.0,258.0,41.0,1698.0,36.0,
-,Opponent Totals,-,-,-,-,-,109,,,1515,528,3806,7.997999999999999,1424.0,123.0,204.0,1487.0,76.0,62.0,446.0,62.0,1923.0,18.0,
