Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
10,"Lux, AJ",So,OH,5-10,107,0,107,30.0,16.0,310,83,684,0.332,5.0,3.0,,48.0,1.0,7.0,57.0,12.0,348.5,1.0,
15,"Milhorn, Rylee",Jr,OH,5-10,107,0,107,30.0,30.0,325,127,914,0.217,12.0,17.0,49.0,314.0,25.0,,37.0,9.0,360.5,,
4,"Allmon, Briana",Sr,OH,6-0,107,0,107,30.0,30.0,420,153,1127,0.237,7.0,22.0,29.0,240.0,12.0,3.0,44.0,6.0,467.0,2.0,
1,"Aguilar, Hailey",So,L/DS,5-5,106,0,106,30.0,,0,0,10,0.0,84.0,21.0,11.0,455.0,26.0,,1.0,,21.5,5.0,
5,"Massey, Kaela",Fr,MB,6-1,106,0,106,30.0,30.0,172,56,440,0.264,17.0,26.0,30.0,52.0,,15.0,115.0,15.0,270.5,2.0,
12,"Kvarta, Alyssa",So,S,5-8,89,0,89,29.0,7.0,16,6,49,0.204,639.0,15.0,15.0,191.0,1.0,,13.0,5.0,37.5,12.0,
2,"Favre, Kristen",Sr,S,5-8,81,0,81,26.0,23.0,31,8,69,0.33299999999999996,603.0,25.0,32.0,138.0,1.0,1.0,10.0,7.0,62.0,15.0,
7,"McPartland, Mariah",So,MB,6-2,79,0,79,24.0,20.0,123,63,366,0.16399999999999998,6.0,,,26.0,2.0,8.0,47.0,5.0,154.5,1.0,
9,"Tutton, Braedyn",So,MB,6-0,75,0,75,25.0,20.0,94,49,232,0.19399999999999998,7.0,,2.0,11.0,1.0,6.0,52.0,18.0,126.0,,
8,"Rice, Renzey",Sr,L/DS,5-9,74,0,74,29.0,,0,0,2,0.0,13.0,10.0,20.0,113.0,7.0,,,,10.0,,
6,"Mudd, Madison",Fr,DS,5-7,51,0,51,23.0,,2,0,2,1.0,3.0,2.0,12.0,69.0,6.0,,,,4.0,,
14,"Humes, Allison",Sr,RS,6-0,29,0,29,15.0,4.0,13,7,39,0.154,3.0,,,3.0,,1.0,8.0,2.0,18.0,,
11,"Lechin, Aya",Fr,DS,5-6,13,0,13,13.0,,0,0,0,,2.0,1.0,3.0,10.0,,,,,1.0,,
-,TEAM,-,-,-,-,-,16,10.0,,0,0,0,,,,,,13.0,,,,,,
-,Totals,-,-,-,-,-,107,,,1506,552,3934,0.243,1401.0,142.0,203.0,1670.0,95.0,41.0,384.0,79.0,1881.0,38.0,
-,Opponent Totals,-,-,-,-,-,107,,,1272,600,3802,5.151,1205.0,95.0,164.0,1614.0,142.0,57.0,282.0,49.0,1565.0,56.0,
