Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
21,"Filley, Alexa",Jr,S,5-8,123,0,123,31.0,31.0,153,53,448,0.223,1227.0,14.0,32.0,367.0,1.0,4.0,58.0,10.0,200.0,10.0,3.0
10,"Jones, Gwyn",Fr,MB,6-3,123,0,123,31.0,25.0,321,117,771,0.265,1.0,,2.0,21.0,,,59.0,7.0,350.5,1.0,
3,"Earl, Jesse",Jr,L/DS,5-8,123,0,123,31.0,,5,4,19,0.053,188.0,46.0,55.0,612.0,30.0,,,,51.0,3.0,
1,"Stewart, Kelly",Jr,L/DS,5-6,118,0,118,30.0,25.0,0,3,9,-0.33299999999999996,27.0,29.0,64.0,240.0,25.0,,,,29.0,2.0,
11,"Barksdale, Breanna",Sr,MB,6-1,115,0,115,31.0,30.0,267,107,622,0.257,12.0,16.0,48.0,48.0,,14.0,83.0,22.0,338.5,4.0,
8,"McIlroy, Brenna",So,OH,5-11,112,0,112,29.0,27.0,351,166,1113,0.166,23.0,36.0,72.0,257.0,12.0,13.0,17.0,6.0,408.5,1.0,
16,"Pember, Tate",Jr,L/DS,5-5,103,0,103,30.0,1.0,0,2,4,-0.5,23.0,11.0,28.0,115.0,13.0,,,,11.0,,
12,"Miller, Abigail",So,L/DS,5-2,100,0,100,31.0,5.0,1,1,4,0.0,22.0,12.0,22.0,95.0,17.0,,,1.0,13.0,,
7,"Crable, Courtney",Jr,OH,6-1,89,0,89,27.0,5.0,177,96,587,0.138,3.0,,,37.0,,4.0,6.0,9.0,184.0,,
33,"Reece, Macy",Jr,MB,6-2,84,0,84,22.0,20.0,146,43,372,0.27699999999999997,2.0,,,18.0,1.0,13.0,43.0,9.0,180.5,1.0,
13,"Bidzane, Enija",Fr,OH,5-9,55,0,55,22.0,6.0,103,55,325,0.14800000000000002,3.0,7.0,9.0,46.0,7.0,3.0,12.0,2.0,119.0,1.0,
5,"Klitzke, Emily",Sr,MB,6-2,36,0,36,10.0,9.0,95,31,209,0.306,,,1.0,6.0,1.0,8.0,15.0,3.0,110.5,,
32,"Campbell, Stephanie",Sr,MB,6-2,15,0,15,7.0,1.0,18,8,63,0.159,1.0,1.0,1.0,8.0,,1.0,6.0,4.0,23.0,1.0,
4,"Tankesley, Brienna",Fr,L/DS,5-4,10,0,10,7.0,,1,0,1,1.0,1.0,1.0,1.0,5.0,1.0,,,,2.0,,
19,"Silva, Leticia",Sr,OH,6-0,7,0,7,5.0,1.0,7,12,35,-0.14300000000000002,,,,2.0,,,1.0,2.0,7.5,,
6,"Hammill, Taylor",Fr,S,5-11,1,0,1,1.0,,0,0,1,0.0,7.0,,1.0,1.0,,,,,,1.0,
-,TEAM,-,-,-,-,-,11,10.0,,0,0,0,,,,,,13.0,,,,,,
-,Totals,-,-,-,-,-,123,,,1645,698,4583,0.207,1540.0,173.0,336.0,1878.0,121.0,60.0,300.0,75.0,2028.0,25.0,
-,Opponent Totals,-,-,-,-,-,123,,,1514,614,4219,6.5920000000000005,1409.0,121.0,239.0,1925.0,173.0,59.0,405.0,85.0,1896.5,30.0,
