Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
1,"Wieser, Kristy",Sr,MB,6-2,118,0,118,32.0,32.0,323,110,751,0.284,2.0,5.0,13.0,68.0,1.0,10.0,61.0,3.0,368.5,1.0,
11,"Elpers, Miranda",So,OH,5-9,118,0,118,32.0,32.0,294,132,953,0.17,15.0,19.0,37.0,325.0,45.0,4.0,27.0,5.0,330.5,,
9,"Davenport, Allie",Sr,OH,5-11,105,0,105,31.0,26.0,257,121,844,0.161,13.0,33.0,25.0,290.0,30.0,8.0,18.0,8.0,307.0,,
3,"Szczepanski, Dani",Fr,MB,6-0,103,0,103,32.0,28.0,179,51,439,0.292,7.0,33.0,30.0,72.0,1.0,15.0,79.0,10.0,266.5,,
8,"Plumlee, Emily",So,MB,6-1,103,0,103,29.0,28.0,124,62,354,0.175,3.0,,,25.0,2.0,14.0,79.0,3.0,177.5,1.0,
2,"Greenspoon, Lauren",Jr,S,5-9,99,0,99,29.0,22.0,15,10,59,0.085,693.0,24.0,16.0,198.0,,,12.0,4.0,45.0,11.0,
15,"Petkosh, Rachel",So,L/DS,5-6,95,0,95,26.0,,1,1,8,0.0,79.0,14.0,16.0,425.0,19.0,,,,15.0,,
16,"Bergren, Madison",Jr,S,5-8,90,0,90,25.0,10.0,16,10,50,0.12,516.0,20.0,30.0,170.0,1.0,,7.0,6.0,39.5,15.0,
10,"Murray, Eden",So,RS,6-0,81,0,81,25.0,2.0,117,49,309,0.22,,,,28.0,1.0,4.0,36.0,2.0,139.0,,
18,"Anderson, Brianna",Fr,RS,6-0,57,0,57,21.0,9.0,103,58,341,0.132,1.0,1.0,10.0,55.0,7.0,2.0,18.0,2.0,115.0,,
4,"Clemons, Bailey",Fr,L/DS,5-5,50,0,50,19.0,2.0,1,0,3,0.33299999999999996,14.0,4.0,4.0,75.0,9.0,,,,5.0,1.0,
12,"Altman, Kasey",Jr,L/DS,5-4,26,0,26,14.0,1.0,0,0,1,0.0,6.0,4.0,8.0,40.0,4.0,,,,4.0,,
14,"Farrell, Lindsey",So,L/DS,5-5,23,0,23,8.0,,2,0,3,0.667,11.0,2.0,6.0,76.0,6.0,,,,4.0,1.0,
13,"Gauthreaux, Mikaela",Fr,OH,6-1,8,0,8,6.0,,7,3,35,0.114,,,,5.0,,,1.0,,7.5,,
-,TEAM,-,-,-,-,-,24,16.0,,0,0,0,,,,,,19.0,,,,,,
-,Totals,-,-,-,-,-,118,,,1439,607,4150,0.2,1360.0,159.0,195.0,1852.0,145.0,57.0,338.0,43.0,1824.0,30.0,
-,Opponent Totals,-,-,-,-,-,118,,,1464,669,4231,5.896,1345.0,145.0,209.0,1834.0,159.0,46.0,365.0,55.0,1837.5,45.0,
