Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
10,"McGuire, Regan",Sr,MB,6-2,108,0,108,28.0,25.0,205,61,500,0.28800000000000003,4.0,9.0,22.0,24.0,,5.0,99.0,23.0,268.5,,
19,"Gower, Natalie",Sr,MB,6-4,108,0,108,28.0,15.0,210,25,515,0.359,3.0,,,23.0,,15.0,124.0,9.0,287.0,1.0,
11,"Konstantinidou, Lamprini",Jr,S,6-1,108,0,108,28.0,11.0,0,5,11,-0.455,566.0,19.0,33.0,184.0,,,1.0,1.0,19.5,22.0,
8,"Smith, Kaylee",Jr,S,5-11,107,0,107,28.0,17.0,10,3,21,0.33299999999999996,550.0,33.0,37.0,127.0,,,,3.0,43.0,12.0,
1,"Bergeson, Jillian",Sr,OH,6-2,106,0,106,28.0,20.0,147,62,543,0.157,23.0,20.0,29.0,417.0,13.0,2.0,23.0,4.0,180.5,5.0,
6,"Walsh, Anna",So,MB,6-2,105,0,105,28.0,22.0,206,79,495,0.257,4.0,,,33.0,2.0,2.0,70.0,6.0,243.0,1.0,
14,"Mikals, Sarita",Sr,OH,6-1,104,0,104,28.0,26.0,214,117,777,0.125,45.0,17.0,15.0,320.0,20.0,1.0,81.0,10.0,272.5,3.0,1.0
2,"Smith, Ashley",Sr,OH,6-1,98,0,98,28.0,16.0,181,64,554,0.21100000000000002,47.0,13.0,22.0,270.0,19.0,,14.0,3.0,201.0,3.0,
12,"Martin, Ashleigh",So,OH,6-1,84,0,84,26.0,15.0,183,85,499,0.196,1.0,6.0,15.0,84.0,5.0,,38.0,7.0,208.0,,
21,"Scheevel, Kayla",Jr,L/DS,5-8,75,0,75,26.0,,0,0,2,0.0,13.0,12.0,21.0,208.0,18.0,,,,12.0,,
15,"Valle, Paty",So,MB,6-4,8,0,8,5.0,1.0,3,4,10,-0.1,,,1.0,,,,7.0,,6.5,,
3,"Langs, Sarah",Fr,MB,6-3,5,0,5,5.0,,5,1,7,0.5710000000000001,,,,,,,,,5.0,,
18,"Perkins, Chyanne",Sr,MB,6-0,1,0,1,1.0,,0,0,0,,,,,,,,,,,,
17,"Perkins, Chyna",Sr,MB,6-0,1,0,1,1.0,,0,0,0,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,16,12.0,,0,0,0,,,,,,15.0,,,,,,
-,Totals,-,-,-,-,-,108,,,1364,506,3934,0.218,1256.0,129.0,195.0,1690.0,92.0,25.0,457.0,66.0,1746.5,47.0,
-,Opponent Totals,-,-,-,-,-,108,,,1479,576,4032,6.324,1380.0,92.0,203.0,1825.0,129.0,27.0,340.0,71.0,1768.0,27.0,
