Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
13,"Thompson, Cali",Fr,S,6-0,117,0,117,30.0,30.0,35,17,98,0.184,1158,34.0,34.0,205.0,1.0,1.0,53.0,1.0,96.5,4.0,
2,"Markwith, Brittney",Sr,MB,6-1,117,0,117,30.0,30.0,158,51,412,0.26,2,,6.0,12.0,,10.0,77.0,17.0,206.5,,
18,"Troutman, Hannah",Jr,OH,5-10,117,0,117,30.0,30.0,441,186,1331,0.192,32,29.0,37.0,353.0,44.0,9.0,45.0,2.0,501.5,,
8,"Sullivan, Katie",Sr,MB,6-4,117,0,117,30.0,30.0,247,75,594,0.29,4,,1.0,23.0,1.0,13.0,115.0,13.0,317.5,,
9,"Robinson, Morgan",Jr,OH,5-11,117,0,117,30.0,25.0,69,41,268,0.10400000000000001,20,29.0,29.0,217.0,17.0,,7.0,,101.5,,
16,"Gajda, Monica",Sr,DS,5-6,114,0,114,30.0,,2,2,11,0.0,67,39.0,44.0,489.0,30.0,,,,41.0,,
14,"Savoca, Sarah",Jr,MB,6-1,103,0,103,27.0,21.0,128,54,370,0.2,11,13.0,23.0,86.0,,1.0,58.0,16.0,171.0,,
5,"Pukis, Reghan",Fr,OH,6-1,95,0,95,26.0,4.0,277,110,866,0.193,6,,3.0,54.0,1.0,5.0,21.0,2.0,292.5,,
4,"Milovic, Djurdjina",Sr,S,5-8,80,0,80,22.0,,0,0,3,0.0,29,16.0,19.0,27.0,,,,,16.0,1.0,
6,"Naatz, Lauren",So,L,5-3,76,0,76,23.0,4.0,1,0,1,1.0,9,4.0,12.0,142.0,12.0,,,,5.0,,
7,"Scanlan, Emma",Fr,L/DS,5-7,59,0,59,17.0,,1,0,1,1.0,8,15.0,16.0,101.0,5.0,,,,16.0,,
12,"Barker, Katie",Fr,OH,6-1,40,0,40,13.0,1.0,16,16,88,0.0,2,7.0,14.0,15.0,5.0,,4.0,1.0,25.0,,
11,"Mandon, Maddy",Jr,OH,6-0,29,0,29,11.0,5.0,35,11,92,0.261,2,1.0,1.0,6.0,,1.0,15.0,1.0,44.5,,
-,TEAM,-,-,-,-,-,19,14.0,,0,0,0,,1,,,,16.0,,,,,,
-,Totals,-,-,-,-,-,117,,,1410,563,4135,0.205,1351,187.0,239.0,1730.0,132.0,40.0,395.0,53.0,1834.5,5.0,
-,Opponent Totals,-,-,-,-,-,117,,,1561,635,4196,6.707000000000001,1456,132.0,209.0,1881.0,187.0,63.0,365.0,57.0,1938.5,21.0,
