Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
8,"Singleton, Evie Grace",Sr,OH,5-10,126,0,126,32.0,31.0,499,269,1398,0.165,8.0,54.0,86.0,227.0,26.0,7.0,28.0,5.0,574.0,,
16,"Hill, Emily",Fr,OH,6-1,126,0,126,32.0,24.0,382,147,1031,0.228,15.0,9.0,9.0,184.0,20.0,11.0,46.0,5.0,425.0,1.0,
3,"Spell, Cheyenne",Sr,L/DS,5-4,125,0,125,32.0,8.0,0,1,7,-0.14300000000000002,53.0,22.0,33.0,347.0,29.0,,,,22.0,2.0,
14,"Johnson, Jazmyne",Sr,RS,6-1,125,0,125,32.0,32.0,157,69,336,0.262,12.0,10.0,15.0,39.0,3.0,23.0,113.0,15.0,246.5,,
22,"Sato, Blossom",So,S,5-8,123,0,123,32.0,29.0,8,5,34,0.08800000000000001,968.0,12.0,21.0,198.0,1.0,,21.0,3.0,30.5,2.0,
12,"Vujcin, Jelena",Jr,OPP,6-3,122,0,122,32.0,23.0,318,134,708,0.26,5.0,2.0,1.0,52.0,,7.0,66.0,11.0,360.0,2.0,
17,"Duzenack, Riley",Fr,S,5-8,121,0,121,31.0,6.0,3,1,13,0.154,424.0,29.0,57.0,92.0,1.0,,3.0,,33.5,,
5,"Leffall-Young, Bali",Sr,MB,6-2,119,0,119,32.0,29.0,105,37,239,0.285,3.0,,,23.0,,9.0,72.0,11.0,150.0,,
1,"Harris, Payton",Jr,L/DS,5-5,114,0,114,31.0,3.0,4,0,10,0.4,46.0,19.0,31.0,348.0,23.0,,,,23.0,,
13,"Duhs, Chelsea",Sr,OH,6-1,89,0,89,28.0,2.0,154,62,435,0.21100000000000002,5.0,,,15.0,1.0,5.0,34.0,2.0,176.0,,
7,"Cressman, Savannah",So,L/DS,5-5,49,0,49,17.0,1.0,0,1,1,-1.0,2.0,3.0,9.0,12.0,1.0,,,,3.0,1.0,
10,"Nicholson, Katie",So,MB,6-2,30,0,30,14.0,4.0,12,7,32,0.156,2.0,,2.0,7.0,,1.0,11.0,1.0,18.5,,
9,"Carr, Khristian",So,OH,5-11,10,0,10,6.0,,7,5,14,0.14300000000000002,,,2.0,1.0,2.0,,1.0,1.0,7.5,,
-,TEAM,-,-,-,-,-,32,22.0,,0,0,0,,,,,,31.0,,,,,,
-,Totals,-,-,-,-,-,126,,,1649,738,4258,0.214,1543.0,160.0,266.0,1545.0,138.0,63.0,395.0,54.0,2069.5,8.0,
-,Opponent Totals,-,-,-,-,-,126,,,1530,614,3914,7.504,1451.0,138.0,248.0,1630.0,160.0,45.0,487.0,55.0,1956.5,12.0,
