Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
21,"Swanson, Kate",So,L,5-8,88,0,88,24.0,,0,0,3,0.0,76.0,28.0,19.0,379.0,16.0,,,,28.0,,
17,"Steinberg, Brittani",Sr,OH,6-0,83,0,83,23.0,22.0,263,111,737,0.20600000000000002,19.0,36.0,30.0,266.0,16.0,10.0,29.0,4.0,323.5,1.0,
19,"Dixit, Shreya",So,MB,6-0,75,0,75,23.0,21.0,104,39,263,0.247,3.0,6.0,13.0,35.0,,5.0,49.0,12.0,139.5,,
23,"Arnautou, Franny",Fr,S,5-11,74,0,74,23.0,11.0,33,2,82,0.37799999999999995,540.0,16.0,13.0,120.0,,4.0,12.0,2.0,59.0,11.0,
18,"Kott, Tristin",Fr,OH,6-1,71,0,71,22.0,14.0,164,50,397,0.287,2.0,,1.0,30.0,,3.0,23.0,3.0,178.5,,
9,"Wirth, Kelley",So,DS,6-0,71,0,71,22.0,17.0,197,100,558,0.174,3.0,6.0,16.0,89.0,16.0,1.0,27.0,7.0,217.5,,
13,"Crawford, Kelsey",Jr,S,5-9,70,0,70,21.0,14.0,20,6,60,0.233,371.0,14.0,15.0,170.0,1.0,1.0,3.0,3.0,36.5,6.0,
6,"Rasmussen, Megan",Jr,OH,5-11,61,0,61,22.0,6.0,67,32,256,0.13699999999999998,5.0,9.0,13.0,65.0,9.0,1.0,4.0,1.0,79.0,,
10,"Aitkenhead, Kate",So,MB,6-2,55,0,55,19.0,19.0,72,27,164,0.27399999999999997,,,,6.0,,15.0,38.0,6.0,106.0,,
3,"Gibbons, Kaitlyn",Jr,OH,6-0,53,0,53,20.0,7.0,96,36,270,0.222,5.0,2.0,12.0,59.0,8.0,3.0,12.0,5.0,107.0,,
5,"Mailias, Gray",So,MB,6-0,48,0,48,20.0,2.0,9,3,31,0.19399999999999998,1.0,8.0,6.0,65.0,3.0,,4.0,1.0,19.0,,
7,"Shepherd, Tori",Sr,L,5-5,43,0,43,13.0,3.0,0,0,0,,14.0,10.0,7.0,76.0,10.0,,,,10.0,,
1,"Feeley, Claire",Sr,MB,6-1,36,0,36,16.0,6.0,48,21,114,0.237,3.0,,,9.0,,5.0,14.0,8.0,60.0,,
4,"Tashman, Lucy",Sr,MB,6-2,15,0,15,11.0,1.0,15,8,39,0.179,,,1.0,7.0,,2.0,6.0,,20.0,,
12,"Nemeth, Rebekah",Fr,RS,6-0,10,0,10,6.0,,14,2,29,0.414,1.0,,,2.0,,,2.0,,15.0,,
2,"Simqi, Izzy",Fr,MB,6-1,10,0,10,7.0,1.0,14,2,33,0.364,1.0,,5.0,2.0,,1.0,5.0,,17.5,,
-,TEAM,-,-,-,-,-,18,15.0,,0,0,0,,,,1.0,,16.0,,,,,,
-,Totals,-,-,-,-,-,88,,,1116,439,3036,0.223,1044.0,135.0,152.0,1380.0,95.0,51.0,228.0,52.0,1416.0,18.0,
-,Opponent Totals,-,-,-,-,-,88,,,1038,476,3077,4.302,958.0,95.0,164.0,1270.0,134.0,51.0,235.0,28.0,1301.5,38.0,
