Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
6,"Dacosta, Fatoumata",Sr,L,5-10,136,0,136,35.0,,2,3,29,-0.034,92.0,12.0,26.0,609.0,15.0,,,,14.0,1.0,
1,"Knudsen, Ragni Steen",So,OH,5-11,136,0,136,35.0,35.0,471,167,1327,0.22899999999999998,26.0,48.0,55.0,327.0,44.0,5.0,40.0,2.0,544.0,,
3,"Ecker, Alexandra",So,MB,5-10,136,0,136,35.0,35.0,190,59,452,0.29,23.0,13.0,16.0,90.0,1.0,14.0,122.0,5.0,278.0,4.0,
12,"Silva, Barbara",Fr,MB,5-10,135,0,135,35.0,33.0,230,98,580,0.228,7.0,12.0,25.0,86.0,4.0,13.0,143.0,19.0,326.5,1.0,
7,"Thais Krug, Barbara",So,OH,5-9,124,0,124,34.0,13.0,51,43,240,0.033,21.0,7.0,16.0,215.0,30.0,1.0,19.0,3.0,68.5,,
2,"Watson, Alisha",Sr,RS,5-9,123,0,123,34.0,25.0,378,139,911,0.262,5.0,35.0,42.0,175.0,1.0,4.0,63.0,4.0,448.5,2.0,
8,"Sekulic, Tina",Jr,S,5-8,116,0,116,33.0,31.0,20,12,85,0.094,884.0,11.0,25.0,256.0,,,16.0,1.0,39.0,25.0,
23,"Mitrovic, Bojana",Jr,RS,6-1,108,0,108,29.0,29.0,355,134,1087,0.203,9.0,17.0,37.0,216.0,24.0,7.0,95.0,4.0,426.5,1.0,
10,"Vukoja, Dubravka",So,S,6-0,93,0,93,28.0,4.0,18,10,64,0.125,560.0,14.0,8.0,136.0,,,39.0,1.0,51.5,14.0,
16,"Boronczyk, Joanna",Sr,MB,6-2,27,0,27,10.0,5.0,15,5,39,0.256,1.0,,,3.0,,1.0,23.0,1.0,27.5,,
13,"Moctezuma, Julia",Fr,DS,5-5,4,0,4,3.0,,0,0,2,0.0,2.0,,1.0,1.0,,,,,,,
15,"Dempsey, Megan",Sr,OH,6-0,3,0,3,2.0,,2,3,11,-0.091,,,,,,,,1.0,2.0,,
5,"Ramirez, Paulina",Fr,OH,5-7,2,0,2,2.0,,0,0,0,,,,,2.0,,,,,,,
4,"Gomez, Klarissa",Fr,DS,5-2,1,0,1,1.0,,0,0,1,0.0,,,,,,,,,,,
11,"Faustino, Fernanda",Sr,OH,5-9,1,0,1,1.0,,1,1,4,0.0,,,,,,,,,1.0,,
-,TEAM,-,-,-,-,-,33,23.0,,0,0,0,,,,,,32.0,,,,,,
-,Totals,-,-,-,-,-,136,,,1733,674,4832,0.21899999999999997,1630.0,169.0,251.0,2116.0,151.0,45.0,560.0,41.0,2227.0,48.0,
-,Opponent Totals,-,-,-,-,-,136,,,1698,811,5008,5.968999999999999,1565.0,151.0,249.0,2052.0,168.0,41.0,472.0,82.0,2126.0,15.0,
