Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
8,"Davis, Sydney",So,OH,5-10,121,0,121,31.0,,2,1,11,0.091,75.0,22.0,33.0,508.0,38.0,,,,24.0,3.0,
6,"Bartczyszyn, Jessica",Jr,S,5-9,121,0,121,31.0,31.0,74,15,207,0.285,1144.0,19.0,15.0,239.0,,7.0,33.0,4.0,116.5,41.0,
11,"Reilly, Stacey",Jr,OH,5-10,120,0,120,31.0,31.0,387,161,1280,0.177,36.0,36.0,62.0,347.0,33.0,7.0,16.0,2.0,438.0,2.0,
16,"Cordell, Chloe",Jr,OH,6-0,116,0,116,31.0,26.0,223,156,738,0.091,13.0,38.0,59.0,151.0,24.0,10.0,40.0,19.0,291.0,,
5,"Gardner, Chanelle",Sr,MB,6-0,103,0,103,26.0,25.0,264,73,579,0.33,10.0,12.0,15.0,69.0,2.0,18.0,60.0,11.0,324.0,,
3,"Antoine, Nia",So,OH,5-11,98,0,98,27.0,27.0,220,71,497,0.3,6.0,11.0,29.0,53.0,,14.0,42.0,17.0,266.0,1.0,
10,"Henry, Hannah",So,DS,5-8,89,0,89,26.0,8.0,0,2,18,-0.111,20.0,8.0,3.0,142.0,10.0,,,,8.0,3.0,
21,"John, Mckenzie",Jr,OH,5-10,70,0,70,20.0,5.0,8,9,48,-0.021,11.0,8.0,8.0,167.0,9.0,,,,16.0,,
4,"Young, Katherine",So,OH,6-1,69,0,69,22.0,9.0,61,36,183,0.13699999999999998,8.0,5.0,16.0,54.0,5.0,3.0,8.0,5.0,73.0,,
7,"Rovira, Hanna",So,OH,6-1,64,0,64,19.0,9.0,98,79,373,0.051,6.0,3.0,16.0,73.0,7.0,3.0,13.0,4.0,110.5,,
13,"Brooks, Chynna",Jr,OH,5-10,50,0,50,18.0,8.0,72,30,183,0.23,3.0,,3.0,19.0,1.0,4.0,23.0,11.0,87.5,,
20,"Abram, Dree'Ana",Fr,MB,6-2,38,0,38,18.0,5.0,25,14,77,0.14300000000000002,,,5.0,16.0,1.0,1.0,12.0,2.0,32.0,1.0,
19,"Pasch, Julia",So,MB,5-11,16,0,16,8.0,1.0,9,7,34,0.059000000000000004,,1.0,4.0,13.0,,1.0,5.0,2.0,13.5,,
15,"Bolin, Faith",Fr,DS,5-9,4,0,4,2.0,1.0,0,0,0,,,,,2.0,,,,,,,
-,TEAM,-,-,-,-,-,74,24.0,,0,0,0,,,,,,25.0,,,,,,
-,Totals,-,-,-,-,-,121,,,1443,654,4228,0.187,1332.0,163.0,268.0,1853.0,155.0,68.0,252.0,77.0,1800.0,51.0,
-,Opponent Totals,-,-,-,-,-,121,,,1515,559,4209,6.984,1416.0,155.0,262.0,1914.0,163.0,72.0,292.0,68.0,1888.0,54.0,
