Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
10,"Fleming, Ashlyn",Fr,MB,6-4,112,0,112,30.0,30.0,269,74,579,0.337,4.0,14.0,48.0,30.0,,9.0,100.0,5.0,342.0,,
4,"Elman, Lexi",Sr,OH,6-0,112,0,112,30.0,30.0,392,186,1188,0.17300000000000001,27.0,31.0,54.0,401.0,34.0,2.0,56.0,7.0,453.0,,
8,"Gotterba, Katrin",Jr,L,5-6,112,0,112,30.0,,1,0,1,1.0,96.0,19.0,29.0,519.0,18.0,,,,20.0,1.0,
16,"LaBass, Maycie",Jr,OH,6-0,112,0,112,30.0,14.0,10,14,54,-0.07400000000000001,21.0,23.0,30.0,246.0,15.0,,,,33.0,,
1,"Shelton, Andie",So,S,5-9,112,0,112,30.0,29.0,120,41,330,0.239,849.0,23.0,59.0,222.0,2.0,10.0,66.0,9.0,186.0,27.0,1.0
6,"Baptista, Emily",Fr,OH,6-2,111,0,111,30.0,21.0,332,128,925,0.221,8.0,14.0,24.0,122.0,19.0,2.0,48.0,11.0,372.0,,
9,"Wine, Skylar",Fr,OPP,6-2,85,0,85,27.0,11.0,107,54,350,0.151,2.0,,1.0,30.0,1.0,1.0,24.0,2.0,120.0,1.0,
3,"Diederich, Jessica",So,S,5-7,71,0,71,21.0,14.0,15,7,41,0.195,376.0,16.0,13.0,80.0,,,1.0,4.0,31.5,6.0,
2,"Feldsher, Janie",Jr,OPP,6-0,64,0,64,21.0,17.0,109,38,251,0.28300000000000003,1.0,,,12.0,,5.0,55.0,8.0,141.5,,
13,"Wilk, Alicja",Sr,OH,6-0,45,0,45,19.0,8.0,44,21,124,0.185,1.0,1.0,10.0,21.0,,5.0,32.0,2.0,66.0,,
25,"Cline, Lauren",So,MB,6-2,40,0,40,14.0,6.0,45,26,124,0.153,,,2.0,3.0,,1.0,26.0,2.0,59.0,1.0,
5,"Petnicki, Olivia",Fr,DS,5-4,37,0,37,18.0,,0,0,0,,2.0,1.0,2.0,28.0,,,,,1.0,,
88,"Holt, Alexandra",So,MB,6-0,29,0,29,14.0,,32,13,76,0.25,,,1.0,1.0,,1.0,13.0,,39.5,,
24,"Gallop, Sien",Fr,OH,5-10,6,0,6,4.0,,4,1,5,0.6,,1.0,3.0,1.0,,,,,5.0,,
15,"Hess, Jess",So,OPP,6-2,1,0,1,1.0,,0,0,0,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,10,8.0,,0,0,0,,,,,,11.0,,,,,,
-,Totals,-,-,-,-,-,112,,,1480,603,4048,0.217,1387.0,143.0,276.0,1716.0,100.0,36.0,421.0,50.0,1869.5,36.0,
-,Opponent Totals,-,-,-,-,-,112,,,1364,553,3930,6.287000000000001,1271.0,100.0,228.0,1636.0,142.0,51.0,444.0,66.0,1737.0,26.0,
