Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
5,"Perrens, Sofie",Fr,S,5-6,110,0,110,30.0,14.0,5,4,25,0.04,572.0,33.0,31.0,252.0,,,5.0,,40.5,22.0,
11,"Barker, Morgan",Sr,DS,5-6,110,0,110,30.0,3.0,1,2,14,-0.071,26.0,18.0,15.0,300.0,25.0,,,,19.0,2.0,
17,"Henderson, Anna",Sr,OH,6-3,110,0,110,30.0,30.0,111,33,324,0.24100000000000002,3.0,,,16.0,,35.0,105.0,21.0,198.5,,
18,"Stoner, Jocelyn",Fr,OH,6-2,109,0,109,30.0,23.0,167,55,496,0.226,2.0,11.0,16.0,51.0,,24.0,78.0,21.0,241.0,2.0,
8,"Green, Shelby",Sr,L/DS,5-7,109,0,109,30.0,4.0,5,0,32,0.156,94.0,44.0,41.0,429.0,23.0,,1.0,,49.5,3.0,
15,"Sparks, Janell",Jr,OH,6-0,104,0,104,30.0,21.0,277,96,986,0.184,4.0,7.0,4.0,151.0,38.0,5.0,30.0,3.0,304.0,,
16,"Shaw, Molly",Fr,OH,6-0,103,0,103,30.0,27.0,240,118,819,0.149,5.0,16.0,36.0,166.0,34.0,4.0,20.0,4.0,270.0,,
3,"Reaume, Mackenzie",Fr,S,5-10,91,0,91,24.0,16.0,8,2,25,0.24,457.0,6.0,9.0,198.0,,,3.0,2.0,15.5,18.0,
4,"Torain, Kaylyn",Jr,OH,5-9,80,0,80,25.0,15.0,125,69,408,0.13699999999999998,7.0,2.0,6.0,62.0,10.0,1.0,37.0,3.0,146.5,1.0,
1,"Stewart, Katria",Fr,OPP,6-1,80,0,80,27.0,5.0,130,75,393,0.14,2.0,,,25.0,1.0,4.0,41.0,4.0,154.5,1.0,
12,"Thomas, Tatyana",Jr,MH,6-3,69,0,69,22.0,17.0,129,52,286,0.26899999999999996,,3.0,8.0,41.0,1.0,15.0,56.0,10.0,175.0,3.0,
2,"Curtiss, Jannelle",So,OH,6-0,51,0,51,23.0,5.0,44,39,195,0.026000000000000002,1.0,3.0,3.0,33.0,6.0,2.0,24.0,3.0,61.0,,
14,"Alvey, Megan",Fr,DS,5-7,15,0,15,10.0,,0,0,2,0.0,,1.0,,7.0,4.0,,,,1.0,,
-,TEAM,-,-,-,-,-,29,17.0,,0,0,0,,,,,,18.0,,,,,,
-,Totals,-,-,-,-,-,110,,,1242,545,4005,0.174,1173.0,144.0,169.0,1731.0,160.0,90.0,400.0,71.0,1676.0,52.0,
-,Opponent Totals,-,-,-,-,-,110,,,1607,674,4290,6.689,1507.0,160.0,190.0,1972.0,144.0,64.0,326.0,52.0,1994.0,43.0,
