Date,TeamA,TeamB,Result,S,Team A Kills,Team A Errors,Team A Total Attacks,Team A Hit Pct,Team A Assists,Team A Aces,Team A SErr,Team A Digs,Team A RErr,Team A Block Solos,Team A Block Assists,Team A BErr,Team A PTS,Team B Kills,Team B Errors,Team B Total Attacks,Team B Hit Pct,Team B Assists,Team B Aces,Team B SErr,Team B Digs,Team B RErr,Team B Block Solos,Team B Block Assists,Team B BErr,Team B PTS
10012017,USC Upstate,North Florida,1,3.0,49,15,121,0.281,42,5,8,51,6,1,14,3,62.0,39,21,115,0.157,35,6,5,48,5,1,10,1,51.0
10062017,USC Upstate,FGCU,0,3.0,31,13,107,0.168,28,1,10,33,2,0,12,0,38.0,49,14,105,0.333,46,2,7,49,1,0,12,1,57.0
10072017,USC Upstate,Stetson,0,4.0,62,29,195,0.16899999999999998,59,2,6,85,5,0,6,4,67.0,59,16,169,0.254,55,5,4,87,2,4,10,2,73.0
10132017,USC Upstate,Kennesaw St.,0,3.0,28,14,99,0.141,26,0,6,37,6,2,8,1,34.0,48,17,114,0.272,42,6,7,52,0,0,12,2,60.0
10142017,USC Upstate,Lipscomb,0,3.0,31,12,97,0.196,28,0,4,31,6,0,12,2,37.0,53,13,103,0.388,52,6,6,52,0,1,8,4,64.0
10182017,USC Upstate,Presbyterian,1,5.0,76,30,197,0.234,69,3,6,88,5,4,2,2,84.0,63,23,201,0.199,60,5,7,81,3,0,16,1,76.0
10212017,USC Upstate,NJIT,1,4.0,44,19,140,0.179,41,8,4,61,5,2,14,2,61.0,53,27,152,0.171,52,5,13,64,8,2,4,1,62.0
10272017,USC Upstate,Lipscomb,0,3.0,42,12,107,0.28,36,1,4,42,4,2,4,3,47.0,54,11,114,0.377,50,4,6,43,1,1,12,4,65.0
10292017,USC Upstate,Kennesaw St.,0,3.0,30,21,118,0.076,28,3,4,50,3,2,6,1,38.0,44,19,124,0.202,42,3,5,59,3,1,12,3,54.0
11032017,USC Upstate,Stetson,1,3.0,56,17,168,0.232,51,6,6,73,4,0,8,1,66.0,46,18,143,0.196,42,4,1,81,6,0,16,1,58.0
11052017,USC Upstate,FGCU,0,4.0,51,23,182,0.154,45,2,3,86,3,0,8,3,57.0,66,26,186,0.215,64,3,4,97,2,2,8,6,75.0
11102017,USC Upstate,North Florida,0,3.0,30,15,120,0.125,25,1,3,51,5,2,10,3,38.0,52,17,128,0.273,46,5,8,61,1,3,8,1,64.0
11112017,USC Upstate,Jacksonville,0,5.0,59,22,201,0.184,58,3,7,87,6,6,16,3,76.0,72,35,215,0.172,68,6,3,105,3,3,8,1,85.0
11162017,USC Upstate,FGCU,0,3.0,31,19,128,0.094,27,3,4,52,6,0,4,1,36.0,45,9,116,0.31,44,6,6,71,3,2,13,2,59.5
8252017,Clemson,Bethune-Cookman,1,4.0,66,29,147,0.252,63,4,9,60,3,3,4,5,75.0,40,19,128,0.16399999999999998,40,3,8,45,4,1,18,3,53.0
8262017,Clemson,Lamar University,1,3.0,47,11,85,0.424,41,2,4,30,3,1,2,0,51.0,34,17,85,0.2,29,3,8,20,2,0,12,1,43.0
8262017,Clemson,Jacksonville,1,5.0,59,28,138,0.225,57,6,7,52,5,4,16,0,77.0,47,34,144,0.09,44,5,7,46,6,5,20,2,67.0
8292017,Clemson,Kennesaw St.,0,3.0,22,23,102,-0.01,20,0,8,31,6,2,6,4,27.0,37,14,91,0.253,30,6,9,41,0,0,6,3,46.0
9012017,Clemson,Rhode Island,0,4.0,47,27,133,0.15,44,6,5,55,7,0,10,4,58.0,55,19,138,0.261,51,7,13,48,6,2,14,0,71.0
9022017,Clemson,Yale,0,3.0,45,24,110,0.191,41,2,3,39,3,1,10,1,53.0,43,13,101,0.297,38,3,1,35,2,1,16,2,55.0
9022017,Clemson,Delaware,1,3.0,39,21,98,0.184,33,6,6,40,2,1,12,1,52.0,29,21,94,0.085,26,2,7,31,6,2,12,1,39.0
9092017,Clemson,South Alabama,0,3.0,27,36,126,-0.071,25,2,5,62,5,2,6,1,34.0,29,13,110,0.145,25,5,3,48,2,5,10,3,44.0
9092017,Clemson,Auburn,0,3.0,37,19,108,0.16699999999999998,36,1,3,42,3,1,7,6,42.5,48,13,109,0.321,45,3,6,45,1,2,10,3,58.0
9152017,Clemson,Texas Tech,0,4.0,44,18,129,0.202,41,4,9,39,10,0,14,5,55.0,56,19,123,0.301,50,10,8,57,4,2,8,5,72.0
9162017,Clemson,South Carolina,0,3.0,32,20,85,0.141,31,5,8,25,4,0,6,3,40.0,50,25,154,0.162,46,6,7,60,5,2,20,0,68.0
9162017,Clemson,Ga. Southern,1,4.0,54,14,132,0.303,49,9,11,56,6,3,8,2,70.0,25,15,97,0.103,25,4,9,36,3,0,0,1,29.0
9222017,Clemson,Georgia Tech,0,3.0,28,18,97,0.103,24,1,3,29,6,2,5,0,33.5,44,9,90,0.389,41,6,1,44,1,5,6,1,58.0
9242017,Clemson,Wake Forest,0,4.0,48,26,140,0.157,44,7,10,46,6,3,26,2,71.0,55,33,143,0.154,52,6,7,52,7,2,12,4,69.0
9292017,Clemson,North Carolina,0,4.0,40,31,118,0.076,38,8,5,39,3,1,12,1,55.0,50,17,113,0.292,47,3,8,34,8,0,26,1,66.0
10012017,Clemson,NC State,0,3.0,32,22,105,0.095,29,6,3,37,2,1,14,0,46.0,42,18,102,0.235,40,2,1,46,6,2,25,0,58.5
10062017,Clemson,Syracuse,0,3.0,29,25,107,0.037000000000000005,27,4,7,33,2,2,6,2,38.0,38,15,88,0.261,36,2,4,48,4,4,12,6,50.0
10082017,Clemson,Boston College,0,3.0,27,16,79,0.139,26,3,5,23,11,1,8,2,35.0,41,9,79,0.405,35,11,4,34,3,2,10,0,59.0
10132017,Clemson,Louisville,0,3.0,17,16,78,0.013,15,1,8,24,7,2,10,0,25.0,41,15,84,0.31,36,7,10,36,1,0,4,1,50.0
10152017,Clemson,Notre Dame,0,3.0,27,21,91,0.066,26,1,8,34,5,0,4,3,30.0,39,13,94,0.277,33,5,8,38,1,1,15,2,52.5
10202017,Clemson,Boston College,1,3.0,42,17,103,0.243,36,3,6,39,4,2,14,0,54.0,34,17,100,0.17,32,4,11,34,3,2,14,0,47.0
10222017,Clemson,Syracuse,0,3.0,35,23,98,0.122,31,4,7,24,3,1,6,2,43.0,37,7,72,0.417,35,3,6,30,4,5,10,2,50.0
10272017,Clemson,Wake Forest,1,3.0,35,24,92,0.12,33,5,7,39,3,5,10,1,50.0,26,22,91,0.044,25,3,11,27,5,5,11,0,39.5
10292017,Clemson,Duke,0,3.0,34,17,92,0.185,31,1,4,27,3,0,4,4,37.0,44,14,95,0.316,41,3,2,35,1,1,10,1,53.0
11032017,Clemson,Virginia,0,3.0,29,19,89,0.112,28,1,4,29,3,1,8,0,35.0,44,17,95,0.284,40,3,5,39,1,3,12,0,56.0
11052017,Clemson,Virginia Tech,0,4.0,34,22,111,0.108,33,1,6,32,5,0,13,2,41.5,50,20,110,0.273,45,5,5,47,1,1,12,0,62.0
11092017,Clemson,NC State,0,4.0,39,28,135,0.081,37,4,2,48,1,3,14,0,53.0,60,24,140,0.257,56,1,7,52,4,2,12,1,69.0
11112017,Clemson,North Carolina,0,3.0,29,24,98,0.051,29,4,8,45,4,0,8,0,37.0,37,10,97,0.278,34,4,7,39,4,0,23,0,52.5
11152017,Clemson,Georgia Tech,0,3.0,33,16,91,0.187,32,4,5,32,2,1,8,2,42.0,48,11,93,0.398,41,2,6,38,4,0,8,0,54.0
11172017,Clemson,Pittsburgh,0,3.0,26,14,74,0.162,26,4,10,16,7,3,10,1,38.0,41,16,80,0.312,40,7,5,24,4,0,17,0,56.5
11222017,Clemson,Florida St.,0,3.0,30,30,110,0.0,30,2,4,36,0,1,10,1,38.0,40,10,95,0.316,37,0,4,43,2,1,30,2,56.0
8252017,North Dakota,Chattanooga,1,3.0,34,14,106,0.189,31,6,6,55,1,2,12,1,48.0,34,21,113,0.115,34,1,12,56,6,0,8,1,39.0
8252017,North Dakota,Ole Miss,1,5.0,51,24,198,0.136,47,5,11,89,2,1,26,1,70.0,70,44,219,0.119,64,2,6,110,5,0,12,1,78.0
8262017,North Dakota,Florida A&M,1,5.0,67,16,175,0.29100000000000004,60,3,3,73,8,4,28,0,88.0,67,38,194,0.149,65,8,3,83,3,0,10,4,80.0
8262017,North Dakota,Louisiana Tech,1,4.0,61,18,164,0.262,59,8,6,73,7,0,12,0,75.0,67,23,176,0.25,63,7,7,78,8,4,12,0,84.0
8272017,North Dakota,Georgia Tech,0,3.0,37,22,116,0.129,36,3,5,41,4,2,18,1,51.0,41,17,106,0.226,37,4,1,52,3,0,6,2,48.0
8312017,North Dakota,New Mexico St.,1,5.0,51,36,179,0.084,46,2,4,86,3,5,12,2,64.0,53,34,187,0.102,46,3,4,80,2,3,12,4,65.0
9012017,North Dakota,Youngstown St.,1,3.0,51,14,115,0.322,49,5,2,59,4,3,6,0,62.0,38,11,116,0.233,34,4,6,46,5,3,4,3,47.0
9012017,North Dakota,UNLV,1,4.0,52,22,139,0.21600000000000005,51,1,7,68,3,0,24,0,65.0,37,30,144,0.049,36,3,8,57,1,2,16,3,50.0
9022017,North Dakota,New Mexico,1,3.0,48,10,122,0.311,45,5,7,65,3,3,4,0,58.0,39,15,127,0.189,36,3,7,55,5,1,6,0,46.0
9022017,North Dakota,UTEP,1,3.0,40,15,94,0.266,35,3,2,30,2,2,12,0,51.0,35,24,94,0.117,33,2,5,32,3,2,6,0,42.0
9062017,North Dakota,North Dakota St.,1,3.0,37,10,113,0.239,36,3,1,68,1,2,18,0,51.0,27,28,137,-0.006999999999999999,26,1,2,63,3,1,4,0,31.0
9082017,North Dakota,George Washington,1,3.0,42,7,100,0.35,39,7,7,53,2,4,4,3,55.0,35,17,112,0.161,34,2,8,44,6,0,2,2,38.0
9092017,North Dakota,South Dakota St.,1,3.0,43,15,104,0.269,42,6,4,54,1,4,16,2,61.0,28,24,112,0.036000000000000004,27,1,2,42,6,2,8,0,35.0
9152017,North Dakota,Green Bay,1,3.0,39,14,108,0.231,35,0,4,56,1,2,12,0,47.0,45,23,139,0.158,41,1,10,48,0,2,6,2,51.0
9152017,North Dakota,Cal Poly,0,3.0,31,15,84,0.19,29,2,6,32,2,1,2,1,35.0,51,7,96,0.458,47,2,7,34,2,1,9,0,58.5
9162017,North Dakota,IUPUI,1,5.0,72,20,185,0.281,69,6,11,81,6,1,18,3,88.0,57,18,165,0.236,53,6,7,85,6,1,18,7,73.0
9212017,North Dakota,Southern Utah,1,4.0,59,26,156,0.212,54,3,3,72,1,0,14,1,69.0,39,19,139,0.14400000000000002,38,1,3,59,3,0,24,0,52.0
9232017,North Dakota,Northern Colo.,1,3.0,40,16,105,0.229,37,1,1,45,1,0,8,1,45.0,43,24,120,0.158,40,1,7,42,1,2,6,0,49.0
9282017,North Dakota,Idaho,1,3.0,52,16,120,0.3,45,3,6,43,2,3,6,1,61.0,36,11,104,0.24,34,2,6,44,3,0,8,0,42.0
9302017,North Dakota,Eastern Wash.,1,3.0,35,7,114,0.246,30,5,3,68,2,3,18,0,52.0,31,30,141,0.006999999999999999,29,2,4,63,5,2,2,0,36.0
10052017,North Dakota,Sacramento St.,0,5.0,56,29,205,0.132,52,3,6,98,4,0,28,5,73.0,69,31,218,0.174,66,4,7,108,3,4,16,3,85.0
10072017,North Dakota,Portland St.,0,4.0,53,21,167,0.192,50,5,5,82,3,2,16,1,68.0,63,25,180,0.211,62,3,6,83,5,3,12,2,75.0
10132017,North Dakota,Montana St.,1,3.0,38,12,113,0.23,36,2,4,51,0,5,18,1,54.0,44,28,133,0.12,41,0,5,52,2,0,4,2,46.0
10142017,North Dakota,Montana,1,3.0,48,7,97,0.423,44,3,5,44,2,3,12,2,60.0,35,19,107,0.15,33,2,3,38,3,1,8,0,42.0
10192017,North Dakota,Idaho St.,1,3.0,44,17,157,0.172,43,3,7,76,4,1,26,3,61.0,33,27,147,0.041,31,4,2,85,3,3,14,2,47.0
10212017,North Dakota,Weber St.,1,3.0,50,13,145,0.255,47,5,6,69,2,1,10,0,61.0,44,17,135,0.2,42,2,4,76,5,1,8,0,51.0
10262017,North Dakota,Montana,1,4.0,47,22,154,0.162,44,5,4,74,4,3,22,0,66.0,52,31,170,0.124,46,4,11,74,5,1,10,0,62.0
10282017,North Dakota,Montana St.,0,5.0,68,25,178,0.242,68,6,6,98,6,2,18,2,85.0,69,31,216,0.17600000000000002,66,6,6,82,6,2,16,3,85.0
10302017,North Dakota,Iowa St.,0,3.0,27,18,120,0.075,26,1,6,59,6,2,4,1,32.0,44,11,122,0.27,38,6,8,66,1,1,8,3,55.0
11022017,North Dakota,Eastern Wash.,1,3.0,46,8,112,0.339,46,1,3,67,1,6,4,1,55.0,27,23,125,0.032,27,1,5,48,1,2,2,2,31.0
11042017,North Dakota,Idaho,0,5.0,68,20,194,0.247,66,1,3,90,5,3,20,1,82.0,80,22,214,0.271,74,5,4,96,1,0,18,2,94.0
11092017,North Dakota,Northern Ariz.,1,3.0,43,12,131,0.237,39,0,2,78,0,1,20,1,54.0,40,24,162,0.099,39,0,8,68,0,0,8,0,44.0
11112017,North Dakota,Northern Colo.,1,4.0,52,16,144,0.25,50,6,6,68,5,5,8,4,67.0,53,25,157,0.17800000000000002,49,5,10,71,6,5,8,1,67.0
11162017,North Dakota,Weber St.,1,4.0,58,16,145,0.29,56,4,6,65,0,3,26,2,78.0,64,29,169,0.207,60,0,10,63,4,1,16,2,73.0
11172017,North Dakota,Idaho,1,4.0,60,15,162,0.278,55,3,4,94,4,1,17,2,72.5,55,20,178,0.197,47,4,9,81,3,1,18,2,69.0
11182017,North Dakota,Sacramento St.,1,5.0,74,19,189,0.29100000000000004,71,4,6,104,4,4,20,2,92.0,62,22,202,0.198,57,4,7,88,4,1,20,2,77.0
12012017,North Dakota,Minnesota,0,3.0,31,16,107,0.14,30,2,4,46,5,3,12,1,42.0,48,16,123,0.26,43,5,5,55,2,1,6,0,57.0
8252017,Army West Point,St. Francis Brooklyn,1,3.0,43,11,87,0.368,40,7,5,39,0,3,8,0,57.0,25,19,89,0.067,24,0,2,29,7,0,10,1,30.0
8262017,Army West Point,Hartford,1,3.0,47,22,117,0.214,45,3,8,59,3,1,6,0,54.0,23,12,101,0.109,20,3,9,36,3,1,12,1,33.0
8262017,Army West Point,Central Mich.,0,5.0,72,22,180,0.278,69,12,10,83,5,1,8,4,89.0,57,18,173,0.225,55,5,7,74,12,4,14,2,73.0
9012017,Army West Point,The Citadel,1,3.0,41,10,86,0.36,40,5,14,45,4,7,6,2,56.0,22,19,91,0.033,20,4,7,33,5,3,2,1,30.0
9012017,Army West Point,Air Force,0,3.0,34,23,85,0.129,30,5,12,19,4,3,4,3,44.0,35,14,71,0.29600000000000004,33,4,7,22,5,4,2,0,44.0
9022017,Army West Point,Georgetown,0,3.0,33,20,98,0.133,0,5,5,33,4,3,2,0,42.0,45,13,95,0.337,43,4,6,39,5,4,16,0,61.0
9052017,Army West Point,Marist,1,3.0,47,9,97,0.392,44,5,4,48,5,0,12,1,58.0,31,17,104,0.135,31,5,3,37,5,1,4,3,39.0
9082017,Army West Point,DePaul,1,4.0,50,22,153,0.183,53,3,4,54,2,2,9,0,59.5,50,19,134,0.231,45,3,6,60,2,2,17,2,63.5
9092017,Army West Point,Milwaukee,0,4.0,63,20,154,0.279,58,4,8,52,6,1,20,1,78.0,68,22,151,0.305,64,6,6,67,4,2,10,1,81.0
9092017,Army West Point,Northwestern,0,4.0,41,21,134,0.149,38,1,11,55,5,1,10,0,48.0,61,9,137,0.38,57,5,14,65,1,0,18,0,75.0
9152017,Army West Point,West Virginia,0,5.0,66,34,190,0.168,63,10,12,80,5,0,12,2,82.0,67,21,176,0.261,66,5,12,72,10,4,20,3,86.0
9162017,Army West Point,Akron,1,3.0,47,10,87,0.425,43,9,7,32,1,3,8,1,63.0,27,12,77,0.195,24,1,3,23,9,2,4,3,32.0
9162017,Army West Point,Providence,1,3.0,45,8,85,0.435,41,7,5,39,5,2,10,0,59.0,33,14,94,0.202,31,5,8,29,7,0,2,0,39.0
9222017,Army West Point,Bucknell,1,3.0,38,17,101,0.208,33,4,6,42,4,1,18,0,52.0,27,25,103,0.019,25,4,2,38,4,2,8,2,37.0
9232017,Army West Point,Lafayette,1,3.0,50,11,96,0.406,44,5,6,54,3,1,6,5,59.0,33,14,106,0.179,29,3,5,29,5,3,4,3,41.0
9292017,Army West Point,Loyola Maryland,0,4.0,53,28,152,0.16399999999999998,52,5,11,65,3,3,6,1,64.0,47,19,146,0.192,45,3,7,61,5,4,6,0,57.0
9302017,Army West Point,American,0,3.0,34,23,114,0.096,33,1,5,40,7,0,6,4,38.0,37,8,90,0.322,34,7,2,50,1,3,10,1,52.0
10062017,Army West Point,Colgate,1,3.0,43,13,103,0.29100000000000004,40,4,6,51,4,1,20,0,58.0,27,20,112,0.062,25,4,6,44,4,2,10,2,38.0
10082017,Army West Point,Holy Cross,1,3.0,51,14,113,0.327,41,3,5,42,1,0,8,0,58.0,27,17,91,0.11,23,1,4,38,3,0,2,0,29.0
10132017,Army West Point,Lehigh,1,5.0,70,23,186,0.253,67,1,13,77,11,5,8,1,80.0,68,25,186,0.231,60,11,12,75,1,1,6,3,83.0
10142017,Army West Point,Navy,1,5.0,84,21,231,0.273,78,2,14,116,9,1,6,2,90.0,67,17,219,0.228,58,9,9,107,2,3,10,4,84.0
10202017,Army West Point,Lafayette,1,4.0,70,21,157,0.312,66,6,9,72,4,2,12,2,84.0,40,19,138,0.152,40,4,5,58,6,2,2,2,47.0
10212017,Army West Point,Bucknell,1,3.0,50,15,126,0.278,48,4,3,61,2,1,10,2,60.0,36,15,126,0.16699999999999998,33,2,2,45,4,0,10,0,43.0
10272017,Army West Point,American,0,4.0,62,30,158,0.203,62,5,7,63,4,3,6,2,73.0,55,13,141,0.298,50,4,5,52,5,3,20,1,72.0
10282017,Army West Point,Loyola Maryland,1,3.0,49,9,110,0.364,45,3,6,60,2,2,4,4,56.0,31,16,112,0.134,29,2,5,37,3,1,2,1,35.0
11032017,Army West Point,Holy Cross,1,4.0,59,15,143,0.308,55,7,3,70,7,2,16,0,76.0,38,26,147,0.08199999999999999,37,7,3,63,7,1,4,0,48.0
11052017,Army West Point,Colgate,0,4.0,63,23,144,0.278,62,1,14,45,7,0,10,0,69.0,55,13,120,0.35,52,7,2,51,1,1,6,0,66.0
11102017,Army West Point,Lehigh,1,3.0,41,13,84,0.333,41,4,8,40,2,1,8,2,50.0,24,20,92,0.043,22,2,6,28,4,0,2,3,27.0
11122017,Army West Point,Navy,0,5.0,69,30,179,0.218,61,7,10,75,6,2,8,1,82.0,52,20,167,0.192,50,6,8,63,7,10,14,3,75.0
11182017,Army West Point,Navy,0,3.0,29,24,109,0.046,27,4,3,43,7,1,4,1,36.0,38,11,105,0.257,36,7,6,46,4,2,8,1,51.0
8252017,SIUE,Toledo,1,5.0,69,30,182,0.214,65,4,4,90,4,6,8,2,83.0,61,24,183,0.202,58,4,12,69,4,3,28,9,82.0
8262017,SIUE,Quinnipiac,1,3.0,45,16,98,0.29600000000000004,41,7,5,46,5,1,8,2,57.0,29,17,99,0.121,29,5,4,31,7,0,10,3,39.0
8262017,SIUE,Purdue Fort Wayne,1,4.0,43,13,103,0.29100000000000004,36,4,3,57,5,2,24,3,61.0,47,29,137,0.131,45,5,14,44,4,2,12,2,60.0
9012017,SIUE,Wright St.,1,4.0,52,18,146,0.233,49,7,7,83,1,3,10,1,67.0,45,29,165,0.097,42,1,8,70,7,1,14,2,54.0
9022017,SIUE,Tulsa,0,3.0,32,18,118,0.119,31,2,6,58,3,0,2,0,35.0,43,12,121,0.256,39,3,9,61,2,2,10,1,53.0
9082017,SIUE,Chattanooga,0,4.0,47,25,163,0.135,44,5,7,78,7,3,10,3,60.0,56,22,170,0.2,53,7,9,82,5,0,10,3,68.0
9092017,SIUE,Georgia St.,1,3.0,47,9,113,0.336,44,9,5,68,3,1,2,3,58.0,33,10,116,0.198,32,3,8,53,9,0,2,1,37.0
9092017,SIUE,Jackson St.,1,3.0,42,21,118,0.17800000000000002,40,7,5,54,3,2,12,1,57.0,26,18,104,0.077,24,3,6,50,7,3,14,3,39.0
9152017,SIUE,Seattle U,1,4.0,52,15,130,0.285,49,8,9,78,6,4,18,2,73.0,50,27,166,0.139,44,6,10,58,8,0,10,4,61.0
9162017,SIUE,UIC,1,3.0,41,13,99,0.28300000000000003,40,5,6,49,2,3,8,3,53.0,35,21,111,0.126,32,2,8,39,5,0,6,0,40.0
9162017,SIUE,Montana,1,4.0,65,23,166,0.253,58,4,6,74,1,1,14,2,77.0,48,28,161,0.124,47,1,3,70,4,1,12,2,56.0
9222017,SIUE,Austin Peay,0,5.0,71,30,197,0.208,68,2,3,104,9,2,12,4,81.0,64,26,207,0.184,59,9,9,84,2,5,10,1,83.0
9232017,SIUE,Murray St.,0,5.0,65,25,184,0.217,62,6,9,80,8,1,22,1,83.0,59,26,180,0.183,55,8,9,81,6,2,10,1,74.0
9272017,SIUE,Eastern Ill.,1,4.0,58,17,139,0.295,51,11,3,69,7,1,6,2,73.0,48,19,144,0.201,46,7,3,55,11,1,8,1,60.0
9302017,SIUE,Belmont,1,5.0,49,27,141,0.156,45,6,11,66,3,2,10,2,62.0,46,31,154,0.097,44,3,17,58,6,1,14,2,57.0
10062017,SIUE,UT Martin,1,4.0,55,21,154,0.221,52,4,4,65,2,1,18,0,69.0,58,29,156,0.18600000000000005,51,2,5,65,4,3,8,1,67.0
10072017,SIUE,Southeast Mo. St.,1,4.0,64,27,168,0.22,58,7,7,87,5,2,16,1,81.0,39,21,157,0.115,36,5,7,73,7,2,20,1,56.0
10132017,SIUE,Eastern Ky.,1,5.0,53,34,178,0.107,50,3,6,71,9,0,16,0,64.0,58,25,180,0.183,54,9,4,77,3,2,16,0,77.0
10142017,SIUE,Morehead St.,1,3.0,46,13,94,0.35100000000000003,43,1,0,37,0,4,8,2,55.0,41,24,108,0.157,41,0,3,28,1,0,14,0,48.0
10202017,SIUE,Jacksonville St.,1,4.0,59,28,151,0.205,57,9,2,75,4,1,10,1,74.0,47,27,159,0.126,44,4,4,58,9,0,4,2,53.0
10212017,SIUE,Tennessee Tech,1,3.0,46,8,96,0.396,44,6,6,45,1,4,10,3,61.0,34,14,99,0.202,33,1,8,38,6,0,2,0,36.0
10272017,SIUE,Murray St.,1,5.0,64,30,200,0.17,60,7,8,100,4,2,15,2,80.5,58,20,190,0.2,54,4,7,94,7,1,20,2,73.0
10282017,SIUE,Austin Peay,0,5.0,62,21,168,0.244,59,3,8,83,8,3,8,1,72.0,67,16,173,0.295,64,8,12,79,3,2,8,1,81.0
11012017,SIUE,Eastern Ill.,1,3.0,41,18,119,0.193,37,7,3,67,5,4,10,1,57.0,32,24,129,0.062,30,5,5,53,7,1,11,0,43.5
11042017,SIUE,Tennessee St.,1,3.0,46,18,118,0.237,43,3,10,49,2,0,10,0,54.0,29,14,98,0.153,29,2,2,42,3,1,4,1,34.0
11102017,SIUE,Southeast Mo. St.,1,5.0,60,29,170,0.182,56,7,8,75,3,3,14,1,77.0,54,17,155,0.239,47,3,5,68,7,4,16,0,69.0
11112017,SIUE,UT Martin,1,5.0,54,26,157,0.17800000000000002,52,4,9,52,4,2,14,1,67.0,59,30,151,0.192,55,4,8,66,4,4,14,0,74.0
11162017,SIUE,Eastern Ill.,0,4.0,56,32,176,0.136,52,0,7,90,8,3,6,3,62.0,48,17,170,0.182,42,8,9,76,0,5,17,0,69.5
11292017,SIUE,Arkansas St.,0,4.0,66,39,169,0.16,65,1,8,78,6,3,22,0,81.0,53,30,172,0.134,49,6,7,57,1,6,18,0,74.0
8252017,Indiana,Ball St.,1,3.0,44,12,100,0.32,39,9,8,37,3,1,4,0,56.0,25,15,83,0.12,23,3,6,29,9,3,2,2,32.0
8262017,Indiana,Indiana St.,1,3.0,49,19,109,0.275,42,4,7,52,3,2,4,0,57.0,23,10,95,0.13699999999999998,22,3,11,37,4,2,8,4,32.0
8262017,Indiana,DePaul,1,4.0,60,29,138,0.225,57,10,7,54,5,5,14,0,82.0,46,22,132,0.182,43,5,7,42,10,1,16,3,60.0
9012017,Indiana,George Washington,1,3.0,51,16,110,0.318,46,3,12,53,3,0,8,0,58.0,24,11,92,0.141,21,3,6,37,3,0,19,5,36.5
9022017,Indiana,Hofstra,1,4.0,54,25,147,0.197,52,4,7,63,5,1,22,5,70.0,51,27,148,0.162,50,5,11,55,4,1,14,2,64.0
9082017,Indiana,Evansville,1,3.0,47,19,121,0.231,47,5,6,61,5,2,8,0,58.0,26,15,105,0.105,24,5,4,47,5,0,24,3,43.0
9092017,Indiana,UT Martin,1,3.0,45,7,93,0.409,43,6,6,39,5,1,16,1,60.0,39,19,101,0.198,36,5,3,36,6,2,8,1,50.0
