0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Date,Opponent,Result,Attend,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/31/2018,@ Lehigh,L 0 - 3,,2,1,0,1,1,-1.000,,,,,,,,,,,
09/01/2018,"Rutgers @ Easton, Pa.",L 0 - 3,,3,1,1,1,3,,1,,1,,,,1,,1.5,,
09/01/2018,@ Lafayette,W 3 - 2,,,,,,,,,,,,,,,,,,
09/04/2018,@ St. Francis Brooklyn,W 3 - 2,,1,1,0,0,1,,,,,,,,,,,,
09/07/2018,"Kent St. @ Philadelphia, Pa.",W 3 - 2,,1,1,0,0,1,,,,,,,,,,,,
09/08/2018,@ NJIT,W 3 - 1,,3,1,3,1,4,0.500,,,,,,,1,,3.5,,
09/08/2018,@ La Salle,L 2 - 3,,5,1,3,1,12,0.167,2,,,,,2,4,,7.0,,
09/15/2018,Quinnipiac,W 3 - 0,,,,,,,,,,,,,,,,,,
09/16/2018,Fairfield,L 2 - 3,,,,,,,,,,,,,,,,,,
09/22/2018,@ Niagara,W 3 - 0,,1,1,1,0,2,0.500,,,,,,,,,1.0,,
09/23/2018,@ Canisius,L 0 - 3,,,,,,,,,,,,,,,,,,
09/29/2018,Siena,W 3 - 0,,,,,,,,,,,,,,,,,,
09/30/2018,Marist,L 0 - 3,,,,,,,,,,,,,,,,,,
10/03/2018,@ Iona,L 2 - 3,,,,,,,,,,,,,,,,,,
10/06/2018,Saint Peter's,W 3 - 0,,2,1,1,0,2,0.500,,,1,,,,1,,1.5,,
10/07/2018,@ Coppin St.,L 2 - 3,,3,1,3,1,8,0.250,,,,,,2,,1,5.0,,
10/13/2018,Canisius,L 0 - 3,,1,1,0,2,4,-0.500,,,,,,,,,,,
10/14/2018,Niagara,W 3 - 0,,,,,,,,,,,,,,,,,,
10/20/2018,@ Fairfield,W 3 - 0,,3,1,5,2,13,0.231,,,,1,,,5,,7.5,,
10/21/2018,@ Quinnipiac,W 3 - 1,,1,1,1,0,6,0.167,,,1,,,,,,1.0,,
10/24/2018,Fairleigh Dickinson,W 3 - 1,,1,1,1,1,2,,,,,,,,3,,2.5,,
10/27/2018,@ Marist,W 3 - 1,,1,1,0,1,1,-1.000,,,,,,,,1,,,
10/28/2018,@ Siena,W 3 - 0,,1,1,0,1,1,-1.000,,,,1,,,,,,,
11/03/2018,Manhattan,W 3 - 1,,4,1,6,1,19,0.263,,2,2,3,,2,4,1,12.0,,
11/04/2018,Iona,W 3 - 2,,,,,,,,,,,,,,,,,,
11/07/2018,@ Manhattan,W 3 - 0,,3,1,5,2,13,0.231,,1,3,,,,2,,7.0,,
11/10/2018,@ Saint Peter's,L 2 - 3,,4,1,6,4,16,0.125,1,1,1,,,,7,2,10.5,,
11/15/2018,"Siena @ Lake Buena Vista, FL",W 3 - 1,,,,,,,,,,,,,,,,,,
11/16/2018,"Saint Peter's @ Lake Buena Vista, FL",W 3 - 1,,1,1,2,1,6,0.167,,,,1,,,1,,2.5,,
11/16/2018,"Canisius @ Lake Buena Vista, FL",L 1 - 3,,,,,,,,,,,,,,,,,,
