0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Date,Opponent,Result,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/26/2016,@ North Dakota,L 0 - 3,,,,,,,,,,,,,,,,,
08/27/2016,"UC Davis @ Grand Forks, N.D.",L 0 - 3,1,1,0,0,1,,1,,,,,,,,,,
08/27/2016,@ Ole Miss,L 1 - 3,4,1,5,2,16,0.188,,,1,1,,1,,,6.0,,
09/01/2016,Iowa St.,L 0 - 3,,,,,,,,,,,,,,,,,
09/02/2016,Ball St.,W 3 - 2,2,1,2,3,9,-0.111,,,,,,,1,1,2.5,,
09/02/2016,Abilene Christian,W 3 - 2,1,1,0,0,0,,1,,,1,,,,,,,
09/03/2016,Drake,L 1 - 3,4,1,4,0,12,0.333,34,3,2,21,,,2,,8.0,3,
09/03/2016,Kansas City,L 0 - 3,3,1,7,6,28,0.036,1,,1,8,,,,1,7.0,,
09/09/2016,"UNI @ Kansas City, Mo.",L 0 - 3,3,1,5,8,25,-0.120,1,,,10,,,1,,5.5,,
09/09/2016,"Bradley @ Kansas City, Mo.",L 1 - 3,4,1,10,3,26,0.269,5,,3,10,,,1,1,10.5,1,
09/10/2016,"Cornell @ Kansas City, Mo.",L 1 - 3,4,1,11,3,27,0.296,1,,5,8,,1,3,,13.5,,
09/16/2016,"Illinois @ St. Louis, Mo.",L 0 - 3,3,1,6,8,16,-0.125,,,1,2,1,1,1,3/,7.5,,
09/17/2016,@ Saint Louis,L 0 - 3,3,1,5,4,16,0.062,,1,3,3,,,1,1,6.5,,
09/17/2016,"Murray St. @ St. Louis, Mo.",W 3 - 2,5,1,4,7,17,-0.176,1,1,,14,,,3,,6.5,,
09/23/2016,Purdue Fort Wayne,L 2 - 3,5,1,5,5,24,,,1,2,28,,,2,,7.0,1,
09/24/2016,Denver,L 1 - 3,4,1,14,6,31,0.258,,1,3,18,,,2,,16.0,,
09/27/2016,Western Ill.,L 1 - 3,4,1,12,9,42,0.071,,1,2,14,,,2,,14.0,,
09/30/2016,@ South Dakota St.,L 0 - 3,3,1,15,2,35,0.371,,1,2,16,,,1,,16.5,,
10/02/2016,@ Oral Roberts,W 3 - 2,5,1,10,3,26,0.269,2,4,4,12,,,,3/,14.0,,
10/08/2016,IUPUI,L 0 - 3,3,1,6,4,22,0.091,3,3,1,11,,1,,1,10.0,1,
10/14/2016,South Dakota,L 1 - 3,4,1,8,9,30,-0.033,1,1,1,8,,,2,,10.0,,
10/16/2016,North Dakota St.,W 3 - 2,,,,,,,,,,,,,,,,,
10/21/2016,@ IUPUI,L 0 - 3,3,1,1,1,7,,8,,2,6,,,,1,1.0,1,
10/22/2016,@ Purdue Fort Wayne,L 1 - 3,4,1,0,1,7,-0.143,27,,,9,,,3,2,1.5,4,
10/28/2016,@ South Dakota,L 0 - 3,3,1,1,1,3,,26,,,8,,,2,1,2.0,1,
10/29/2016,@ North Dakota St.,L 0 - 3,3,1,1,2,8,-0.125,23,,1,13,,1,1,1,2.5,2,
11/04/2016,South Dakota St.,W 3 - 2,5,1,2,1,5,0.200,2,3,2,14,,,,,5.0,,
11/06/2016,Oral Roberts,W 3 - 2,5,1,5,2,12,0.250,,3,4,14,,,,2,8.0,,
11/08/2016,@ Denver,L 0 - 3,,,,,,,,,,,,,,,,,
11/12/2016,@ Western Ill.,W 3 - 2,,,,,,,,,,,,,,,,,
