0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Date,Opponent,Result,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/30/2019,"Eastern Wash. @ Moscow, ID",W 3 - 0,,,,,,,,,,,,,,,,,,
08/30/2019,"UIC @ Moscow, ID",L 2 - 3,,,,,,,,,,,,,,,,,,
08/31/2019,@ Idaho,W 3 - 1,,,,,,,,,,,,,,,,,,
09/05/2019,@ Chicago St.,W 3 - 2,2,1,,4,5,16,-0.062,,,,1,,2,1,,6.5,,
09/06/2019,"Western Caro. @ Chicago, IL",W 3 - 0,,,,,,,,,,,,,,,,,,
09/07/2019,"Alabama St. @ Chicago, IL",W 3 - 0,,,,,,,,,,,,,,,,,,
09/12/2019,@ Abilene Christian,W 3 - 0,,,,,,,,,,,,,,,,,,
09/13/2019,"North Texas @ Abilene, TX",L 0 - 3,1,1,,0,2,10,-0.200,,,,,,,,,,,
09/14/2019,"Prairie View @ Abilene, TX",W 3 - 2,1,1,,1,1,6,0.000,,,,1,1,,,,1.0,,
09/20/2019,"Seattle U @ Riverside, CA",L 2 - 3,,,,,,,,,,,,,,,,,,
09/21/2019,"Penn @ Riverside, CA",W 3 - 2,,,,,,,,,,,,,,,,,,
09/24/2019,@ UC Riverside,L 1 - 3,,,,,,,,,,,,,,,,,,
09/27/2019,Cal Poly,L 0 - 3,2,1,,4,3,16,0.062,,,,,1,,,,4.0,,
09/28/2019,UC Santa Barbara,L 0 - 3,3,1,,4,7,27,-0.111,,,,1,,,,,4.0,,
10/05/2019,@ Hawaii,L 2 - 3,,,,,,,,,,,,,,,,,,
10/12/2019,@ UC Irvine,W 3 - 1,3,1,,14,3,28,0.393,,,,1,,,1,,14.5,,
10/18/2019,@ Long Beach St.,W 3 - 0,3,1,,6,2,13,0.308,,,,1,,,1,,6.5,,
10/19/2019,@ CSUN,L 0 - 3,3,1,,5,3,16,0.125,,,,3,,,1,,5.5,,
10/25/2019,Hawaii,L 0 - 3,3,1,,4,2,20,0.100,,,,4,2,,,1,4.0,,
11/02/2019,UC Irvine,W 3 - 1,1,1,,1,3,5,-0.400,,,,,,,,,1.0,,
11/05/2019,@ UC Davis,L 1 - 3,1,1,,1,2,8,-0.125,,,,,,,,,1.0,,
11/08/2019,CSUN,L 1 - 3,,,,,,,,,,,,,,,,,,
11/09/2019,Long Beach St.,L 0 - 3,2,1,,2,1,12,0.083,,,,3,,,,,2.0,,
11/15/2019,UC Davis,L 0 - 3,1,1,,1,1,3,0.000,,,,,,,,,1.0,,
11/16/2019,UC Riverside,W 3 - 0,,,,,,,,,,,,,,,,,,
11/22/2019,@ UC Santa Barbara,L 0 - 3,3,1,,4,3,10,0.100,,,,1,,,,,4.0,,
11/23/2019,@ Cal Poly,L 1 - 3,,,,,,,,,,,,,,,,,,
