Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
14,"Milana, Gia",Fr,OH,6-2,114,0,114,32.0,32.0,446,246,1322,0.151,15.0,19.0,41.0,268.0,38.0,5.0,30.0,11.0,485.0,1.0,
18,"MacGregor, Ashlyn",Sr,MB,6-2,114,0,114,32.0,32.0,162,43,420,0.28300000000000003,3.0,25.0,29.0,60.0,,17.0,140.0,15.0,274.0,3.0,
13,"Gaskin, Angel",So,OPP,6-1,114,0,114,32.0,26.0,223,127,663,0.145,2.0,,,25.0,,4.0,110.0,9.0,282.0,,
2,"Murray, Hailey",Jr,MB,6-1,114,0,114,32.0,31.0,214,87,476,0.267,1.0,,,6.0,,10.0,83.0,6.0,265.5,,
8,"Wicinski, Kelsey",So,L,5-10,114,0,114,32.0,1.0,1,5,12,-0.33299999999999996,117.0,27.0,36.0,481.0,27.0,,,,28.0,1.0,
3,"Higginbothem, Samantha",Jr,L/DS,5-2,110,0,110,31.0,19.0,0,1,2,-0.5,25.0,19.0,21.0,174.0,30.0,,,,19.0,2.0,
12,"Twilley, Liz",So,OH,6-1,109,0,109,31.0,13.0,249,111,814,0.17,4.0,1.0,7.0,61.0,10.0,6.0,37.0,11.0,274.5,,
7,"Smith, Taylor",Fr,S,6-0,101,0,101,29.0,26.0,66,30,174,0.207,907.0,24.0,35.0,194.0,1.0,6.0,36.0,11.0,114.0,36.0,
6,"Drummey, Nell",Fr,L/DS,5-4,84,0,84,27.0,5.0,1,1,2,0.0,14.0,9.0,27.0,112.0,12.0,,,,10.0,,
1,"McTigue, Megan",Fr,OH,6-2,70,0,70,28.0,,7,2,30,0.16699999999999998,,12.0,34.0,7.0,,,3.0,1.0,20.5,,
5,"Bentz, Abigail",So,L/DS,5-10,39,0,39,19.0,,0,0,1,0.0,10.0,5.0,9.0,39.0,,,,,5.0,,
29,"Craigo, Whitney",Sr,S,6-0,23,0,23,9.0,6.0,7,3,16,0.25,176.0,6.0,6.0,21.0,,1.0,18.0,1.0,23.0,2.0,
10,"Saran, Aylin",Fr,OH,6-0,4,0,4,2.0,,0,0,2,0.0,,,1.0,4.0,,,,,,,
9,"Oggioni, Carlotta",Sr,S,5-10,2,0,2,2.0,,0,0,0,,5.0,,,2.0,,,,,,1.0,
11,"Myers, Katie",Fr,MB,6-2,2,0,2,1.0,1.0,2,4,9,-0.222,,,1.0,,,,1.0,,2.5,,
-,TEAM,-,-,-,-,-,7,7.0,,0,0,0,,,,,,5.0,,,,,,
-,Totals,-,-,-,-,-,114,,,1378,660,3943,0.182,1279.0,147.0,247.0,1454.0,123.0,49.0,458.0,65.0,1803.0,46.0,
-,Opponent Totals,-,-,-,-,-,114,,,1415,604,3714,6.862,1344.0,123.0,266.0,1667.0,147.0,43.0,462.0,46.0,1812.0,24.0,
