Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
16,"Papach, Angela",Sr,OH,6-3,111,0,111,30.0,30.0,379,197,1176,0.155,19.0,25.0,36.0,209.0,20.0,10.0,35.0,2.0,431.5,1.0,
3,"Short, Brooke",Jr,S,5-9,111,0,111,30.0,30.0,70,22,214,0.22399999999999998,1014.0,30.0,30.0,246.0,,4.0,22.0,7.0,115.0,24.0,
8,"Monne, Marta",Jr,OH,5-10,102,0,102,28.0,27.0,309,132,881,0.201,34.0,12.0,15.0,317.0,24.0,6.0,15.0,6.0,334.5,,
15,"McClure, Jacie",Jr,L/DS,5-6,98,0,98,27.0,1.0,3,2,8,0.125,55.0,21.0,22.0,345.0,31.0,,,,24.0,1.0,
7,"Lister, Alexa",So,MH,6-4,87,0,87,29.0,21.0,154,53,373,0.271,2.0,,2.0,25.0,1.0,11.0,46.0,7.0,188.0,1.0,
2,"Wright, Hannah",Sr,MH,6-1,85,0,85,29.0,20.0,117,40,285,0.27,17.0,11.0,10.0,43.0,,12.0,38.0,5.0,159.0,3.0,
5,"Aviles, Alejandra",Sr,L/DS,5-3,80,0,80,22.0,,1,3,8,-0.25,70.0,26.0,23.0,390.0,21.0,,,,27.0,2.0,
11,"Johnson, Nia Myah",Jr,OH,6-0,75,0,75,29.0,9.0,95,49,325,0.142,3.0,10.0,9.0,95.0,9.0,1.0,17.0,2.0,114.5,,
4,"Penn, Jayde",Fr,OH,5-11,68,0,68,25.0,5.0,40,39,143,0.006999999999999999,2.0,2.0,5.0,32.0,,,19.0,,51.5,1.0,
6,"Vian, Makayla",Fr,RS,6-0,67,0,67,27.0,15.0,70,38,249,0.129,6.0,4.0,10.0,47.0,5.0,,18.0,,83.0,,
10,"Leui-Saole, Natalie",So,MH,6-0,66,0,66,28.0,5.0,36,16,98,0.204,4.0,,,10.0,,2.0,19.0,,47.5,1.0,
17,"Davis, Madeline",Fr,MH,6-2,59,0,59,18.0,17.0,86,23,215,0.293,3.0,2.0,8.0,17.0,,13.0,38.0,2.0,120.0,,
13,"Rutledge, Courtney",Fr,S,5-11,28,0,28,17.0,,1,1,6,0.0,43.0,5.0,4.0,19.0,,1.0,2.0,,8.0,4.0,
12,"Zaunbrecher, Kathryn",Fr,MH,6-0,3,0,3,3.0,,9,1,13,0.615,,,,1.0,,,3.0,,10.5,,
-,TEAM,-,-,-,-,-,33,18.0,,0,0,0,,,,2.0,,36.0,,,,,,
-,Totals,-,-,-,-,-,111,,,1370,616,3994,0.18899999999999997,1272.0,148.0,176.0,1796.0,147.0,60.0,272.0,31.0,1714.0,38.0,
-,Opponent Totals,-,-,-,-,-,111,,,1417,604,4060,5.962000000000001,1334.0,148.0,205.0,1773.0,148.0,30.0,314.0,48.0,1752.0,43.0,
