Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
9,"Rombach, Mackenzie",So,MB,6-1,137,0,137,37.0,37.0,257,98,654,0.243,4.0,15.0,13.0,53.0,1.0,26.0,149.0,32.0,372.5,,
4,"Zuhlke, Allyson",Jr,OH,6-3,137,0,137,37.0,37.0,421,151,954,0.28300000000000003,3.0,18.0,18.0,90.0,,17.0,96.0,18.0,504.0,1.0,
14,"Frear, Kaylee",Fr,OH,6-3,137,0,137,37.0,36.0,274,127,677,0.217,5.0,,,10.0,4.0,16.0,117.0,17.0,348.5,1.0,
3,"Kirk, Hannah",Jr,L,5-3,137,0,137,37.0,,3,0,8,0.375,57.0,7.0,9.0,493.0,43.0,,,,10.0,,
16,"Ludtke, Charis",Jr,OH,5-11,133,0,133,37.0,36.0,268,121,869,0.16899999999999998,26.0,31.0,33.0,158.0,24.0,8.0,53.0,8.0,333.5,,
17,"Anderson, Sadie",Fr,OH,6-0,132,0,132,36.0,35.0,258,144,904,0.126,36.0,15.0,9.0,245.0,39.0,12.0,59.0,16.0,314.5,1.0,
13,"Perucki, Rachel",Fr,S,5-6,130,0,130,37.0,32.0,14,3,37,0.297,757.0,14.0,11.0,261.0,2.0,,1.0,,28.5,8.0,
18,"Schmidt, Shayla",Fr,S,6-0,127,0,127,36.0,,55,13,138,0.304,424.0,1.0,2.0,45.0,,12.0,84.0,24.0,110.0,21.0,
2,"Fraser, J'Nae",Jr,DS,5-6,109,0,109,34.0,1.0,0,6,18,-0.33299999999999996,20.0,2.0,2.0,170.0,21.0,,,,2.0,1.0,
12,"Clingan, Ashley",So,DS,5-5,101,0,101,29.0,,0,1,2,-0.5,8.0,1.0,,109.0,6.0,,,,1.0,,
6,"Will, Katie",So,DS,5-7,53,0,53,22.0,3.0,8,5,54,0.055999999999999994,8.0,2.0,2.0,69.0,15.0,,1.0,2.0,10.5,,
8,"Cloutier, Maddie",Fr,DS,5-5,42,0,42,21.0,,0,0,4,0.0,7.0,1.0,2.0,40.0,21.0,,,,1.0,,
7,"Hart, Jennifer",Jr,S,5-7,23,0,23,9.0,5.0,11,3,33,0.242,101.0,,1.0,43.0,,,4.0,,13.0,3.0,
15,"Farr, Abby",Fr,DS,5-3,20,0,20,12.0,,0,0,0,,6.0,1.0,1.0,10.0,1.0,,,,1.0,,
1,"Dangren, Aspen",Fr,OH,5-10,5,0,5,4.0,,4,1,5,0.6,,,,,,,,,4.0,,
10,"Krutsinger, Kim",So,MB,6-2,3,0,3,1.0,,1,0,2,0.5,,,,,,1.0,2.0,,3.0,,
11,"Levy, Jasmine",,,-,1,0,1,1.0,,0,0,0,,,,,,,1.0,,,1.0,,
-,TEAM,-,-,-,-,-,24,16.0,,0,2,2,-1.0,,,,,5.0,,,,,,
-,Totals,-,-,-,-,-,137,,,1574,675,4361,0.20600000000000002,1462.0,108.0,103.0,1796.0,182.0,93.0,566.0,117.0,2058.0,36.0,
-,Opponent Totals,-,-,-,-,-,137,,,1757,933,4840,5.975,1668.0,182.0,253.0,1814.0,108.0,86.0,403.0,108.0,2226.5,41.0,
