Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
15,"Inderski, Kyla",Jr,OH,5-11,121,0,121,32.0,32.0,400,164,1180,0.2,19.0,17.0,17.0,385.0,37.0,9.0,48.0,6.0,450.0,3.0,
13,"Davidson, Chandelle",Sr,S,5-7,121,0,121,32.0,31.0,8,1,32,0.21899999999999997,718.0,27.0,23.0,291.0,,,5.0,,37.5,9.0,
5,"Thommi, Michelle",Sr,DS,5-3,121,0,121,32.0,,4,0,19,0.21100000000000002,118.0,15.0,15.0,621.0,28.0,,,,19.0,1.0,
18,"Schoene, Makena",Sr,OH,6-2,118,0,118,32.0,21.0,281,119,812,0.2,7.0,,2.0,65.0,,5.0,60.0,1.0,316.0,,
22,"Pope, Kameo",Jr,MB,6-1,110,0,110,29.0,29.0,177,61,431,0.26899999999999996,5.0,35.0,36.0,82.0,,9.0,96.0,7.0,269.0,1.0,
10,"Quaites, Capris",Sr,MB,5-9,109,0,109,30.0,29.0,139,40,354,0.28,4.0,,,39.0,,7.0,81.0,6.0,186.5,2.0,
17,"Aspinwall, Paige",Fr,S,5-10,105,0,105,29.0,1.0,6,1,19,0.263,509.0,8.0,3.0,183.0,,,,,14.0,9.0,
12,"Schofield, Grace",So,OH,6-0,101,0,101,31.0,15.0,175,79,584,0.16399999999999998,19.0,26.0,37.0,238.0,23.0,1.0,12.0,3.0,208.0,2.0,
8,"Woods, Nicole",Sr,OH,6-2,88,0,88,26.0,10.0,103,40,397,0.159,6.0,3.0,4.0,45.0,1.0,1.0,41.0,3.0,127.5,,
7,"Cody, Odessa",Jr,OH,6-0,74,0,74,26.0,16.0,186,104,538,0.152,1.0,2.0,4.0,46.0,15.0,6.0,26.0,4.0,207.0,,
1,"Morehead, Courtney",Fr,L/DS,5-6,56,0,56,21.0,1.0,0,1,9,-0.111,10.0,8.0,7.0,84.0,14.0,,,,8.0,,
11,"Boyles, Aubrey",Fr,OH,6-2,42,0,42,18.0,1.0,45,25,188,0.106,2.0,,,11.0,,2.0,22.0,2.0,58.0,,
4,"Tubbs, Elle",Fr,MB,6-4,34,0,34,14.0,6.0,30,10,73,0.27399999999999997,,3.0,12.0,19.0,,1.0,33.0,,50.5,,
2,"Jensen, Sara",So,S,5-11,16,0,16,7.0,,0,1,3,-0.33299999999999996,41.0,2.0,9.0,29.0,1.0,,,,2.0,2.0,
-,TEAM,-,-,-,-,-,22,15.0,,0,0,0,,,,,,19.0,,,,,,
-,Totals,-,-,-,-,-,121,,,1554,646,4639,0.196,1459.0,146.0,169.0,2138.0,138.0,41.0,424.0,32.0,1953.0,29.0,
-,Opponent Totals,-,-,-,-,-,121,,,1643,723,4775,6.167000000000001,1521.0,138.0,183.0,2120.0,146.0,33.0,467.0,55.0,2047.5,55.0,
