Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
11,"Formico, Taylor",Sr,L/DS,5-7,128,0,128,34.0,,10,0,18,0.556,143.0,21.0,20.0,659.0,28.0,,,,31.0,3.0,
3,"Buechler, Reily",Jr,OH,6-1,128,0,128,34.0,34.0,428,158,1250,0.21600000000000003,20.0,21.0,28.0,303.0,29.0,16.0,38.0,10.0,484.0,,
12,"Chandler, Ryann",Jr,S,5-9,127,0,127,34.0,31.0,22,5,54,0.315,943.0,26.0,26.0,277.0,1.0,2.0,16.0,1.0,58.0,11.0,
10,"Frager, Jennie",Sr,MB,6-5,125,0,125,34.0,31.0,275,56,619,0.354,6.0,6.0,20.0,36.0,1.0,17.0,121.0,3.0,358.5,1.0,
1,"Anderson, Jordan",Sr,OH,6-0,125,0,125,34.0,25.0,399,144,1108,0.23,9.0,7.0,14.0,139.0,2.0,13.0,37.0,5.0,437.5,2.0,
8,"Felix, Claire",Sr,MB,6-6,121,0,121,34.0,16.0,211,40,490,0.349,7.0,,,51.0,2.0,20.0,78.0,9.0,270.0,,
5,"Van Winden, Torrey",Fr,OH,6-3,106,0,106,28.0,22.0,304,109,759,0.257,17.0,13.0,20.0,209.0,12.0,9.0,60.0,6.0,356.0,,
6,"Miller, Kylie",Fr,S,5-11,99,0,99,28.0,3.0,4,3,14,0.071,563.0,19.0,33.0,185.0,,,2.0,1.0,24.0,8.0,
7,"Muno, Zana",So,S,5-10,93,0,93,27.0,16.0,81,45,254,0.142,24.0,6.0,18.0,242.0,25.0,1.0,34.0,6.0,105.0,1.0,
24,"Simo, Savvy",Fr,L/DS,5-10,72,0,72,22.0,8.0,10,5,25,0.2,9.0,6.0,10.0,139.0,6.0,,,,16.0,,
19,"Rogers, Kyra",So,MB,6-0,49,0,49,21.0,10.0,45,41,203,0.02,1.0,,,27.0,,2.0,20.0,,57.0,,
4,"Lawless, Haley",Sr,OH,6-3,33,0,33,15.0,7.0,22,13,95,0.095,3.0,,,11.0,,1.0,11.0,2.0,28.5,,
16,"Gates, Madeleine",Fr,MB,6-3,22,0,22,12.0,1.0,24,8,50,0.32,,1.0,4.0,7.0,,2.0,14.0,2.0,34.0,1.0,
18,"Schlener, Taylor",So,L/DS,5-2,12,0,12,8.0,,0,0,0,,,1.0,4.0,1.0,,,,,1.0,,
20,"Robbins, Jamie",Fr,OH,6-1,6,0,6,4.0,,0,0,0,,,1.0,2.0,1.0,,,,,1.0,,
9,"Dreyer, Alexa",Fr,MB,6-3,2,0,2,1.0,,1,0,1,1.0,,,,1.0,,,1.0,,1.5,,
-,TEAM,-,-,-,-,-,8,7.0,,0,0,0,,,,,,6.0,,,,,,
-,Totals,-,-,-,-,-,128,,,1836,627,4940,0.245,1745.0,128.0,199.0,2288.0,112.0,83.0,432.0,45.0,2263.0,27.0,
-,Opponent Totals,-,-,-,-,-,128,,,1629,749,4984,5.755,1542.0,112.0,202.0,2155.0,128.0,42.0,515.0,84.0,2040.5,32.0,
