Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
11,"King, Lorissa",Fr,S,5-9,123,0,123,32.0,32.0,14,10,41,0.098,903.0,16.0,22.0,219.0,1.0,,9.0,6.0,34.5,18.0,
23,"Cronister, Catie",Fr,OH,5-10,120,0,120,31.0,31.0,407,203,1091,0.187,13.0,45.0,93.0,311.0,30.0,6.0,45.0,8.0,480.5,2.0,
7,"Savage, Madeline",Fr,OH,5-11,120,0,120,32.0,,2,2,15,0.0,92.0,27.0,22.0,478.0,39.0,,,,29.0,1.0,
12,"Reilly, Colleen",So,MB,6-0,120,0,120,32.0,32.0,323,119,701,0.29100000000000004,8.0,5.0,19.0,34.0,2.0,12.0,93.0,8.0,386.5,1.0,
13,"Shacklette, Kara",Fr,MB,5-11,110,0,110,31.0,27.0,203,58,459,0.316,6.0,4.0,21.0,21.0,3.0,9.0,70.0,10.0,251.0,,
17,"Holland, Alex",Jr,OH,6-2,97,0,97,30.0,19.0,183,103,523,0.153,1.0,2.0,2.0,34.0,4.0,2.0,49.0,5.0,211.5,,
4,"Eberhardt, M.E.",Fr,S,5-7,93,0,93,28.0,,2,5,10,-0.3,414.0,23.0,35.0,117.0,1.0,,1.0,3.0,25.5,20.0,
6,"Jones, Bijonae",So,OH,5-10,92,0,92,31.0,20.0,152,89,555,0.114,19.0,24.0,20.0,228.0,38.0,1.0,16.0,3.0,185.0,2.0,
10,"Ballard, Morgan",Fr,L/DS,5-6,91,0,91,31.0,1.0,2,1,4,0.25,17.0,8.0,19.0,106.0,9.0,1.0,,,11.0,1.0,
22,"Bossert, Kelly",Fr,RS,6-2,77,0,77,27.0,9.0,104,65,304,0.128,1.0,2.0,1.0,20.0,,1.0,25.0,1.0,119.5,,
1,"Santoro, Bella",Jr,OH,6-0,68,0,68,28.0,12.0,111,79,375,0.085,3.0,13.0,21.0,159.0,22.0,2.0,15.0,1.0,133.5,,
14,"Miller, Lauren",So,RS,6-2,45,0,45,22.0,,36,18,130,0.138,4.0,,,16.0,,2.0,13.0,4.0,44.5,,
9,"Densford, Danni",Jr,MH,6-1,23,0,23,11.0,4.0,15,9,58,0.10300000000000001,,1.0,,6.0,,1.0,11.0,1.0,22.5,1.0,
20,"Tallman, Ellie",Sr,OH,6-1,22,0,22,11.0,1.0,3,4,12,-0.083,2.0,2.0,9.0,4.0,1.0,,,,5.0,,
2,"Alexander, Sutton",Jr,RS,6-1,19,0,19,13.0,1.0,7,12,35,-0.14300000000000002,1.0,,,11.0,,1.0,7.0,1.0,11.5,,
3,"High, Alyse",Jr,MH,6-0,11,0,11,7.0,3.0,8,6,31,0.065,,,,7.0,,,2.0,,9.0,,
15,"Washburn, Shey",Fr,RS,5-11,4,0,4,3.0,,0,0,0,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,21,15.0,,0,0,0,,,,,,14.0,,,,,,
-,Totals,-,-,-,-,-,123,,,1572,783,4344,0.182,1484.0,172.0,284.0,1771.0,164.0,38.0,356.0,51.0,1960.0,46.0,
-,Opponent Totals,-,-,-,-,-,123,,,1419,617,4050,6.372999999999999,1309.0,164.0,232.0,1678.0,172.0,69.0,428.0,41.0,1866.0,45.0,
