Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
2,"Ruiz, Myanna",Sr,L,5-8,108,0,108,28.0,,8,7,54,0.019,69.0,18.0,18.0,481.0,26.0,,1.0,,26.5,1.0,
8,"Dore, Jenn",Fr,S,5-10,108,0,108,28.0,28.0,35,12,137,0.168,1142.0,17.0,32.0,193.0,1.0,1.0,55.0,8.0,80.5,7.0,
12,"Wallenberger, Bridget",Fr,MB,6-2,106,0,106,28.0,28.0,308,111,762,0.259,3.0,23.0,29.0,45.0,1.0,23.0,91.0,18.0,399.5,,
14,"Wilks, Kylie",Fr,OH,5-8,105,0,105,28.0,27.0,271,123,820,0.18,13.0,19.0,25.0,266.0,39.0,2.0,25.0,2.0,304.5,,
9,"Kalous, Jessica",Jr,MB,6-2,100,0,100,27.0,26.0,223,102,502,0.24100000000000002,2.0,1.0,2.0,14.0,1.0,25.0,91.0,10.0,294.5,,
4,"Taylor, Teagan",So,DS,5-6,91,0,91,24.0,11.0,1,0,9,0.111,13.0,17.0,8.0,209.0,21.0,,,,18.0,,
11,"Olsen, Mikelyn",Jr,DS,5-6,79,0,79,21.0,3.0,3,0,8,0.375,11.0,12.0,19.0,165.0,10.0,,1.0,,15.5,,
17,"Schultz, Caitlin",So,OH,6-4,76,0,76,20.0,13.0,230,110,622,0.193,,,,13.0,1.0,2.0,30.0,1.0,247.0,,
3,"Kiekhofer, Louise",Fr,OH,5-9,76,0,76,25.0,14.0,110,69,362,0.113,9.0,,6.0,134.0,12.0,1.0,24.0,6.0,123.0,,
7,"Book, Sydney",Fr,RS,6-0,61,0,61,21.0,7.0,70,41,209,0.139,2.0,,1.0,21.0,2.0,1.0,32.0,,87.0,,
15,"Williams, Maddie",So,MB,6-0,43,0,43,15.0,4.0,41,28,136,0.096,,,,5.0,,6.0,15.0,1.0,54.5,,
1,"Mansfield, Taylor",Sr,OH,5-11,35,0,35,13.0,4.0,47,22,130,0.192,,,,9.0,,1.0,19.0,,57.5,,
10,"Uselding, Lexie",Fr,DS,5-8,26,0,26,13.0,3.0,7,8,29,-0.034,3.0,1.0,2.0,37.0,3.0,,,2.0,8.0,,
13,"Mattson, Kaisa",Sr,MB,6-2,10,0,10,5.0,,8,4,21,0.19,,,,1.0,,2.0,5.0,,12.5,,
5,"McDonald, Amanda",Fr,S,5-11,3,0,3,3.0,,0,0,0,,3.0,,,2.0,,,,,,,
-,TEAM,-,-,-,-,-,18,10.0,,0,0,0,,,,,,13.0,,,,,,
-,Totals,-,-,-,-,-,108,,,1362,637,3801,0.191,1270.0,108.0,142.0,1595.0,130.0,64.0,389.0,48.0,1728.5,8.0,
-,Opponent Totals,-,-,-,-,-,108,,,1337,626,3809,5.225,1262.0,130.0,187.0,1532.0,107.0,63.0,489.0,49.0,1774.5,18.0,
