Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
10,"Pilon, Mariana",Sr,L,5-10,124,0,124,33.0,,1,1,7,0.0,62.0,17.0,21.0,452.0,43.0,,,,18.0,,
9,"Estrada, Andrea",Jr,OH,5-8,124,0,124,33.0,33.0,358,137,1008,0.21899999999999997,15.0,33.0,28.0,395.0,45.0,4.0,36.0,16.0,413.0,1.0,
16,"Kaminsky, Hannah",Sr,S,5-11,123,0,123,33.0,19.0,8,10,38,-0.053,758.0,28.0,34.0,264.0,2.0,,4.0,3.0,38.0,18.0,
19,"Edelen, Ashley",Jr,L/DS,5-4,122,0,122,33.0,21.0,0,1,2,-0.5,20.0,3.0,12.0,208.0,34.0,,,,3.0,,
15,"Barrow, Abby",Jr,OH,5-10,104,0,104,30.0,10.0,289,132,767,0.205,4.0,8.0,18.0,77.0,6.0,6.0,42.0,8.0,324.0,,
1,"Meeks, Kolby",Jr,MH,6-0,104,0,104,31.0,27.0,202,53,404,0.369,6.0,,,14.0,,6.0,88.0,7.0,252.0,,
21,"Rosignol, Alex",Jr,MH,5-11,100,0,100,28.0,28.0,177,45,351,0.376,4.0,22.0,38.0,47.0,,13.0,101.0,12.0,262.5,2.0,
11,"Fredriksson, Nellie",Jr,OH,5-11,95,0,95,31.0,11.0,166,70,431,0.223,8.0,,1.0,25.0,,,44.0,10.0,188.0,,
3,"Viggars, Meg",Sr,S,6-0,88,0,88,24.0,24.0,162,54,460,0.235,554.0,23.0,14.0,163.0,,,71.0,2.0,220.5,7.0,1.0
8,"Perinar, Ginger",Fr,OH,6-2,64,0,64,26.0,7.0,125,75,405,0.12300000000000001,3.0,4.0,12.0,30.0,2.0,,38.0,6.0,148.0,1.0,
12,"Hagen, Shannon",Jr,OH,6-2,57,0,57,25.0,7.0,92,40,281,0.185,,2.0,1.0,23.0,,1.0,24.0,2.0,107.0,,
14,"Dorris, Mckenzie",Sr,MH,6-2,52,0,52,17.0,11.0,63,22,158,0.259,2.0,,9.0,9.0,1.0,5.0,63.0,4.0,99.5,,
18,"Martin, Alayna",Fr,S,6-0,30,0,30,8.0,,1,0,2,0.5,131.0,2.0,13.0,41.0,1.0,,,2.0,3.0,4.0,
4,"Cullen, Breanna",Fr,DS,5-7,5,0,5,3.0,,0,0,1,0.0,1.0,,1.0,5.0,1.0,,,,,,
2,"Benjamin, Yael",Sr,OH,6-0,2,0,2,2.0,,0,0,0,,,,1.0,,,,,,,,
6,"Baalman, Emma",Fr,OPP,6-2,1,0,1,1.0,,0,0,0,,,,,1.0,,,,,,,
-,TEAM,-,-,-,-,-,14,11.0,,0,0,0,,,,,,13.0,,,,,,
-,Totals,-,-,-,-,-,124,,,1644,640,4315,0.233,1568.0,142.0,203.0,1754.0,148.0,35.0,511.0,72.0,2076.5,33.0,
-,Opponent Totals,-,-,-,-,-,124,,,1600,694,4351,6.94,1515.0,148.0,211.0,1733.0,142.0,73.0,305.0,42.0,1973.5,38.0,
