Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
15,"Harris, Deja",So,MB,6-2,123,0,123,32.0,32.0,339,111,657,0.34700000000000003,7.0,2.0,25.0,41.0,,15.0,113.0,27.0,412.5,2.0,
18,"Cage, Alexis",Sr,OH,6-2,123,0,123,32.0,31.0,257,137,711,0.16899999999999998,13.0,20.0,24.0,200.0,36.0,1.0,70.0,10.0,313.0,2.0,
1,"Psoma, Alexandra",So,OH,5-10,122,0,122,32.0,32.0,407,170,996,0.23800000000000002,6.0,14.0,18.0,154.0,20.0,3.0,52.0,4.0,450.0,,
8,"Bolden, Danielle",Sr,DS,5-7,121,0,121,32.0,22.0,58,43,190,0.079,43.0,40.0,73.0,282.0,23.0,,6.0,1.0,101.0,1.0,
13,"Pritchard, Devyn",Jr,DS,5-8,100,0,100,27.0,1.0,1,0,6,0.16699999999999998,59.0,18.0,26.0,324.0,13.0,,,,19.0,3.0,
12,"Fuzie, Emma",Sr,MB,6-1,96,0,96,27.0,20.0,143,61,342,0.24,7.0,16.0,37.0,37.0,1.0,5.0,69.0,9.0,198.5,,
6,"Dunbar, Ashlynn",Fr,OH,6-0,87,0,87,30.0,7.0,160,131,513,0.057,5.0,5.0,17.0,78.0,13.0,4.0,29.0,8.0,183.5,1.0,
19,"Thompson, Indigo",So,S,5-6,80,0,80,27.0,21.0,8,9,41,-0.024,728.0,4.0,9.0,153.0,,,32.0,5.0,28.0,17.0,
7,"Turnlund, Hannah",Fr,OH,5-11,71,0,71,25.0,2.0,128,77,364,0.14,4.0,,3.0,39.0,2.0,1.0,15.0,5.0,136.5,,
17,"Saba, Alexa",Sr,DS,5-7,68,0,68,26.0,,1,1,2,0.0,13.0,2.0,3.0,89.0,20.0,,1.0,,3.5,1.0,
9,"Reeves, Tamia",Fr,MB,6-1,55,0,55,21.0,13.0,83,25,186,0.312,2.0,,1.0,10.0,,3.0,41.0,,106.5,,
3,"Utchen, Lauren",So,S,5-7,52,0,52,17.0,7.0,15,8,32,0.21899999999999997,433.0,6.0,9.0,79.0,,,11.0,5.0,26.5,8.0,
10,"Jones, Hailey",Sr,S,5-6,34,0,34,12.0,4.0,3,2,7,0.14300000000000002,184.0,3.0,8.0,72.0,,,,1.0,6.0,3.0,
14,"Osborn, Bailey",Fr,OH,5-10,5,0,5,3.0,,0,0,0,,,,2.0,,,,,,,,
-,TEAM,-,-,-,-,-,25,16.0,,0,0,0,,,,,,22.0,,,,,,
-,Totals,-,-,-,-,-,123,,,1603,775,4047,0.205,1504.0,130.0,255.0,1558.0,150.0,32.0,439.0,75.0,1984.5,38.0,
-,Opponent Totals,-,-,-,-,-,123,,,1409,606,3831,6.67,1310.0,150.0,266.0,1365.0,130.0,60.0,497.0,61.0,1867.5,39.0,
