Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
12,"Graboski, Taylor",Jr,MH,6-1,131,0,131,34.0,31.0,368,146,1082,0.205,17.0,4.0,13.0,113.0,1.0,12.0,78.0,10.0,423.0,2.0,
11,"Longoria, Morganne",Sr,L,5-2,129,0,129,34.0,,2,3,15,-0.067,329.0,19.0,23.0,680.0,28.0,,1.0,,21.5,1.0,
3,"Carlson, Katherine",So,OH,5-11,128,0,128,34.0,33.0,346,126,1168,0.188,86.0,39.0,32.0,316.0,26.0,3.0,43.0,4.0,409.5,6.0,2.0
9,"Bruinsma, Rachel",Sr,OH,6-1,122,0,122,34.0,26.0,82,47,302,0.11599999999999999,50.0,20.0,36.0,151.0,4.0,12.0,89.0,18.0,158.5,4.0,
5,"Bronner, Sydney",So,MH,6-1,113,0,113,33.0,29.0,92,34,248,0.23399999999999999,14.0,,,31.0,,12.0,93.0,10.0,150.5,,
7,"Bouza, Lexie",Sr,RS,5-10,109,0,109,34.0,16.0,19,31,115,-0.10400000000000001,77.0,19.0,16.0,224.0,14.0,1.0,9.0,3.0,43.5,,
16,"Lacheta, Jamie",Sr,OH,5-10,93,0,93,29.0,8.0,163,97,506,0.13,9.0,,,39.0,1.0,8.0,45.0,5.0,193.5,3.0,
1,"Campbell, Emily",Sr,OH,5-11,88,0,88,23.0,21.0,268,101,938,0.17800000000000002,33.0,5.0,10.0,255.0,18.0,4.0,39.0,7.0,296.5,,
6,"Zaleski, Lizzie",So,RS,6-0,82,0,82,21.0,21.0,62,37,222,0.113,540.0,12.0,15.0,194.0,,3.0,24.0,8.0,89.0,39.0,
15,"Lasky, Tarrah",Jr,S,5-9,72,0,72,22.0,2.0,12,3,44,0.205,212.0,6.0,9.0,111.0,,,1.0,1.0,18.5,15.0,
13,"Currier, Kayla",So,MH,6-0,64,0,64,20.0,11.0,85,41,264,0.16699999999999998,6.0,,5.0,21.0,,5.0,39.0,5.0,109.5,,
8,"Brown, Alana",Fr,DS,5-5,47,0,47,19.0,1.0,0,0,0,,22.0,4.0,4.0,55.0,6.0,,,,4.0,,
10,"Ketcham, Allison",Jr,OH,5-10,28,0,28,8.0,5.0,31,11,141,0.142,8.0,5.0,4.0,98.0,4.0,1.0,3.0,2.0,38.5,,
-,TEAM,-,-,-,-,-,22,18.0,,0,0,0,,,,,,17.0,,,,,,
-,Totals,-,-,-,-,-,131,,,1530,677,5045,0.16899999999999998,1403.0,133.0,167.0,2288.0,119.0,61.0,464.0,73.0,1956.0,70.0,
-,Opponent Totals,-,-,-,-,-,131,,,1808,818,5272,6.569,1710.0,119.0,236.0,2532.0,133.0,39.0,488.0,65.0,2210.0,38.0,
