Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
3,"Reilly, Kathleen",Fr,L/DS,5-5,117,0,117,31.0,,1,3,10,-0.2,47.0,13.0,43.0,545.0,57.0,,,,14.0,1.0,
10,"LeMay, Sydney",Jr,MB,6-3,117,0,117,31.0,31.0,365,121,843,0.289,9.0,18.0,30.0,69.0,2.0,35.0,75.0,5.0,455.5,2.0,
6,"Baznik, Alysia",Sr,OH,5-10,117,0,117,31.0,22.0,184,64,616,0.195,59.0,14.0,19.0,327.0,35.0,5.0,19.0,1.0,212.5,1.0,
12,"Murphy, Mary",So,S,5-8,116,0,116,31.0,30.0,51,30,184,0.114,1264.0,23.0,52.0,190.0,1.0,3.0,38.0,3.0,96.0,15.0,
24,"Ryshytylo, Mikaela",Sr,OH,6-2,93,0,93,26.0,13.0,88,49,288,0.135,12.0,26.0,21.0,226.0,33.0,9.0,8.0,1.0,127.0,,
1,"Kofie, Olivia",Jr,MB,6-1,89,0,89,25.0,25.0,231,87,556,0.259,13.0,11.0,27.0,113.0,2.0,14.0,43.0,8.0,277.5,1.0,
7,"Schnell, Bailey",So,OH,5-9,84,0,84,26.0,23.0,191,93,678,0.145,5.0,7.0,11.0,130.0,12.0,5.0,13.0,,209.5,,
13,"Kinser, Nicole",Sr,MB,6-1,83,0,83,26.0,18.0,181,49,449,0.294,6.0,3.0,6.0,30.0,,15.0,32.0,3.0,215.0,,
11,"Cheatham, Sydney",Jr,DS,5-8,75,0,75,26.0,8.0,1,2,6,-0.16699999999999998,6.0,4.0,13.0,122.0,8.0,,,,5.0,,
4,"Ware, Quiana",Fr,OH,5-10,55,0,55,17.0,1.0,115,52,382,0.165,1.0,,,15.0,1.0,5.0,18.0,3.0,129.0,,
8,"Carey, Kate",Fr,RS,6-2,46,0,46,16.0,12.0,95,39,203,0.276,1.0,,,9.0,,6.0,20.0,1.0,111.0,,
2,"Martin, Willow",Fr,OH,5-11,36,0,36,15.0,3.0,10,9,62,0.016,2.0,5.0,7.0,42.0,7.0,2.0,3.0,,18.5,1.0,
-,TEAM,-,-,-,-,-,16,11.0,,0,1,1,-1.0,,,,,9.0,,,,,,
-,Totals,-,-,-,-,-,117,,,1513,599,4278,0.214,1425.0,124.0,229.0,1818.0,167.0,99.0,269.0,25.0,1870.5,21.0,
-,Opponent Totals,-,-,-,-,-,117,,,1536,610,4261,6.7410000000000005,1422.0,167.0,210.0,1913.0,124.0,68.0,276.0,21.0,1909.0,25.0,
