Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
12,"Tiesman, Grace",Fr,DS,5-8,127,0,127,35.0,,5,5,14,0.0,74.0,26.0,37.0,487.0,32.0,,,,31.0,3.0,
10,"Pifer, Erika",Sr,S,6-1,127,0,127,35.0,14.0,33,11,93,0.237,1021.0,8.0,23.0,122.0,,3.0,65.0,13.0,76.5,14.0,
16,"Newson, Mattie",Sr,DS,5-7,126,0,126,35.0,,0,1,4,-0.25,21.0,20.0,33.0,252.0,15.0,,,,20.0,,
7,"Bognar, Erin",Sr,OH,6-2,124,0,124,35.0,35.0,553,195,1443,0.248,22.0,5.0,33.0,308.0,34.0,11.0,46.0,12.0,592.0,3.0,
13,"Greenwald, Gabbi",Sr,RS,6-2,119,0,119,35.0,35.0,257,85,706,0.244,4.0,,,48.0,,4.0,61.0,9.0,291.5,,
15,"Schouten, Alana",So,L,5-8,117,0,117,34.0,,0,0,0,,3.0,29.0,26.0,32.0,,,,,29.0,,
11,"Wicks, Kiahna",Sr,MB,6-0,116,0,116,34.0,33.0,164,52,371,0.302,7.0,,,24.0,,6.0,69.0,7.0,204.5,1.0,
9,"Neisler, Kate",So,OH,5-11,94,0,94,28.0,28.0,303,99,827,0.247,7.0,27.0,36.0,246.0,17.0,4.0,19.0,6.0,343.5,1.0,
1,"Russell, T.J.",Jr,OH,5-10,93,0,93,27.0,23.0,131,81,344,0.145,5.0,12.0,22.0,54.0,,11.0,84.0,16.0,196.0,,
2,"Anderton, Taylor",So,S,5-10,85,0,85,27.0,21.0,4,2,16,0.125,435.0,6.0,30.0,136.0,,,,,10.0,24.0,
8,"Hobbs, Kelsi",Fr,OH,6-1,65,0,65,23.0,14.0,139,54,339,0.251,6.0,8.0,22.0,42.0,,5.0,45.0,3.0,174.5,,
4,"Boesing, Krista",So,OH,5-10,51,0,51,18.0,7.0,137,75,397,0.156,3.0,4.0,14.0,87.0,7.0,2.0,10.0,2.0,148.0,,
5,"St. Germain, Morgan",Jr,L,5-3,20,0,20,12.0,,2,0,2,1.0,,,3.0,28.0,3.0,,,,2.0,,
3,"Phillip, Shayla",So,MB,5-10,7,0,7,4.0,,4,2,13,0.154,,,2.0,,,,2.0,1.0,5.0,,
-,TEAM,-,-,-,-,-,18,12.0,,0,0,0,,,,,,17.0,,,,,,
-,Totals,-,-,-,-,-,127,,,1732,662,4569,0.23399999999999999,1608.0,145.0,281.0,1866.0,125.0,46.0,401.0,69.0,2123.5,46.0,
-,Opponent Totals,-,-,-,-,-,127,,,1581,656,4423,7.497999999999999,1468.0,125.0,245.0,1905.0,144.0,39.0,412.0,49.0,1951.0,45.0,
