Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
9,"Wes, Cassie",Sr,L,5-8,85,0,85,24.0,1.0,3,1,5,0.4,50.0,14.0,35.0,468.0,17.0,,,,17.0,3.0,
7,"Gurbach, Sarah",Sr,DS,5-4,85,0,85,24.0,18.0,0,0,4,0.0,15.0,15.0,23.0,149.0,21.0,,,,15.0,1.0,
15,"Campbell, Grace",Fr,S,6-0,80,0,80,23.0,23.0,30,12,80,0.225,844.0,24.0,39.0,172.0,1.0,3.0,34.0,4.0,74.0,34.0,
22,"Malesevic, Anja",Jr,OH,6-2,77,0,77,24.0,21.0,208,103,693,0.152,7.0,23.0,35.0,150.0,2.0,2.0,37.0,3.0,251.5,1.0,
18,"Neblett, Kesi",Sr,MH,6-0,75,0,75,24.0,23.0,127,39,305,0.289,6.0,3.0,3.0,31.0,,20.0,51.0,18.0,175.5,2.0,
3,"Wood, Kalie",Fr,L,5-8,70,0,70,22.0,1.0,0,0,0,,2.0,12.0,15.0,44.0,4.0,,,,12.0,,
11,"Kosowicz, Natasha",So,OH,6-0,70,0,70,21.0,17.0,141,65,441,0.172,8.0,7.0,13.0,174.0,20.0,1.0,21.0,7.0,159.5,1.0,
2,"Jacobs, Zoe",Sr,OH,5-11,66,0,66,23.0,6.0,162,92,534,0.131,2.0,,2.0,54.0,5.0,3.0,24.0,2.0,177.0,1.0,
10,"Ikwuazom, Chichi",Fr,MB,6-1,65,0,65,22.0,17.0,193,33,375,0.42700000000000005,1.0,,1.0,14.0,,25.0,64.0,5.0,250.0,,
1,"Del Valle, Luciana",So,MB,5-11,58,0,58,22.0,4.0,103,30,315,0.23199999999999998,6.0,12.0,8.0,78.0,7.0,2.0,14.0,2.0,124.0,,
16,"Peterson, Ara",So,OH,6-1,39,0,39,14.0,8.0,51,16,108,0.324,3.0,1.0,2.0,10.0,1.0,9.0,22.0,4.0,72.0,,
6,"Hefner, Kate",Fr,L,5-7,30,0,30,14.0,1.0,0,0,0,,2.0,3.0,5.0,9.0,,,,,3.0,,
13,"Wilkins, Lauren",So,OH,6-1,27,0,27,14.0,3.0,44,31,165,0.079,3.0,,2.0,26.0,3.0,3.0,6.0,,50.0,,
12,"Casey, Madeleine",So,OH,5-11,16,0,16,9.0,1.0,6,3,13,0.231,46.0,,2.0,9.0,,,1.0,,6.5,2.0,
17,"Gurbach, Lauren",Fr,L,5-4,10,0,10,8.0,,0,0,0,,,,2.0,,,,,,,,
4,"Compton, Rose",Fr,MB,6-3,1,0,1,1.0,,1,0,1,1.0,,,,,,,,,1.0,,
-,TEAM,-,-,-,-,-,28,14.0,,0,0,0,,,,,,22.0,,,,,,
-,Totals,-,-,-,-,-,85,,,1069,425,3039,0.212,995.0,114.0,187.0,1388.0,103.0,68.0,274.0,45.0,1388.0,45.0,
-,Opponent Totals,-,-,-,-,-,85,,,1065,463,3168,0.19,993.0,103.0,175.0,1357.0,114.0,27.0,220.0,47.0,1305.0,35.0,
