Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
3,"Long, Mackenzie",Jr,DS,5-4,119,0,119,32.0,,2,3,14,-0.071,121.0,34.0,44.0,423.0,32.0,,,,36.0,,
4,"Rygelski, Danielle",Sr,OH,5-11,119,0,119,32.0,32.0,715,267,1620,0.27699999999999997,24.0,65.0,73.0,293.0,38.0,3.0,50.0,16.0,808.0,1.0,
16,"Paulson, Taylor",Sr,MB,6-2,117,0,117,32.0,23.0,223,97,551,0.22899999999999998,12.0,24.0,23.0,58.0,1.0,6.0,76.0,8.0,291.0,,
12,"Gandall, Josie",Jr,OH,6-0,104,0,104,30.0,15.0,74,57,316,0.054000000000000006,9.0,20.0,40.0,83.0,15.0,1.0,15.0,2.0,102.5,1.0,
5,"Loftus, Monica",So,OH,6-0,101,0,101,31.0,17.0,80,40,200,0.2,1.0,,,19.0,,4.0,47.0,10.0,107.5,,
15,"Leverenz, Lauren",Jr,MB,6-0,98,0,98,28.0,22.0,171,70,397,0.254,9.0,7.0,9.0,23.0,2.0,6.0,64.0,8.0,216.0,3.0,
7,"Rivas, Camila",So,S,5-9,91,0,91,27.0,18.0,32,13,102,0.18600000000000003,649.0,8.0,17.0,111.0,,3.0,22.0,4.0,54.0,17.0,
1,"Gagen, Ashley",Sr,S,5-8,80,0,80,25.0,14.0,18,8,51,0.196,571.0,6.0,11.0,101.0,,,4.0,1.0,26.0,10.0,
9,"Oh, Maddie",Jr,DS,5-6,77,0,77,23.0,14.0,1,1,3,0.0,13.0,4.0,8.0,97.0,17.0,,,,5.0,,
13,"Okoro, Nenye",Jr,OH,5-9,46,0,46,12.0,9.0,92,58,257,0.132,8.0,,1.0,121.0,15.0,,21.0,2.0,102.5,2.0,
14,"Mershon, Lauren",Fr,MB,6-3,45,0,45,19.0,8.0,37,20,94,0.18100000000000002,2.0,2.0,12.0,24.0,,,30.0,1.0,54.0,,
10,"Ejele, Maryann",Sr,MB,6-2,45,0,45,15.0,10.0,50,19,112,0.27699999999999997,,,,3.0,1.0,,34.0,6.0,67.0,,
2,"Backus, Jenny",So,DS,5-4,35,0,35,13.0,1.0,0,0,0,,2.0,9.0,12.0,35.0,,,,,9.0,,
11,"Bright, Katelyn",Fr,DS,5-6,29,0,29,9.0,3.0,0,0,1,0.0,4.0,2.0,6.0,46.0,1.0,,,,2.0,,
6,"Goodman, Morgan",Fr,DS,5-10,27,0,27,12.0,6.0,30,23,149,0.047,2.0,2.0,9.0,44.0,8.0,,4.0,,34.0,,
8,"Haak, Katia",So,OH,5-10,6,0,6,2.0,,9,4,24,0.20800000000000002,4.0,,,3.0,1.0,,1.0,1.0,9.5,,
-,TEAM,-,-,-,-,-,19,13.0,,0,0,0,,,,,,20.0,,,,,,
-,Totals,-,-,-,-,-,119,,,1534,680,3891,0.21899999999999997,1431.0,183.0,265.0,1484.0,151.0,23.0,368.0,59.0,1924.0,34.0,
-,Opponent Totals,-,-,-,-,-,119,,,1387,552,3631,7.425,1307.0,151.0,242.0,1461.0,183.0,52.0,455.0,87.0,1817.5,34.0,
