Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
16,"Blake, Kaitlyn",So,MB,6-2,108,0,108,30.0,30.0,260,67,535,0.361,9.0,12.0,18.0,91.0,1.0,19.0,145.0,13.0,363.5,1.0,
22,"Babers, Jazzmin",Sr,MB,6-2,108,0,108,30.0,30.0,273,71,557,0.363,13.0,,,38.0,1.0,15.0,113.0,5.0,344.5,2.0,
5,"Nettles, Amy",Jr,L/DS,5-4,108,0,108,30.0,,3,1,22,0.091,96.0,13.0,11.0,396.0,31.0,,,,16.0,,
4,"McGee, Kiara",Jr,OH,5-11,106,0,106,30.0,27.0,334,142,858,0.22399999999999998,5.0,4.0,11.0,49.0,7.0,1.0,53.0,12.0,365.5,,
23,"Aiple, Stephanie",Jr,S,6-1,106,0,106,30.0,30.0,103,35,220,0.309,1150.0,6.0,14.0,188.0,,3.0,76.0,6.0,150.0,13.0,
15,"Reasor, Ashlie",Jr,OPP,6-1,104,0,104,30.0,27.0,221,105,581,0.2,6.0,1.0,8.0,37.0,,7.0,74.0,9.0,266.0,,
9,"Hans, Hollann",Fr,MB,6-1,91,0,91,30.0,12.0,280,118,734,0.221,12.0,24.0,39.0,135.0,12.0,1.0,39.0,5.0,324.5,3.0,
11,"Houser, Amy",So,DS,5-8,91,0,91,28.0,1.0,0,0,5,0.0,27.0,15.0,8.0,168.0,12.0,,,,15.0,,
14,"Arenas, Victoria",Sr,L/DS,5-6,89,0,89,26.0,2.0,0,0,4,0.0,46.0,9.0,12.0,260.0,12.0,,,,9.0,,
13,"Litwin, Gabby",Jr,DS,5-8,59,0,59,22.0,10.0,1,0,4,0.25,12.0,7.0,13.0,67.0,12.0,,,,8.0,,
12,"Hardesty, Emily",Sr,OH,6-3,44,0,44,22.0,5.0,66,33,216,0.153,7.0,3.0,10.0,64.0,15.0,2.0,16.0,2.0,79.0,,
1,"Labhart, Katelyn",Sr,DS,5-10,44,0,44,19.0,6.0,1,0,1,1.0,10.0,2.0,9.0,47.0,7.0,,,,3.0,,
17,"Shebeneck, Kaysie",Sr,S,6-1,10,0,10,8.0,,5,1,19,0.21100000000000002,44.0,1.0,,19.0,,,3.0,,7.5,2.0,
8,"Douglas, Maddie",Fr,OH,6-0,4,0,4,4.0,,2,1,4,0.25,,,,,,,1.0,1.0,2.5,,
25,"Peroff, Kiana",Fr,OH,6-2,4,0,4,3.0,,5,4,13,0.077,,,1.0,11.0,1.0,,2.0,,6.0,,
27,"Lopez, Lexi",Fr,S,5-11,1,0,1,1.0,,0,0,0,,5.0,1.0,,1.0,,,,,1.0,,
-,TEAM,-,-,-,-,-,18,11.0,,0,0,1,0.0,,,,,14.0,,,,,,
-,Totals,-,-,-,-,-,108,,,1554,578,3774,0.259,1442.0,98.0,154.0,1571.0,125.0,48.0,522.0,53.0,1961.0,21.0,
-,Opponent Totals,-,-,-,-,-,108,,,1366,667,3927,5.257999999999999,1291.0,125.0,172.0,1399.0,98.0,51.0,376.0,55.0,1730.0,18.0,
