Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
15,"Kushman, Kaitlyn",So,S,5-8,108,0,108,27.0,27.0,7,6,25,0.04,577.0,24.0,25.0,222,1.0,,1.0,2.0,31.5,33.0,
5,"Fish, Rachel",Sr,L/DS,5-8,108,0,108,27.0,,1,0,4,0.25,79.0,14.0,15.0,453,30.0,,,,15.0,,
1,"Woycik, Morgan",,,5-11,106,0,106,27.0,27.0,264,106,723,0.21899999999999997,3.0,,2.0,40,,6.0,62.0,9.0,301.0,,
18,"Smith, Maddie",Jr,MB,5-11,105,0,105,27.0,27.0,126,38,342,0.257,4.0,12.0,15.0,49,4.0,10.0,112.0,8.0,204.0,,
16,"McDermott, Erin",,,5-10,105,0,105,26.0,,2,5,18,-0.16699999999999998,457.0,29.0,20.0,161,,,3.0,2.0,32.5,6.0,
13,"Stankowski, Cassidy",Sr,OH,5-8,103,0,103,27.0,26.0,220,88,809,0.163,9.0,18.0,16.0,290,39.0,4.0,39.0,2.0,261.5,1.0,
17,"Quirarte, Raquel",So,OH,5-10,101,0,101,27.0,12.0,240,107,737,0.18,6.0,23.0,19.0,149,18.0,4.0,55.0,5.0,294.5,,
7,"Schwab, Brooke",Sr,MH,6-1,100,0,100,25.0,25.0,148,52,327,0.294,9.0,7.0,1.0,32,3.0,13.0,110.0,10.0,223.0,,
3,"Massicotte, Lindsey",Jr,DS,5-5,85,0,85,25.0,14.0,1,3,23,-0.087,9.0,13.0,13.0,205,23.0,,,,14.0,1.0,
8,"Galabova, Gala",,,6-3,77,0,77,22.0,,123,73,382,0.131,4.0,,3.0,19,,9.0,52.0,7.0,158.0,1.0,
11,"Kaprelyn, Madelyn",,,5-11,46,0,46,18.0,2.0,96,57,297,0.131,1.0,,2.0,18,6.0,2.0,21.0,3.0,108.5,1.0,
2,"Dean, Nicole",Sr,OH,5-11,20,0,20,10.0,2.0,5,12,36,-0.19399999999999998,,,,5,1.0,1.0,4.0,2.0,8.0,,
10,"Jones, Erika",Sr,OH,5-11,3,0,3,2.0,,5,3,22,0.091,1.0,,,5,2.0,,,,5.0,,
6,"Schissel, Emma",Jr,DS,5-7,3,0,3,2.0,,0,0,0,,,,1.0,3,2.0,,,,,,
-,TEAM,-,-,-,-,-,18,14.0,,0,0,0,,,,,2,14.0,,,,,,
-,Totals,-,-,-,-,-,108,,,1238,550,3745,0.184,1159.0,140.0,132.0,1653,143.0,49.0,459.0,50.0,1656.5,43.0,
-,Opponent Totals,-,-,-,-,-,108,,,1389,679,3987,4.784,1296.0,143.0,200.0,1712,140.0,51.0,344.0,64.0,1755.0,51.0,
