Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
2,"McCarthy, Erin",Fr,S,5-11,88,0,88,23.0,15.0,4,2,14,0.14300000000000002,363.0,18.0,6.0,223.0,3.0,,,,22.0,8.0,
21,"Cornelius, Christina",So,MB,6-2,88,0,88,23.0,22.0,195,88,546,0.196,13.0,7.0,10.0,116.0,18.0,13.0,71.0,7.0,250.5,,
8,"Fields, Maclaine",Fr,MB,6-3,88,0,88,23.0,23.0,173,43,384,0.33899999999999997,3.0,2.0,1.0,9.0,1.0,12.0,72.0,3.0,223.0,1.0,
23,"Bain, Corinne",Sr,S,5-11,86,0,86,23.0,22.0,187,88,469,0.21100000000000002,554.0,27.0,47.0,223.0,1.0,9.0,64.0,12.0,255.0,24.0,8.0
17,"Roberts Burbank, Grace",Fr,OH,6-3,82,0,82,22.0,19.0,242,101,638,0.221,5.0,12.0,13.0,152.0,39.0,3.0,14.0,3.0,264.0,,
7,"Uhr, Anna",So,OH,5-8,80,0,80,22.0,8.0,0,1,7,-0.14300000000000002,17.0,2.0,8.0,150.0,14.0,,,,2.0,,
15,"Meyer, Jocelyn",So,MB,6-1,78,0,78,22.0,11.0,104,43,262,0.233,4.0,8.0,11.0,36.0,1.0,4.0,42.0,8.0,137.0,1.0,
1,"Tashima, Isabelle",Fr,L,5-7,75,0,75,21.0,1.0,2,0,7,0.28600000000000003,67.0,13.0,26.0,263.0,39.0,,,,15.0,1.0,
3,"Kebe, Paige",Jr,OH,6-1,73,0,73,19.0,12.0,145,70,539,0.139,8.0,,,36.0,23.0,2.0,20.0,3.0,157.0,,
6,"Sigurdson, Heather",Jr,OH,5-11,26,0,26,11.0,,0,0,2,0.0,6.0,,6.0,27.0,3.0,,,,,,
5,"Labanowski, Caroline",Jr,MB,6-4,23,0,23,9.0,5.0,30,21,104,0.087,,,,13.0,2.0,1.0,6.0,1.0,34.0,,
10,"Istvan, Brooke",So,S,5-8,17,0,17,5.0,,0,0,2,0.0,3.0,2.0,2.0,28.0,4.0,,,,2.0,,
13,"Jones, Ellery",Jr,MB,5-11,11,0,11,5.0,,6,7,25,-0.04,,,,3.0,,2.0,3.0,,9.5,,
9,"Adeleye, Sope",Fr,MB,6-1,5,0,5,3.0,,4,2,9,0.222,,,2.0,2.0,,,2.0,,5.0,,
18,"Dews, Michaela",Jr,OH,5-10,3,0,3,1.0,,0,0,0,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,17,11.0,,0,1,1,-1.0,,,,,14.0,,,,,,
-,Totals,-,-,-,-,-,88,,,1092,467,3009,0.20800000000000002,1043.0,91.0,132.0,1281.0,162.0,46.0,294.0,37.0,1376.0,35.0,
-,Opponent Totals,-,-,-,-,-,88,,,1161,452,3107,5.287999999999999,1092.0,162.0,168.0,1273.0,91.0,34.0,316.0,48.0,1515.0,26.0,
