Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
10,"Ivanis, Iris",Sr,OH,5-11,99,0,99,26.0,,1,2,19,-0.053,79.0,24.0,36.0,444.0,36.0,,2.0,,26.0,1.0,
18,"Marinkovic, Katarina",Fr,OH,6-2,98,0,98,26.0,26.0,325,127,877,0.226,27.0,44.0,55.0,177.0,45.0,6.0,32.0,5.0,391.0,5.0,
16,"Glavinic, Katarina",Fr,OH,6-2,96,0,96,27.0,20.0,115,51,324,0.198,5.0,2.0,7.0,32.0,1.0,4.0,68.0,11.0,155.0,,
9,"White, Kory",Fr,MB,6-0,95,0,95,24.0,23.0,141,67,342,0.21600000000000003,1.0,7.0,21.0,16.0,,4.0,101.0,6.0,202.5,,
12,"Mamic, Matea",Sr,OH,6-3,90,0,90,24.0,23.0,299,108,832,0.23,23.0,28.0,47.0,166.0,27.0,5.0,31.0,6.0,347.5,1.0,
13,"Harris, Shae",So,S,6-2,82,0,82,27.0,21.0,89,39,255,0.196,558.0,18.0,26.0,149.0,4.0,2.0,42.0,8.0,130.0,12.0,
3,"Borje-Bonkowski, Aly",Fr,DS,5-4,77,0,77,26.0,6.0,1,2,6,-0.16699999999999998,13.0,8.0,25.0,102.0,16.0,,,,9.0,,
17,"Duarte, Mila",So,OH,6-4,73,0,73,26.0,11.0,126,71,391,0.141,5.0,6.0,20.0,49.0,1.0,2.0,34.0,4.0,151.0,,
6,"Stojanovic, Maja",So,MB,6-2,69,0,69,19.0,19.0,127,35,301,0.306,5.0,14.0,51.0,44.0,,4.0,68.0,5.0,179.0,1.0,
5,"Johnston, Claire",Jr,DS,5-5,66,0,66,22.0,4.0,1,1,4,0.0,15.0,3.0,13.0,97.0,12.0,,,,4.0,,
2,"Lane, Kerry",Sr,S,5-11,65,0,65,23.0,11.0,36,7,91,0.319,511.0,11.0,38.0,98.0,,2.0,33.0,6.0,65.5,7.0,
14,"Elliott, Kahle",Fr,OH,6-3,33,0,33,16.0,2.0,33,20,112,0.11599999999999999,,2.0,8.0,21.0,11.0,1.0,10.0,,41.0,,
8,"Wu, Cecilia",So,MB,6-1,27,0,27,15.0,,23,15,72,0.111,,4.0,11.0,13.0,,1.0,4.0,2.0,30.0,,
11,"Pehanick, Gabrielle",Fr,MB,6-1,13,0,13,6.0,2.0,5,4,20,0.05,,,1.0,2.0,,,6.0,1.0,8.0,,
-,TEAM,-,-,-,-,-,30,19.0,,0,0,0,,,,,,29.0,,,,,,
-,Totals,-,-,-,-,-,110,,,1322,549,3646,0.212,1242.0,171.0,359.0,1410.0,182.0,31.0,431.0,54.0,1739.5,27.0,
-,Opponent Totals,-,-,-,-,-,110,,,1334,582,3532,6.069,1228.0,183.0,196.0,1546.0,170.0,43.0,363.0,39.0,1741.5,30.0,
