Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
6,"Tait, Jennifer",Sr,MB,6-3,124,0,124,32.0,32.0,267,59,585,0.35600000000000004,17.0,3.0,1.0,42.0,3.0,24.0,94.0,6.0,341.0,2.0,
17,"Linxwiler, Madison",So,MB,6-1,124,0,124,32.0,32.0,187,89,476,0.20600000000000002,7.0,15.0,33.0,106.0,2.0,8.0,69.0,12.0,244.5,1.0,
4,"Schuitema, Summer",Jr,S,5-9,123,0,123,32.0,30.0,27,10,74,0.23,749.0,33.0,27.0,342.0,,,7.0,4.0,63.5,10.0,
7,"Heath, Allena",Fr,OH,6-1,122,0,122,32.0,17.0,327,167,942,0.17,5.0,1.0,5.0,88.0,17.0,3.0,47.0,3.0,354.5,1.0,
14,"Kreun, Loni",Sr,OH,6-0,121,0,121,31.0,30.0,332,120,1102,0.192,29.0,28.0,31.0,325.0,27.0,4.0,35.0,7.0,381.5,3.0,
13,"Harty, Rachel",So,RS,5-11,120,0,120,32.0,15.0,192,106,596,0.14400000000000002,12.0,,1.0,68.0,,2.0,48.0,4.0,218.0,1.0,
22,"Schanback, Kayla",Jr,DS,5-7,120,0,120,32.0,1.0,2,3,22,-0.045,92.0,45.0,63.0,566.0,37.0,,,,47.0,1.0,
1,"Ramirez, Rebecca",Sr,S,5-6,119,0,119,32.0,5.0,8,3,29,0.172,509.0,21.0,30.0,208.0,,,,,29.0,16.0,
10,"Stocking, Jessica",So,OH,5-11,107,0,107,29.0,22.0,167,125,616,0.068,11.0,15.0,26.0,237.0,32.0,4.0,24.0,6.0,198.0,1.0,
9,"Gerali, Emerson",Fr,L,5-7,84,0,84,29.0,5.0,1,1,13,0.0,14.0,8.0,13.0,120.0,18.0,,,,9.0,,
8,"Maier, Arilyn",So,OH,5-9,60,0,60,24.0,4.0,52,31,192,0.109,7.0,3.0,,25.0,3.0,,6.0,2.0,58.0,1.0,
11,"Armstrong, Amelia",Jr,OH,6-0,5,0,5,2.0,,0,0,0,,,,,1.0,,,,,,,
-,TEAM,-,-,-,-,-,24,14.0,,0,0,0,,,,,,15.0,,,,,,
-,Totals,-,-,-,-,-,124,,,1562,714,4647,0.182,1452.0,172.0,230.0,2128.0,154.0,45.0,330.0,44.0,1944.0,37.0,
-,Opponent Totals,-,-,-,-,-,124,,,1429,660,4491,0.171,1332.0,154.0,216.0,2046.0,172.0,63.0,385.0,32.0,1838.5,62.0,
