Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
5,"Bernier, Lina",So,OH,5-11,102,0,102,28.0,21.0,166,87,529,0.149,62.0,10.0,26.0,257.0,31.0,3.0,24.0,4.0,191.0,1.0,
1,"Hogan, Katie",Sr,RS,6-4,102,0,102,28.0,28.0,329,127,882,0.22899999999999998,17.0,20.0,23.0,231.0,25.0,11.0,48.0,8.0,384.0,,
7,"Ene, Jennifer",Jr,MB,6-2,94,0,94,28.0,24.0,167,62,413,0.254,6.0,,,20.0,1.0,12.0,72.0,4.0,215.0,4.0,
12,"Dal Pozzo, Mariana",,,-,93,0,93,26.0,8.0,72,46,223,0.11699999999999999,14.0,15.0,23.0,207.0,39.0,,9.0,1.0,91.5,,
11,"Thomas, Taija",,,6-0,93,0,93,28.0,26.0,221,97,587,0.21100000000000002,2.0,7.0,8.0,67.0,2.0,3.0,47.0,3.0,254.5,,
10,"De Paula Silva, Mariana",,,5-11,91,0,91,26.0,22.0,36,23,116,0.11199999999999999,721.0,25.0,19.0,132.0,,9.0,66.0,6.0,103.0,35.0,
9,"Gogins, Brianna",Jr,MB,6-3,78,0,78,24.0,10.0,82,46,219,0.16399999999999998,2.0,,5.0,6.0,,15.0,61.0,8.0,127.5,1.0,
13,"Thelle, Helene",,,5-10,77,0,77,23.0,10.0,16,11,51,0.098,15.0,14.0,15.0,132.0,24.0,1.0,4.0,1.0,33.0,,
22,"Rojas, Sheila",,,-,75,0,75,23.0,3.0,0,0,0,,10.0,8.0,7.0,106.0,14.0,,1.0,,8.5,,
8,"McLamb, Maria",So,L/DS,5-8,47,0,47,18.0,1.0,0,0,0,,7.0,3.0,1.0,61.0,15.0,,,,3.0,,
6,"Sires, Sophia",,,5-5,33,0,33,14.0,7.0,1,3,10,-0.2,196.0,6.0,14.0,23.0,,,3.0,,8.5,12.0,
18,"Clay, Tia",Jr,OH,6-0,31,0,31,15.0,4.0,46,30,146,0.11,1.0,,1.0,18.0,2.0,,8.0,,50.0,,
21,"Harris, Stephanie",,,-,28,0,28,13.0,2.0,11,9,42,0.048,2.0,,,1.0,,5.0,9.0,2.0,20.5,,
4,"Henderson, Sidney",,,5-9,18,0,18,12.0,1.0,9,7,41,0.049,4.0,,,2.0,1.0,1.0,2.0,,11.0,,
15,"Crowell, Priscilla",,,5-4,12,0,12,7.0,,0,0,0,,1.0,,,7.0,2.0,,,,,,
17,"Jean-Louis, G",,,-,7,0,7,4.0,1.0,4,2,11,0.182,,,,,,1.0,,,5.0,,
-,TEAM,-,-,-,-,-,26,17.0,,0,0,0,,,,1.0,,26.0,,,1.0,,,
-,Totals,-,-,-,-,-,102,,,1160,550,3270,0.187,1060.0,108.0,143.0,1270.0,182.0,61.0,354.0,38.0,1506.0,53.0,
-,Opponent Totals,-,-,-,-,-,102,,,1326,538,3402,6.791,1248.0,182.0,183.0,1375.0,108.0,63.0,306.0,29.0,1724.0,37.0,
