Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
15,"Katzen, Vika",Sr,S,6-0,119,0,119,33.0,33.0,151,48,409,0.252,868.0,35.0,29.0,338.0,2.0,2.0,26.0,9.0,201.0,16.0,
11,"Sperry, Kirstyn",So,S,5-10,118,0,118,34.0,32.0,213,99,593,0.192,535.0,41.0,24.0,295.0,14.0,2.0,56.0,11.0,284.0,24.0,2.0
3,"Kingi, Kristin",So,OH,5-11,116,0,116,34.0,3.0,24,25,120,-0.008,20.0,,,282.0,33.0,1.0,2.0,,26.0,,
2,"Vendituoli, Erica",Jr,L,5-5,114,0,114,34.0,2.0,1,2,22,-0.045,38.0,15.0,13.0,452.0,42.0,,,,16.0,,
6,"DePouw, Sara",Jr,MB,6-0,97,0,97,30.0,23.0,250,122,717,0.179,12.0,13.0,23.0,96.0,10.0,,31.0,2.0,278.5,3.0,
13,"Flynn, Julia",So,OH,5-9,96,0,96,28.0,26.0,297,137,796,0.201,19.0,14.0,32.0,233.0,18.0,1.0,22.0,4.0,323.0,1.0,
4,"Patterson, Ava",Fr,MB,6-3,86,0,86,25.0,21.0,144,60,352,0.239,3.0,10.0,16.0,36.0,1.0,7.0,54.0,9.0,188.0,1.0,
16,"Lunsford, Alexandra",Jr,MB,6-1,85,0,85,26.0,21.0,179,54,380,0.32899999999999996,9.0,10.0,16.0,28.0,1.0,7.0,64.0,4.0,228.0,1.0,
7,"Robbins, Kiley",Jr,OH,5-10,78,0,78,28.0,13.0,186,119,559,0.12,3.0,1.0,2.0,37.0,3.0,1.0,28.0,2.0,202.0,1.0,
17,"Richmeyer, Grace",So,MB,6-0,63,0,63,29.0,16.0,85,34,233,0.21899999999999997,2.0,,2.0,15.0,,4.0,42.0,4.0,110.0,,
12,"Gould, Carissa",Sr,S,5-2,50,0,50,22.0,1.0,0,2,4,-0.5,5.0,9.0,5.0,41.0,9.0,,,,9.0,1.0,
18,"Gorski, Sydney",Fr,MB,6-1,46,0,46,17.0,9.0,66,30,154,0.23399999999999999,,4.0,7.0,10.0,1.0,2.0,22.0,4.0,83.0,1.0,
1,"Ruffieux, Margot",So,OH,5-10,33,0,33,17.0,2.0,24,15,82,0.11,3.0,6.0,5.0,57.0,6.0,,2.0,,31.0,,
8,"Kim, Nikki",Fr,L/DS,5-5,17,0,17,8.0,,1,0,2,0.5,3.0,2.0,1.0,31.0,7.0,,,,3.0,,
14,"Bruny, Brianna",Fr,MB,5-9,13,0,13,8.0,1.0,15,5,39,0.256,,,1.0,4.0,1.0,,8.0,,19.0,,
20,"Malet, Julia",So,S,5-9,6,0,6,3.0,,0,0,0,,17.0,1.0,,5.0,,,,,1.0,1.0,
10,"Sulmeisters, Cassandra",Jr,OH,5-9,3,0,3,3.0,1.0,4,4,15,0.0,,,,2.0,1.0,,,,4.0,,
-,TEAM,-,-,-,-,-,31,15.0,,0,1,1,-1.0,,,,,10.0,,,,,,
-,Totals,-,-,-,-,-,122,,,1640,757,4478,0.19699999999999998,1537.0,161.0,176.0,1962.0,159.0,27.0,357.0,49.0,2006.5,50.0,
-,Opponent Totals,-,-,-,-,-,122,,,1437,631,4313,6.489,1330.0,159.0,194.0,1705.0,161.0,68.0,459.0,53.0,1893.5,61.0,
