Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
8,"McBean, Alliyah",Jr,L,5-5,92,0,92,29.0,1.0,3,1,8,0.25,47.0,15.0,26.0,376.0,45.0,,,,18.0,,
12,"Helu, Jenessa",Sr,MB,6-0,91,0,91,29.0,26.0,104,106,415,-0.005,4.0,,10.0,64.0,,2.0,35.0,7.0,123.5,2.0,
13,"Jackson, Jae",Sr,MB,6-1,85,0,85,27.0,26.0,135,65,358,0.196,,1.0,17.0,6.0,,13.0,34.0,8.0,166.0,1.0,
7,"Tennant, Morgan",Jr,S,5-9,75,0,75,27.0,7.0,8,7,46,0.022000000000000002,135.0,23.0,22.0,38.0,1.0,,5.0,4.0,33.5,12.0,
2,"Enriquez, Gabriella",Jr,S,5-6,72,0,72,23.0,21.0,14,12,74,0.027000000000000003,446.0,14.0,23.0,86.0,,2.0,5.0,4.0,32.5,29.0,
20,"Szmajduch, Sabina",Jr,OH,5-11,71,0,71,23.0,22.0,157,113,593,0.07400000000000001,8.0,10.0,15.0,119.0,42.0,3.0,20.0,5.0,180.0,1.0,
5,"Jones, Nakia",Jr,MB,5-9,66,0,66,24.0,20.0,94,42,256,0.203,2.0,4.0,9.0,16.0,1.0,3.0,40.0,18.0,121.0,,
18,"Tucker, Danyelle",So,RS,5-10,57,0,57,21.0,14.0,53,77,286,-0.084,4.0,6.0,36.0,83.0,34.0,,14.0,3.0,66.0,1.0,
1,"Armbrister, Sydney",So,OH,5-10,50,0,50,16.0,15.0,86,86,345,0.0,2.0,5.0,12.0,70.0,32.0,1.0,21.0,7.0,102.5,,
3,"Van Hienen, Mackenzie",Fr,OH,5-8,45,0,45,16.0,4.0,10,27,78,-0.218,2.0,8.0,12.0,52.0,31.0,,2.0,,19.0,1.0,
14,"Wiggins, Kalena",So,OH,5-8,36,0,36,15.0,6.0,34,21,112,0.11599999999999999,1.0,6.0,5.0,33.0,15.0,2.0,4.0,,44.0,,
10,"Stevens, Ariana",Sr,OH,5-11,23,0,23,11.0,6.0,19,19,79,0.0,1.0,,8.0,4.0,1.0,5.0,22.0,3.0,35.0,1.0,
-,TEAM,-,-,-,-,-,39,20.0,,0,1,1,-1.0,,,,,35.0,,,,,,
-,Totals,-,-,-,-,-,92,,,717,577,2651,0.053,652.0,92.0,195.0,947.0,237.0,31.0,202.0,59.0,941.0,48.0,
-,Opponent Totals,-,-,-,-,-,92,,,1182,414,2693,8.748,1080.0,237.0,265.0,1161.0,92.0,39.0,300.0,38.0,1608.0,38.0,
