Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
16,"Fisher, Gabrielle",Jr,OH,6-0,110,0,110,32.0,32.0,354,166,1066,0.17600000000000002,20.0,33.0,35.0,340.0,55.0,3.0,29.0,5.0,404.5,1.0,
5,"Mapes, Alexis",Sr,S,5-8,110,0,110,32.0,32.0,42,20,132,0.16699999999999998,1086.0,8.0,10.0,314.0,,6.0,44.0,7.0,78.0,20.0,
17,"Walling, Logan",Sr,MB,6-3,110,0,110,32.0,31.0,217,69,506,0.292,3.0,,,16.0,2.0,27.0,69.0,6.0,278.5,1.0,
2,"Helms, Jessica",Jr,DS,5-5,110,0,110,32.0,1.0,0,1,7,-0.14300000000000002,75.0,21.0,12.0,414.0,35.0,,,,21.0,2.0,
7,"Waelbroeck, Kori",Jr,RS,6-1,110,0,110,32.0,32.0,389,136,1079,0.23399999999999999,17.0,8.0,18.0,239.0,3.0,7.0,72.0,3.0,440.0,,
1,"Boatman, Abby",So,MB,6-0,106,0,106,31.0,30.0,157,65,421,0.21899999999999997,6.0,11.0,21.0,40.0,1.0,18.0,93.0,14.0,232.5,3.0,
10,"Scott, Elizabeth",So,OH,5-11,105,0,105,32.0,26.0,127,63,540,0.11900000000000001,16.0,23.0,28.0,211.0,23.0,3.0,23.0,5.0,164.5,,
6,"Wright, Mckayla",Fr,DS,5-8,93,0,93,32.0,4.0,17,13,68,0.059000000000000004,13.0,9.0,11.0,81.0,17.0,2.0,2.0,2.0,29.0,1.0,
15,"Hornung, Jacqueline",Fr,OH,5-10,37,0,37,19.0,,18,16,91,0.022000000000000002,1.0,1.0,1.0,27.0,1.0,3.0,2.0,,23.0,,
9,"Ruskaup, Emma",Fr,S,5-10,27,0,27,16.0,1.0,0,1,3,-0.33299999999999996,9.0,1.0,5.0,1.0,,,,,1.0,,
12,"Johnson, Kaitlyn",Fr,RS,5-10,11,0,11,8.0,2.0,6,5,25,0.04,,,,2.0,,,3.0,3.0,7.5,,
11,"Hoffman, Haley",Fr,MB,6-2,7,0,7,4.0,1.0,1,1,9,0.0,,,,,,1.0,3.0,,3.5,,
13,"Horn, Abby",Jr,MB,6-1,2,0,2,1.0,,1,1,2,0.0,,,,,,,,,1.0,,
-,TEAM,-,-,-,-,-,24,17.0,,0,0,0,,,,,,21.0,,,,,,
-,Totals,-,-,-,-,-,110,,,1329,557,3949,0.195,1246.0,115.0,141.0,1685.0,158.0,70.0,340.0,45.0,1684.0,28.0,
-,Opponent Totals,-,-,-,-,-,110,,,1597,584,4166,7.931,1504.0,158.0,174.0,1899.0,115.0,38.0,299.0,35.0,1942.5,44.0,
