Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
3,"Brusek, Jana",Jr,L,5-7,130,0,130,34.0,,2,3,29,-0.034,113.0,25.0,35.0,577.0,50.0,,,,27.0,3.0,
8,"Philo, Aniah",So,OH,5-8,130,0,130,34.0,34.0,297,150,912,0.161,25.0,21.0,33.0,369.0,30.0,3.0,65.0,13.0,353.5,,
9,"Reed, Morgan",Sr,S,6-0,130,0,130,34.0,34.0,72,16,195,0.287,1330.0,23.0,6.0,279.0,1.0,4.0,39.0,5.0,118.5,14.0,
2,"Freiberg, Camryn",Jr,OH,5-11,129,0,129,34.0,33.0,261,103,726,0.218,6.0,7.0,20.0,45.0,,17.0,137.0,14.0,353.5,,
4,"Staiger, Katie",Jr,OH,6-1,128,0,128,34.0,34.0,698,238,1773,0.259,15.0,32.0,61.0,342.0,7.0,4.0,69.0,3.0,768.5,,
21,"Fritcher, Ashley",So,OH,6-2,127,0,127,34.0,31.0,189,92,551,0.17600000000000002,2.0,1.0,2.0,63.0,,3.0,92.0,5.0,239.0,1.0,
1,"Wulf, Tara",Fr,L,5-5,121,0,121,34.0,,0,1,4,-0.25,8.0,19.0,41.0,150.0,14.0,,,,19.0,1.0,
28,"Banister, Alex",Sr,DS,5-3,103,0,103,29.0,,0,0,5,0.0,10.0,13.0,18.0,124.0,12.0,,,,13.0,1.0,
12,"Thomas, Nicole",Fr,MH,6-1,86,0,86,26.0,18.0,56,34,155,0.142,3.0,,2.0,7.0,,4.0,80.0,14.0,100.0,1.0,
17,"Jackson, Jaelyn",Fr,OH,6-3,59,0,59,17.0,17.0,78,35,182,0.23600000000000002,3.0,,,8.0,1.0,2.0,66.0,10.0,113.0,,
16,"Lesikar, Amanda",So,OH,6-1,28,0,28,15.0,,14,7,45,0.156,,,7.0,16.0,2.0,,4.0,1.0,16.0,,
18,"Hunt, Braya",Fr,S,5-10,24,0,24,12.0,,5,0,7,0.7140000000000001,44.0,1.0,7.0,16.0,,,1.0,1.0,6.5,2.0,
11,"Richards, Daria",Fr,MH,6-2,23,0,23,13.0,3.0,12,8,41,0.098,,,,2.0,,1.0,12.0,2.0,19.0,,
7,"Fluegel, Hannah",Fr,S,5-10,11,0,11,6.0,,0,0,0,,14.0,2.0,2.0,4.0,,,,,2.0,1.0,
23,"Davis, Mackenzie",Fr,DS,5-8,3,0,3,2.0,,0,0,1,0.0,,,,4.0,1.0,,,,,,
-,TEAM,-,-,-,-,-,23,19.0,,0,0,0,,,,1.0,,21.0,,,,,,
-,Totals,-,-,-,-,-,130,,,1684,687,4626,0.21600000000000003,1573.0,144.0,235.0,2006.0,139.0,38.0,565.0,68.0,2148.5,24.0,
-,Opponent Totals,-,-,-,-,-,130,,,1610,737,4709,6.1770000000000005,1498.0,140.0,248.0,1904.0,144.0,51.0,531.0,41.0,2066.5,22.0,
