Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
11,"Howell, Haley",Sr,S,5-10,108,0,108,30.0,28.0,36,14,115,0.191,1019.0,24.0,40.0,242.0,2.0,3.0,37.0,2.0,81.5,14.0,
7,"Katagiri, Kalehua",Sr,DS,5-7,108,0,108,30.0,,3,3,11,0.0,62.0,14.0,22.0,562.0,23.0,,,,17.0,,
4,"Kalama, Bobbi Lin",Sr,L,5-8,108,0,108,30.0,23.0,15,7,55,0.145,99.0,32.0,34.0,288.0,22.0,,,,47.0,2.0,
1,"Vasovic, Sonja",Sr,OH,6-3,102,0,102,29.0,24.0,242,125,782,0.15,1.0,26.0,31.0,121.0,1.0,6.0,47.0,4.0,297.5,,
13,"Flagg, Briana",Sr,OH,5-10,101,0,101,28.0,28.0,364,191,1152,0.15,14.0,10.0,20.0,235.0,38.0,1.0,26.0,4.0,388.0,1.0,
14,"Herrick, Brittney",So,MH,6-0,95,0,95,30.0,30.0,123,55,318,0.214,2.0,,,17.0,1.0,3.0,70.0,6.0,161.0,,
18,"Rodriguez, Shantraie",Sr,RS,6-1,77,0,77,26.0,2.0,122,54,398,0.171,2.0,,2.0,17.0,,6.0,41.0,3.0,148.5,1.0,
23,"Pethokoukis, Samantha",Jr,MH,6-2,70,0,70,20.0,19.0,147,42,344,0.305,2.0,14.0,10.0,38.0,,5.0,61.0,7.0,196.5,,
8,"Davila, Camila",Fr,DS,5-2,67,0,67,24.0,1.0,1,0,2,0.5,2.0,2.0,7.0,80.0,16.0,,,,3.0,,
24,"Stock, Annie",So,OH,5-10,58,0,58,19.0,5.0,60,43,243,0.07,2.0,8.0,10.0,44.0,4.0,2.0,6.0,5.0,73.0,,
42,"Burzynski, Julia",Fr,OH,6-1,47,0,47,18.0,9.0,102,84,334,0.054000000000000006,2.0,3.0,10.0,15.0,11.0,4.0,13.0,1.0,115.5,,
5,"Chaney, Kelly",Fr,MH,6-3,38,0,38,18.0,7.0,51,27,122,0.19699999999999998,,,,1.0,,2.0,20.0,6.0,63.0,,
6,"Mumpton, Julia",Fr,MH,5-7,30,0,30,12.0,,0,0,2,0.0,1.0,6.0,4.0,7.0,,,,,6.0,,
2,"Rodriguez, Karli",Jr,MB,6-0,23,0,23,14.0,2.0,12,4,35,0.22899999999999998,,,,3.0,,2.0,9.0,,18.5,,
10,"Georgescu, Ramona",Sr,MH,6-1,19,0,19,7.0,2.0,10,10,43,0.0,,,1.0,3.0,,,6.0,2.0,13.0,,
20,"Torre, Justine",Fr,RS,6-2,8,0,8,5.0,,3,5,15,-0.133,,1.0,1.0,,1.0,,2.0,,5.0,,
-,TEAM,-,-,-,-,-,22,15.0,,0,0,0,,,,1.0,1.0,20.0,,,,,,
-,Totals,-,-,-,-,-,108,,,1291,664,3971,0.158,1208.0,140.0,193.0,1674.0,139.0,34.0,338.0,40.0,1634.0,18.0,
-,Opponent Totals,-,-,-,-,-,108,,,1364,567,3837,6.452000000000001,1281.0,139.0,224.0,1685.0,140.0,60.0,398.0,68.0,1762.0,22.0,
