Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
16,"Armstrong, Elizabeth",Fr,S,5-9,113,0,113,30.0,30.0,67,26,199,0.20600000000000002,1051.0,25.0,28.0,209.0,,1.0,31.0,4.0,108.5,5.0,
5,"Anderson, Samantha",So,MB,6-3,113,0,113,30.0,27.0,317,128,752,0.251,6.0,1.0,,40.0,,7.0,96.0,7.0,373.0,1.0,
11,"Nash, Megan",Jr,RS,6-0,112,0,112,30.0,30.0,261,88,603,0.287,16.0,27.0,22.0,99.0,2.0,14.0,116.0,9.0,360.0,,
1,"Tippett, Haley",So,OH,6-0,112,0,112,30.0,29.0,317,179,912,0.151,44.0,31.0,67.0,354.0,44.0,5.0,45.0,14.0,375.5,,1.0
4,"Dimon, Amanda",So,L/DS,5-4,110,0,110,30.0,,3,3,21,0.0,72.0,30.0,36.0,372.0,22.0,,1.0,,33.5,1.0,
10,"Dunn, Kellen",So,OH,5-11,90,0,90,28.0,12.0,187,92,619,0.153,6.0,6.0,22.0,73.0,18.0,1.0,26.0,2.0,207.0,,
7,"Sharp, Rachel",Sr,OH,6-1,88,0,88,24.0,14.0,96,37,297,0.19899999999999998,6.0,10.0,8.0,132.0,18.0,1.0,16.0,,115.0,1.0,
8,"Jefferis, Rayna",Fr,DS,5-2,80,0,80,24.0,3.0,0,1,3,-0.33299999999999996,12.0,19.0,18.0,218.0,19.0,,,,19.0,1.0,
12,"Peters, Nicole",So,MB,6-1,67,0,67,21.0,17.0,45,28,126,0.135,2.0,,,12.0,1.0,3.0,52.0,4.0,74.0,,
3,"Allen, Savanah",So,MB,6-0,56,0,56,18.0,13.0,62,21,138,0.297,3.0,,,6.0,,4.0,52.0,9.0,92.0,,
15,"Beaton, Amanda",Fr,OH,6-1,43,0,43,18.0,,45,32,147,0.08800000000000001,,,,5.0,,,9.0,2.0,49.5,,
9,"Hjembo, Kristine",Jr,S,5-11,31,0,31,11.0,,2,1,3,0.33299999999999996,103.0,10.0,9.0,43.0,,,,,12.0,1.0,
20,"Washington, Loren",Fr,S,5-8,31,0,31,13.0,5.0,7,5,22,0.091,,6.0,11.0,33.0,5.0,,,,13.0,,
17,"Harry, Abbie",Fr,OH,6-0,29,0,29,16.0,,28,16,75,0.16,,,3.0,3.0,1.0,,6.0,,31.0,,
18,"Douglas, Kelly",Fr,DS,5-8,15,0,15,10.0,,0,0,1,0.0,3.0,,3.0,16.0,2.0,,,,,,
6,"Wright, Sydney",Fr,DS,5-8,15,0,15,10.0,,0,0,0,,,,3.0,4.0,1.0,,,,,1.0,
-,TEAM,-,-,-,-,-,29,13.0,,0,0,0,,,,,,15.0,,,,,,
-,Totals,-,-,-,-,-,113,,,1437,657,3918,0.19899999999999998,1324.0,165.0,230.0,1619.0,148.0,36.0,450.0,51.0,1863.0,11.0,
-,Opponent Totals,-,-,-,-,-,113,,,1340,598,3805,5.747999999999999,1252.0,148.0,225.0,1617.0,164.0,38.0,320.0,26.0,1686.0,55.0,
