Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
23,"Melendez, Michelle",Sr,DS,5-4,112,0,112,29.0,7.0,1,2,4,-0.25,26.0,11.0,8.0,280.0,15.0,,,,12.0,,
19,"Latchford, Margaret",So,L/DS,5-2,112,0,112,29.0,3.0,2,0,6,0.33299999999999996,52.0,17.0,10.0,374.0,16.0,,,,19.0,,
4,"Goodwin, Casey",Fr,RS,6-1,106,0,106,29.0,19.0,211,103,560,0.193,4.0,23.0,38.0,59.0,1.0,9.0,59.0,1.0,272.5,2.0,
2,"Gragg, Anna",Fr,MB,6-3,104,0,104,28.0,28.0,208,63,480,0.302,3.0,,1.0,13.0,,12.0,96.0,4.0,268.0,1.0,
21,"Vorster, Sirena",Jr,MB,6-2,101,0,101,29.0,27.0,145,52,362,0.257,9.0,33.0,17.0,77.0,,10.0,98.0,1.0,237.0,1.0,
1,"Willey, Anna",Jr,S,6-1,95,0,95,27.0,24.0,48,16,127,0.252,919.0,6.0,29.0,222.0,,6.0,47.0,4.0,83.5,11.0,
20,"Vess, Gabrielle",Jr,OH,6-0,90,0,90,25.0,22.0,229,117,710,0.158,8.0,3.0,17.0,173.0,25.0,9.0,30.0,4.0,256.0,1.0,
15,"Clayton, Leah",Fr,OH,5-11,85,0,85,22.0,22.0,346,167,984,0.182,12.0,21.0,25.0,242.0,22.0,4.0,35.0,2.0,388.5,1.0,
24,"Carter, Payton",Fr,OH,6-0,79,0,79,23.0,5.0,51,34,186,0.091,4.0,20.0,7.0,90.0,15.0,3.0,7.0,3.0,77.5,,
8,"Morris, Hannah",Fr,S,6-0,68,0,68,25.0,5.0,9,5,27,0.14800000000000002,240.0,6.0,14.0,79.0,,2.0,15.0,3.0,24.5,7.0,
7,"Morris, Sydney",So,OH,6-0,52,0,52,19.0,9.0,103,62,374,0.11,5.0,10.0,9.0,89.0,8.0,,23.0,,124.5,,
10,"Williams, Kainah",Fr,MB,6-2,36,0,36,16.0,3.0,24,15,60,0.15,5.0,3.0,4.0,7.0,,4.0,20.0,4.0,41.0,,
-,TEAM,-,-,-,-,-,19,9.0,,0,0,0,,,,,,8.0,,,,,,
-,Totals,-,-,-,-,-,112,,,1377,636,3880,0.191,1287.0,153.0,179.0,1705.0,110.0,59.0,430.0,26.0,1804.0,24.0,
-,Opponent Totals,-,-,-,-,-,112,,,1333,663,3970,4.6610000000000005,1242.0,110.0,176.0,1615.0,153.0,45.0,300.0,33.0,1638.0,56.0,
