Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
1,"Grant, Chelsea",Sr,OH,6-2,109,0,109,28.0,27.0,412,177,1048,0.22399999999999998,3.0,9.0,34.0,84.0,4.0,7.0,43.0,6.0,449.5,1.0,
15,"Thomas, Tomar",So,OH,6-1,104,0,104,28.0,18.0,179,120,551,0.107,6.0,7.0,15.0,29.0,,4.0,49.0,12.0,214.5,1.0,
17,"Stahlman, Lauren",Sr,L/DS,5-6,100,0,100,27.0,1.0,3,1,12,0.16699999999999998,41.0,13.0,13.0,237.0,17.0,,,,16.0,,
12,"Morton, Haley",Jr,S,5-7,93,0,93,25.0,19.0,11,8,63,0.048,693.0,11.0,8.0,201.0,,,9.0,,26.5,7.0,
10,"Hollowell, Amy",Jr,OH,5-9,88,0,88,26.0,16.0,154,69,431,0.19699999999999998,10.0,10.0,18.0,140.0,21.0,3.0,42.0,5.0,188.0,1.0,
13,"Hlavac, Murielle",So,OH,5-8,83,0,83,23.0,16.0,162,87,496,0.151,8.0,8.0,26.0,140.0,10.0,1.0,15.0,1.0,178.5,1.0,
7,"Dim, Ivette",So,OH,6-2,82,0,82,22.0,21.0,134,53,325,0.249,3.0,5.0,14.0,21.0,1.0,10.0,56.0,9.0,177.0,,
14,"Stella, Carlyn",Jr,OH,5-10,78,0,78,21.0,9.0,78,41,253,0.146,30.0,14.0,13.0,222.0,17.0,,12.0,1.0,98.0,1.0,
6,"House, Dannisha",Fr,MB,6-1,70,0,70,19.0,17.0,86,42,239,0.184,2.0,5.0,7.0,16.0,1.0,7.0,54.0,2.0,125.0,1.0,
16,"Ellis, Ashley",Sr,S,5-7,67,0,67,19.0,8.0,4,2,9,0.222,356.0,5.0,20.0,89.0,,,4.0,1.0,11.0,14.0,
21,"Pequeno, Erin",So,L/DS,5-4,50,0,50,17.0,2.0,2,2,10,0.0,57.0,3.0,6.0,63.0,3.0,,,1.0,5.0,1.0,
8,"Parish, Nicole",Sr,OH,5-8,43,0,43,19.0,5.0,41,22,143,0.133,2.0,2.0,11.0,38.0,5.0,1.0,14.0,,51.0,1.0,
20,"Strohschein, Monica",So,OH,5-9,41,0,41,18.0,5.0,18,25,79,-0.08900000000000001,4.0,5.0,11.0,61.0,15.0,1.0,,2.0,24.0,,
11,"Crow, Kelly",So,L/DS,5-7,29,0,29,11.0,,1,1,2,0.0,2.0,7.0,7.0,22.0,9.0,,,,8.0,,
3,"Scott, Zahria",So,L/DS,5-3,23,0,23,10.0,3.0,8,5,22,0.136,5.0,1.0,6.0,26.0,4.0,,5.0,1.0,11.5,,
2,"Fazio, Natalie",So,OH,6-0,7,0,7,2.0,1.0,7,0,14,0.5,2.0,3.0,,4.0,,,9.0,,14.5,,
4,"Foster, Shelby",Fr,OH,5-8,5,0,5,1.0,1.0,9,3,27,0.222,1.0,,2.0,12.0,5.0,,7.0,,12.5,,
-,TEAM,-,-,-,-,-,30,19.0,,0,0,0,,,,,,23.0,,,1.0,,,
-,Totals,-,-,-,-,-,109,,,1309,658,3724,0.175,1225.0,108.0,211.0,1405.0,135.0,34.0,319.0,42.0,1610.5,29.0,
-,Opponent Totals,-,-,-,-,-,109,,,1426,509,3578,7.399,1358.0,134.0,210.0,1482.0,107.0,48.0,372.0,31.0,1794.0,38.0,
