Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
12,"Tuiolosega, Justus",Jr,S,5-8,109,0,109,33.0,23.0,24,7,63,0.27,595.0,49.0,23.0,175.0,3.0,1.0,4.0,,76.0,23.0,
3,"Coleman, Jamie",Sr,L/DS,5-8,109,0,109,33.0,,4,5,49,-0.02,101.0,21.0,13.0,492.0,35.0,,,,25.0,9.0,
16,"Dorsey, Briana",Jr,MB,6-0,109,0,109,33.0,31.0,288,73,523,0.41100000000000003,6.0,23.0,21.0,50.0,1.0,24.0,69.0,6.0,369.5,2.0,
8,"Medearis, Krysta",Fr,OH,6-0,108,0,108,33.0,25.0,232,128,602,0.17300000000000001,8.0,,1.0,32.0,4.0,7.0,50.0,8.0,264.0,,
17,"Brown, Ni'Yesha",Jr,OH,6-0,105,0,105,33.0,16.0,275,116,710,0.22399999999999998,6.0,13.0,21.0,71.0,7.0,1.0,42.0,5.0,310.0,1.0,
11,"Bennett, Bayle'",Fr,OH,5-10,104,0,104,33.0,30.0,267,141,789,0.16,13.0,30.0,31.0,228.0,35.0,,26.0,,310.0,4.0,
18,"Martin, Candace",Jr,MH,6-0,104,0,104,33.0,28.0,124,50,288,0.257,6.0,,,7.0,3.0,14.0,65.0,5.0,170.5,,
9,"Kutsch, Kori",So,S,5-9,95,0,95,29.0,9.0,7,6,33,0.03,455.0,26.0,23.0,135.0,1.0,,,1.0,33.0,15.0,
5,"Torres, Kayla",So,L/DS,5-5,80,0,80,32.0,13.0,2,0,11,0.182,14.0,6.0,8.0,124.0,16.0,,,,8.0,2.0,
13,"Martin, Tamara",Jr,RS,6-1,62,0,62,25.0,5.0,37,24,107,0.121,1.0,,,25.0,1.0,3.0,21.0,3.0,50.5,,
10,"Daniels, Asha",Fr,S,5-6,52,0,52,22.0,7.0,1,0,5,0.2,6.0,2.0,8.0,55.0,9.0,,1.0,,3.5,1.0,
6,"Brown, Brittany",Jr,OH,5-8,34,0,34,11.0,4.0,44,38,156,0.038,2.0,6.0,10.0,56.0,8.0,,11.0,,55.5,,
2,"Worthy, Bronwyn",Fr,OH,6-0,29,0,29,17.0,1.0,7,6,25,0.04,4.0,,,5.0,,,7.0,,10.5,,
1,"Claiborne, Korynn",Jr,DS,5-8,7,0,7,3.0,,0,1,1,-1.0,,,4.0,9.0,2.0,,,,,,
-,TEAM,-,-,-,-,-,37,22.0,,0,0,0,,,,,,31.0,,,,,,
-,Totals,-,-,-,-,-,110,,,1312,595,3362,0.213,1217.0,176.0,163.0,1464.0,156.0,50.0,296.0,28.0,1686.0,57.0,
-,Opponent Totals,-,-,-,-,-,110,,,1085,631,3378,0.134,1018.0,156.0,191.0,1273.0,176.0,46.0,229.0,31.0,1401.5,66.0,
