Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
3,"Lilly, Catlin",Sr,OH,6-2,117,0,117,32.0,32.0,326,117,1098,0.19,21.0,30.0,54.0,318.0,35.0,2.0,48.0,3.0,382.0,1.0,
7,"Morgan, Summer",Sr,MB,6-2,117,0,117,32.0,31.0,204,82,512,0.23800000000000002,8.0,13.0,27.0,41.0,3.0,18.0,103.0,20.0,286.5,1.0,
1,"Hayes, Mckenzie",Sr,RS,6-2,116,0,116,32.0,28.0,258,111,745,0.19699999999999998,21.0,12.0,34.0,139.0,12.0,4.0,75.0,20.0,311.5,1.0,
14,"Ruhlman, Mady",So,L,5-5,116,0,116,32.0,1.0,0,0,1,0.0,60.0,15.0,12.0,414.0,26.0,,,,15.0,1.0,
13,"Comperry, Regan",Jr,S,6-0,112,0,112,32.0,28.0,24,9,76,0.19699999999999998,731.0,35.0,43.0,246.0,1.0,1.0,16.0,5.0,68.0,24.0,
6,"Moss, Michaella",Sr,OH,6-1,102,0,102,31.0,4.0,82,43,280,0.139,32.0,14.0,22.0,276.0,19.0,,21.0,2.0,106.5,1.0,
22,"Kadiku, Brianna",Fr,MB,6-2,100,0,100,30.0,22.0,124,49,310,0.242,1.0,,,9.0,,10.0,82.0,18.0,175.0,1.0,
21,"Bierria, Tai",Fr,OH,6-1,93,0,93,28.0,25.0,193,93,669,0.149,13.0,13.0,38.0,175.0,19.0,3.0,22.0,,220.0,1.0,
8,"Myers, Faith",Jr,S,5-11,93,0,93,29.0,4.0,12,4,46,0.174,409.0,12.0,19.0,180.0,,,3.0,3.0,25.5,8.0,
11,"Walter, Kelsey",So,MB,6-0,64,0,64,24.0,6.0,82,44,256,0.14800000000000002,2.0,1.0,3.0,21.0,1.0,,37.0,9.0,101.5,,
4,"Seering, Kendall",Jr,DS,5-6,49,0,49,23.0,,0,0,1,0.0,1.0,2.0,9.0,8.0,,,1.0,,2.5,,
2,"Root, Addison",Fr,OH,6-1,47,0,47,19.0,11.0,91,57,297,0.114,,,1.0,22.0,3.0,3.0,12.0,2.0,100.0,,
12,"Grzebien, Allison",Fr,OH,6-2,7,0,7,5.0,,2,4,13,-0.154,,,,2.0,,,3.0,,3.5,1.0,
-,TEAM,-,-,-,-,-,19,16.0,,0,0,0,,,,,,16.0,,,,,,
-,Totals,-,-,-,-,-,117,,,1398,613,4304,0.182,1299.0,147.0,262.0,1851.0,135.0,41.0,423.0,82.0,1797.5,40.0,
-,Opponent Totals,-,-,-,-,-,117,,,1505,652,4306,6.28,1412.0,135.0,251.0,1981.0,148.0,45.0,409.0,50.0,1889.5,59.0,
