Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
2,"Malone, Melodie",Sr,OH,5-7,99,0,99,28.0,27.0,180,118,682,0.091,24.0,26.0,43.0,251.0,38.0,,18.0,2.0,215.0,3.0,
10,"Williams, Diamond",Sr,L,5-6,99,0,99,28.0,,9,12,66,-0.045,44.0,17.0,28.0,450.0,29.0,,1.0,,26.5,8.0,
3,"Calais, Vaterra",So,S,5-7,99,0,99,28.0,23.0,18,12,84,0.071,501.0,31.0,47.0,162.0,1.0,1.0,6.0,2.0,53.0,19.0,
8,"Hall, Paige",So,MB,5-11,99,0,99,28.0,27.0,174,87,508,0.171,8.0,3.0,16.0,44.0,1.0,18.0,56.0,10.0,223.0,,
5,"Hall, Arabella",Fr,MH,6-0,99,0,99,28.0,26.0,226,92,551,0.243,2.0,15.0,25.0,42.0,2.0,31.0,70.0,8.0,307.0,1.0,
12,"Jolly, Shelby",Fr,OH,5-11,99,0,99,28.0,4.0,191,126,607,0.107,5.0,1.0,,54.0,13.0,7.0,33.0,3.0,215.5,1.0,
4,"Selleneit, Jamie",Sr,S,5-6,89,0,89,27.0,4.0,2,5,24,-0.125,309.0,18.0,11.0,114.0,,,1.0,,20.5,14.0,
7,"Jefferson, Bailey",So,L/DS,5-6,60,0,60,25.0,16.0,3,3,24,0.0,13.0,8.0,9.0,100.0,11.0,,1.0,,11.5,,
1,"Clayton, Mariah",Jr,DS,5-5,51,0,51,22.0,5.0,0,2,19,-0.105,8.0,8.0,15.0,75.0,5.0,,,,8.0,,
20,"Carr, Shauntia",Sr,MB,5-10,46,0,46,23.0,,32,36,145,-0.027999999999999997,,,1.0,19.0,,,14.0,2.0,39.0,1.0,
11,"Neubauer, Bayley",Jr,MB,6-4,39,0,39,14.0,,23,23,97,0.0,,,,6.0,,6.0,17.0,2.0,37.5,,
15,"Moore, Darrah",Fr,OH,5-9,23,0,23,12.0,1.0,7,11,37,-0.10800000000000001,,,,5.0,1.0,,4.0,2.0,9.0,,
6,"Clayton, Dreona",Fr,L/DS,5-3,21,0,21,13.0,2.0,0,1,3,-0.33299999999999996,2.0,,2.0,14.0,5.0,,,,,,
9,"Mohammed, Sameera",Fr,DS,5-4,17,0,17,10.0,,1,1,6,0.0,1.0,3.0,2.0,11.0,3.0,,,,4.0,,
-,TEAM,-,-,-,-,-,54,19.0,,0,0,0,,,,,,25.0,,,,,,
-,Totals,-,-,-,-,-,99,,,1009,618,3310,0.11800000000000001,922.0,135.0,203.0,1414.0,134.0,67.0,264.0,35.0,1343.0,47.0,
-,Opponent Totals,-,-,-,-,-,99,,,1115,607,3371,0.151,1005.0,134.0,212.0,1458.0,135.0,57.0,254.0,35.0,1433.0,55.0,
