0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Date,Opponent,Result,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/25/2017,"Houston @ Arligton, Texas",W 3 - 2,5,1,8,3,28,0.179,,,,,,1,4,,11.0,,
08/26/2017,"Southern U. @ Arlington, Texas",W 3 - 0,3,1,10,0,16,0.625,1,,,,,,2,,11.0,,
08/26/2017,@ UT Arlington,L 0 - 3,3,1,7,1,14,0.429,1,,,1,,1,2,1,9.0,,
09/01/2017,"Southern Miss. @ Mobile, Ala.",L 1 - 3,4,1,10,5,25,0.200,,,,,,,2,,11.0,1,
09/02/2017,@ Alabama,L 2 - 3,5,1,8,4,37,0.108,,,,,,,5,,10.5,,
09/02/2017,@ South Alabama,L 0 - 3,1,1,1,1,4,,,,,,,,1,,1.5,,
09/04/2017,Grambling,W 3 - 0,2,1,5,1,9,0.444,,,,,,,1,,5.5,,
09/08/2017,"Mississippi St. @ Houston, Texas",W 3 - 0,3,1,3,3,8,,,,,2,,,1,,3.5,,
09/08/2017,@ Houston,W 3 - 2,5,1,7,5,26,0.077,,,,1,,,6,,10.0,,
09/09/2017,"Stetson @ Houston, Texas",W 3 - 1,4,1,8,2,19,0.316,,,,4,,2,,,10.0,,
09/12/2017,@ Prairie View,W 3 - 0,3,1,7,2,15,0.333,,,,,,2,2,,10.0,,
09/15/2017,"Valparaiso @ Macomb, Ill.",L 1 - 3,4,1,6,2,25,0.160,,,,4,1,2,5,,10.5,,
09/15/2017,"Drake @ Macomb, Ill.",L 2 - 3,5,1,15,2,29,0.448,,,,2,,,2,1,16.0,,
09/16/2017,@ Western Ill.,W 3 - 2,5,1,7,6,24,0.042,,,,1,,,3,1,8.5,,
09/19/2017,Nicholls St.,W 3 - 0,3,1,7,2,16,0.312,,,,,,2,5,1,11.5,,
09/21/2017,Houston Baptist,L 0 - 3,3,1,8,1,13,0.538,,,,,,,2,1,9.0,,
09/26/2017,@ Abilene Christian,W 3 - 1,4,1,10,1,28,0.321,,,,,,1,3,,12.5,,
09/28/2017,@ UIW,W 3 - 1,4,1,8,5,28,0.107,,,,1,,,3,,9.5,,
09/30/2017,@ A&M-Corpus Christi,L 1 - 3,4,1,4,3,23,0.043,,,,2,,,,1,4.0,,
10/05/2017,Abilene Christian,W 3 - 1,1,1,0,3,5,-0.600,,,,,,1,1,1,1.5,,
10/07/2017,Sam Houston St.,L 1 - 3,4,1,3,2,15,0.067,1,,,1,,,3,,4.5,,
10/12/2017,Northwestern St.,L 2 - 3,,,,,,,,,,,,,,,,,
10/14/2017,Central Ark.,W 3 - 2,1,1,2,2,7,,,,,,,,1,1,2.5,,
10/17/2017,Prairie View,W 3 - 0,3,1,2,1,7,0.143,,,,,,,3,1,3.5,,
10/19/2017,@ SFA,L 1 - 3,2,1,4,1,7,0.429,,,,,,,2,1,5.0,,
10/21/2017,@ Lamar University,W 3 - 1,4,1,7,4,21,0.143,,,,1,,1,5,,10.5,,
10/28/2017,@ Nicholls St.,W 3 - 0,3,1,5,2,10,0.300,,,,,,1,1,,6.5,,
11/02/2017,New Orleans,W 3 - 0,3,1,6,3,15,0.200,1,,,,,,6,1,9.0,,
11/04/2017,Southeastern La.,W 3 - 0,3,1,3,7,14,-0.286,,,,,,1,4,,6.0,,
11/09/2017,@ Central Ark.,W 3 - 2,,,,,,,,,,,,,,,,,
11/11/2017,@ Northwestern St.,L 0 - 3,,,,,,,,,,,,,,,,,
11/17/2017,"Central Ark. @ Corpus Christi, TX",L 1 - 3,1,1,0,3,6,-0.500,1,,,,,1,,,1.0,,
