Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
12,"Nelms, Keegan",Sr,OH,6-0,100,,100,26,,274,112,854,0.19,43.0,28.0,26.0,273.0,34.0,4.0,17.0,2.0,314.5,2.0,0
28,"Hodges, Ajani",Fr,MB,6-1,98,,98,26,,72,41,238,0.13,3.0,8.0,37.0,26.0,2.0,12.0,71.0,14.0,127.0,,0
8,"McGownd, Angela",Sr,DS,5-6,96,,96,26,,3,3,33,0.0,44.0,6.0,26.0,466.0,27.0,,,,9.0,,0
11,"Krpec, Macee",Fr,OPP,6-2,94,,94,26,,189,105,533,0.158,6.0,,1.0,40.0,,7.0,45.0,8.0,218.5,,0
6,"Sharrock, Caitlin",Jr,S,5-10,89,,89,27,,20,14,104,0.057999999999999996,488.0,29.0,54.0,119.0,,1.0,2.0,,51.0,24.0,0
4,"Lambert, Alexis",Jr,OH,5-10,85,,85,24,,259,69,712,0.267,17.0,13.0,29.0,164.0,17.0,1.0,19.0,3.0,282.5,1.0,0
2,"Kilchrist, Kendall",So,S,5-9,85,,85,22,,5,3,46,0.043,439.0,15.0,37.0,140.0,1.0,,,,20.0,9.0,0
7,"Lippert, Allison",Jr,MB,6-1,69,,69,18,,117,48,268,0.257,8.0,27.0,23.0,40.0,1.0,13.0,46.0,7.0,180.0,1.0,0
25,"Glueck, Kendall",So,OPP,6-3,64,,64,21,,113,67,319,0.14400000000000002,2.0,1.0,,26.0,2.0,9.0,40.0,5.0,143.0,,0
3,"Stiawalt, Regan",Jr,OH,5-11,60,,60,18,,142,73,390,0.177,10.0,17.0,23.0,83.0,8.0,2.0,20.0,1.0,170.5,4.0,0
14,"Kelly, Avery",So,DS,5-7,46,,46,16,,0,0,1,0.0,3.0,13.0,14.0,18.0,,,,,13.0,,0
1,"Burt, Lauren",Fr,MB,6-3,45,,45,14,,54,21,124,0.266,1.0,,,19.0,,16.0,29.0,,84.5,1.0,0
13,"Fontenot, Madison",Jr,OH,6-0,41,,41,14,,1,0,14,0.071,12.0,,,89.0,12.0,,,,1.0,1.0,0
5,"Mills, Clare",Fr,L/DS,5-6,38,,38,13,,0,4,13,-0.308,6.0,11.0,13.0,38.0,2.0,,,,11.0,,0
21,"Craus, Callie",Fr,S,5-8,23,,23,11,,1,2,10,-0.1,109.0,3.0,9.0,33.0,1.0,,,,4.0,3.0,0
9,"Schneider, Haley",Sr,RS,5-6,16,,16,7,,20,13,76,0.092,1.0,,1.0,1.0,,,4.0,1.0,22.0,,0
-,TEAM,-,-,-,-,-,13,4,,0,0,0,,,,,,12.0,,,,,,0
-,Totals,-,-,-,-,-,106,22,,1270,575,3735,0.18600000000000003,1192.0,171.0,293.0,1575.0,119.0,65.0,293.0,41.0,1583.0,46.0,22
-,Opponent Totals,-,-,-,-,-,106,22,,1249,558,3612,0.191,1160.0,119.0,187.0,1642.0,171.0,73.0,331.0,48.0,1543.5,43.0,22
