Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
6,"Merrill, Seren",Jr,L/DS,5-8,113,,113.0,30,,4,0,19,0.21100000000000002,102.0,15.0,13.0,456.0,22.0,,1.0,,19.0,2.0,0
13,"Funk Stratton, Jaysa",Jr,S,6-0,113,,113.0,30,,4,3,21,0.048,509.0,24.0,15.0,216.0,,,1.0,1.0,28.5,32.0,0
12,"Niutupuivaha, Jasmine",Sr,MB,5-11,112,,112.0,30,,179,56,407,0.302,6.0,14.0,28.0,61.0,3.0,6.0,95.0,1.0,246.5,,0
7,"Wardle, Madi",Sr,S,5-8,111,,111.0,30,,6,4,26,0.077,598.0,25.0,29.0,209.0,1.0,,,1.0,31.0,9.0,0
9,"Tarawhiti, Kazna",So,OH,5-11,109,,109.0,29,,415,191,1093,0.205,21.0,18.0,48.0,260.0,64.0,3.0,65.0,6.0,468.5,,0
18,"Downs, Kaili",So,RS,6-2,103,,103.0,30,,161,71,512,0.17600000000000002,4.0,,1.0,70.0,,1.0,60.0,4.0,191.5,,0
5,"Childs, Megan",Sr,MB,6-2,91,,91.0,27,,128,60,338,0.201,3.0,,,41.0,2.0,2.0,68.0,6.0,164.0,,0
10,"Christensen, Bailey",Jr,OH,6-1,90,,90.0,26,,178,103,581,0.129,15.0,13.0,36.0,123.0,32.0,2.0,34.0,3.0,210.0,2.0,0
8,"Jarema, Makaila",Sr,MB,6-1,77,,77.0,21,,109,32,255,0.302,1.0,2.0,3.0,18.0,2.0,7.0,120.0,4.0,178.0,2.0,0
2,"Dorius, Tori",Fr,OH,6-2,65,,65.0,25,,85,54,290,0.107,7.0,6.0,14.0,45.0,23.0,5.0,27.0,1.0,109.5,2.0,0
11,"Hamson, Sadie",So,MB,6-0,40,,40.0,16,,45,18,110,0.245,1.0,,,5.0,1.0,3.0,32.0,2.0,64.0,,0
10,"Nixon, Bailey",,,-,17,,17.0,5,,34,20,104,0.135,1.0,3.0,4.0,20.0,9.0,,6.0,,40.0,,0
16,"Bell, Kristen",Jr,OH,6-2,15,,15.0,7,,0,0,2,0.0,1.0,,,15.0,4.0,,,,,,0
15,"Vagana, Caleigh",Fr,OH,5-11,9,,9.0,7,,6,7,28,-0.036000000000000004,,,1.0,2.0,2.0,,4.0,,7.5,,0
14,"Hughes, Abbie",Fr,DS,-,3,,3.0,2,,0,0,0,,,,,1.0,1.0,,,,,,0
3,"Andrus, Natalia",Fr,MB,6-0,2,,2.0,2,,0,0,2,0.0,,,,,,,,,,,0
-,TEAM,-,-,-,-,-,,0,,0,0,0,,,,,,23.0,,,,,,0
-,Totals,-,-,-,-,-,113.0,29,,1354,619,3788,0.19399999999999998,1269.0,120.0,192.0,1542.0,189.0,29.0,513.0,29.0,1625.5,49.0,29
-,Opponent Totals,-,-,-,-,-,113.0,29,,1430,679,3928,0.191,1331.0,189.0,214.0,1572.0,120.0,33.0,398.0,42.0,1714.0,34.0,29
