Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
2,"Hayden, Brooke",Sr,L/DS,5-10,88,,88,23,,2,0,6,0.33299999999999996,65.0,31.0,20.0,348.0,29.0,,,,33.0,2.0,0
15,"Freeman, Carmen",Jr,OH,5-10,86,,86,23,,274,120,837,0.184,9.0,26.0,27.0,220.0,56.0,1.0,30.0,2.0,316.0,2.0,0
4,"Khoshatefeh, Niki",Fr,MB,6-2,86,,86,23,,167,44,404,0.304,2.0,16.0,26.0,44.0,,11.0,67.0,6.0,227.5,5.0,0
9,"Reed, Franchesca",Sr,MB,6-0,83,,83,23,,148,47,352,0.287,2.0,,,16.0,,10.0,67.0,6.0,191.5,1.0,0
14,"Conteh, Kamani",Fr,OH,5-10,78,,78,22,,221,122,612,0.162,3.0,13.0,16.0,88.0,15.0,,20.0,5.0,244.0,1.0,0
7,"Curran, Gabrielle",So,DS,6-0,64,,64,19,,1,2,6,-0.16699999999999998,8.0,9.0,4.0,109.0,16.0,,,1.0,10.0,,0
5,"Dunn, Taylor",Jr,S,5-8,59,,59,18,,16,7,55,0.16399999999999998,526.0,11.0,10.0,144.0,,1.0,13.0,3.0,34.5,12.0,0
17,"Ferketic, Emily",Fr,RS,6-2,51,,51,15,,58,37,167,0.126,1.0,,,15.0,,,49.0,7.0,82.5,,0
8,"Putnicki, Riley",Fr,S,5-9,50,,50,14,,9,6,46,0.065,362.0,12.0,19.0,96.0,,,12.0,2.0,27.0,4.0,0
6,"Tomas, Kayla",Fr,DS,5-6,45,,45,15,,2,0,3,0.667,8.0,6.0,9.0,78.0,5.0,,,,8.0,,0
12,"Van Noord, Anouk",Jr,RS,6-2,44,,44,14,,77,32,204,0.221,,2.0,6.0,12.0,,1.0,24.0,5.0,92.0,,0
10,"Krenik, Paige",So,OH,5-11,32,,32,15,,37,25,130,0.092,,6.0,3.0,57.0,8.0,,1.0,1.0,43.5,,0
11,"Williams, Elayna",Jr,OH,5-11,25,,25,12,,15,13,65,0.031,1.0,,3.0,36.0,3.0,1.0,5.0,1.0,18.5,,0
16,"Elrod, Becca",Jr,MB,6-3,23,,23,12,,26,12,61,0.23,1.0,,3.0,1.0,,2.0,16.0,4.0,35.5,1.0,0
-,TEAM,-,-,-,-,-,3,2,,0,0,0,,,,,,17.0,,,,,,0
-,Totals,-,-,-,-,-,88,19,,1054,472,2961,0.19699999999999998,988.0,132.0,146.0,1266.0,149.0,27.0,305.0,44.0,1262.5,28.0,19
-,Opponent Totals,-,-,-,-,-,88,19,,1142,459,3075,0.222,1075.0,149.0,162.0,1206.0,131.0,34.0,293.0,40.0,1334.5,28.0,19
