Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
22,"VanSeveren, Sophie",Jr,L/DS,5-7,111,,111,30,,5,2,25,0.12,59.0,24.0,52.0,482.0,41.0,,,,29.0,1.0,0
9,"Honan, Clare",Jr,MB,6-1,111,,111,30,,190,70,544,0.221,14.0,16.0,15.0,66.0,1.0,17.0,56.0,4.0,251.0,1.0,0
17,"Benck, Gracyn",Fr,OH,6-0,109,,109,30,,231,117,679,0.168,3.0,1.0,1.0,34.0,6.0,7.0,41.0,1.0,259.5,1.0,0
5,"Harding, Rachel",Jr,OH,5-9,107,,107,30,,233,125,837,0.129,22.0,25.0,31.0,304.0,43.0,4.0,16.0,4.0,270.0,1.0,0
23,"Dwyer, Shannon",Jr,S,5-9,103,,103,28,,20,8,101,0.11900000000000001,716.0,17.0,24.0,185.0,1.0,3.0,16.0,,48.0,18.0,0
4,"Wright, Regan",So,OH,5-11,97,,97,27,,222,151,688,0.10300000000000001,15.0,18.0,48.0,162.0,30.0,3.0,19.0,4.0,252.5,1.0,0
11,"Kerins, Katie",Jr,MH,6-0,94,,94,27,,204,75,514,0.251,9.0,,,22.0,1.0,15.0,50.0,7.0,244.0,,0
10,"Daval-Santos, Skye",So,L,5-6,94,,94,29,,0,2,32,-0.062,28.0,15.0,32.0,233.0,27.0,,,,15.0,,0
15,"Philo, Kathleen",Jr,S,5-7,79,,79,24,,12,2,42,0.23800000000000002,279.0,17.0,7.0,86.0,1.0,,,1.0,29.0,8.0,0
7,"Shamley, Johnna",So,OH,5-11,48,,48,13,,90,53,288,0.128,1.0,1.0,3.0,41.0,1.0,1.0,8.0,,96.0,1.0,0
3,"Leblanc, Renee",Jr,OH,5-9,42,,42,19,,32,12,110,0.182,,,,4.0,,2.0,12.0,1.0,40.0,,0
18,"VanSeveren, Emma",Fr,L,5-7,35,,35,17,,1,1,4,0.0,2.0,7.0,14.0,31.0,1.0,,,,8.0,,0
19,"Smith, Emmerson",Jr,OH,5-10,34,,34,15,,25,18,112,0.062,1.0,,,15.0,3.0,2.0,7.0,,30.5,,0
13,"Kenkel, Grace",Fr,S,5-7,9,,9,3,,2,2,9,0.0,27.0,1.0,6.0,13.0,,,,,3.0,,0
6,"Detels, Tera",Jr,MB,6-1,8,,8,5,,2,2,12,0.0,,,,,1.0,,1.0,,2.5,,0
2,"Arendt, Kathryn",So,L/DS,5-6,7,,7,6,,0,0,0,,,1.0,,1.0,2.0,,,,1.0,,0
20,"Rasic, Courtney",So,OH,5-9,6,,6,5,,1,0,2,0.5,1.0,3.0,1.0,3.0,,,,,4.0,,0
21,"Dewers, Peyton",Fr,OH,5-9,5,,5,5,,2,3,9,-0.111,,,1.0,,,,,,2.0,,0
-,TEAM,-,-,-,-,-,5,5,,0,0,0,,,,,,19.0,,,,,,0
-,Totals,-,-,-,-,-,111,20,,1272,643,4008,0.157,1177.0,146.0,235.0,1682.0,178.0,54.0,226.0,22.0,1585.0,32.0,20
-,Opponent Totals,-,-,-,-,-,111,20,,1393,521,3909,0.223,1276.0,178.0,197.0,1777.0,146.0,64.0,327.0,36.0,1798.5,29.0,20
