Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
11,"Seda, Karla",Jr,L,5-2,109,,109,30,,2,3,32,-0.031,86.0,24.0,44.0,565.0,35.0,,,,26.0,,0
2,"Rivera, Stephanie",So,MH,-,109,,109,30,,142,86,488,0.115,3.0,3.0,4.0,44.0,1.0,15.0,38.0,11.0,179.0,2.0,0
9,"Alvarado, Alanis",So,OH,-,109,,109,30,,343,178,1266,0.13,11.0,27.0,27.0,290.0,27.0,5.0,17.0,7.0,383.5,1.0,0
16,"Lopez, Danielle",Sr,OH,5-10,106,,106,29,,143,51,484,0.19,4.0,5.0,5.0,37.0,2.0,5.0,54.0,5.0,180.0,1.0,0
14,"Soto, Wildalys",Jr,S,-,106,,106,29,,40,24,164,0.098,788.0,22.0,21.0,244.0,1.0,6.0,31.0,7.0,83.5,18.0,0
18,"Curbelo, Angeleyshka",So,OH,-,106,,106,29,,280,125,1016,0.153,11.0,15.0,5.0,129.0,22.0,6.0,37.0,6.0,319.5,,0
12,"Ruiz, Carolina",Sr,S,5-6,100,,100,29,,94,85,497,0.018000000000000002,16.0,23.0,30.0,222.0,32.0,1.0,10.0,7.0,123.0,,0
24,"Lombeyda, Andrea",So,DS,-,83,,83,28,,2,2,16,0.0,7.0,16.0,20.0,111.0,10.0,,1.0,,18.5,,0
10,"Lopez-Jimenez, Yaidelis",Jr,DS,5-0,72,,72,24,,0,1,6,-0.16699999999999998,4.0,17.0,23.0,67.0,7.0,,,,17.0,,0
3,"Spicer, Imani",Jr,S,5-5,22,,22,12,,0,3,8,-0.375,44.0,1.0,,25.0,1.0,,,,1.0,11.0,0
4,"Montero, Jeysi",So,,-,19,,19,10,,3,2,8,0.125,1.0,,,5.0,,,4.0,2.0,4.5,,0
5,"Johnson, Rachael",Sr,MH,-,5,,5,3,,0,0,1,0.0,,,,,,,,,,,0
-,TEAM,-,-,-,-,-,8,6,,0,0,0,,,,,,22.0,,,,,,0
-,Totals,-,-,-,-,-,109,14,,1049,560,3986,0.12300000000000001,975.0,153.0,179.0,1739.0,160.0,38.0,192.0,45.0,1244.0,33.0,13
-,Opponent Totals,-,-,-,-,-,109,14,,1559,561,4116,0.242,1452.0,160.0,230.0,2080.0,152.0,50.0,376.0,53.0,1826.0,42.0,13
