Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
5,"Rohre, Madison",So,S,5-5,93,,93,26,,15,12,83,0.036000000000000004,802.0,7.0,12.0,175.0,,1.0,16.0,3.0,28.5,20.0,0
14,"Sandercox, Marybeth",Sr,OH,5-11,92,,92,26,,198,58,503,0.278,4.0,,,47.0,1.0,1.0,74.0,5.0,236.0,,0
15,"Dobbins, Eighmy",Jr,OH,5-10,90,,90,26,,122,64,593,0.098,23.0,13.0,10.0,205.0,28.0,2.0,22.0,3.0,148.0,,0
19,"Shelstead, Kennedy",Sr,MB,6-0,88,,88,26,,217,67,490,0.306,5.0,2.0,7.0,23.0,,8.0,69.0,6.0,261.5,,0
10,"Toney, Lindsey",So,OH,6-0,82,,82,25,,225,140,779,0.109,3.0,23.0,46.0,160.0,24.0,4.0,41.0,3.0,272.0,4.0,0
13,"McNeil, Lorin",Jr,MB,5-11,81,,81,25,,167,65,395,0.258,6.0,15.0,13.0,42.0,,8.0,83.0,11.0,231.5,1.0,0
3,"Harris, Mackenzie",Fr,L,5-8,80,,80,25,,3,1,20,0.1,35.0,18.0,16.0,326.0,24.0,,,,21.0,1.0,0
2,"Resendiz, Sofia",Sr,L/DS,5-7,72,,72,24,,0,0,2,0.0,53.0,11.0,21.0,139.0,10.0,,,,11.0,3.0,0
16,"Browning, Logan",Fr,L/DS,5-2,62,,62,21,,3,0,6,0.5,3.0,2.0,16.0,128.0,10.0,,,,5.0,,0
6,"Box, Breanna",Fr,MB,6-2,35,,35,13,,53,20,125,0.264,,,,3.0,,,20.0,,63.0,1.0,0
4,"Mueller, Katelyn",Jr,OH,6-0,22,,22,7,,41,18,141,0.163,3.0,9.0,6.0,58.0,7.0,,8.0,,54.0,,0
9,"Kesler, Makenzie",Sr,S,6-0,11,,11,3,,0,0,11,0.0,42.0,,,5.0,,,8.0,,3.5,3.0,0
22,"Roberts, Brittney",So,OH,5-9,7,,7,4,,7,2,19,0.263,,,,1.0,,,1.0,1.0,7.5,,0
20,"Boutwell, Peyten",Sr,MB,6-3,5,,5,2,,12,1,33,0.33299999999999996,1.0,2.0,2.0,5.0,,,2.0,,15.0,,0
17,"Miller, Courtney",Sr,MB,6-0,4,,4,4,,1,0,8,0.125,,1.0,1.0,1.0,,,,,2.0,,0
21,"McLeod, Tara",Fr,OH,5-7,4,,4,1,,0,3,7,-0.429,18.0,,2.0,7.0,,,,,,,0
18,"Crismore, Rachel",Fr,OH,5-11,2,,2,2,,0,0,1,0.0,,,,1.0,,,,,,,0
-,TEAM,-,-,-,-,-,1,1,,0,0,0,,,,,,20.0,,,,,,0
-,Totals,-,-,-,-,-,93,23,,1054,449,3191,0.19,979.0,101.0,148.0,1318.0,124.0,24.0,343.0,32.0,1203.0,33.0,23
-,Opponent Totals,-,-,-,-,-,93,23,,1363,510,3442,0.248,1245.0,124.0,176.0,1524.0,102.0,31.0,192.0,33.0,1419.0,29.0,23
